,old_index,postcode,consumption,generation,supply_area_id,supply_area_name,tennet_id,RNB_postcode
669,108251,5627KD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
670,108252,5627KN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
671,108253,5627KZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
672,108254,5627LJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
673,108255,5627LT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
674,108256,5627MD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
675,108257,5627MP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
676,108258,5627NB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
677,108259,5627NL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
678,108260,5627NW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
679,108261,5627PJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
680,108262,5627PX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
681,108263,5627RJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
682,108264,5627TC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
683,108265,5627TP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
684,108266,5627VB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
685,108267,5627VL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
686,108268,5627WC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
687,108269,5629CG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
688,108270,5629CR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
689,108271,5629GG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
690,108272,5629GR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
691,108273,5629HB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
692,108274,5629HN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
693,108280,5652AE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
694,108290,5611AL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
695,108291,5611AW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
696,108292,5611DD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
697,108293,5611EA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
698,108294,5611EK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
699,108295,5611EV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
700,108296,5611GE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
701,108297,5611GP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
702,108300,5612AC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
703,108301,5612BN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
704,108302,5612BZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
705,108303,5612CL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
706,108304,5612EE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
707,108305,5612ES,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
708,108306,5612GE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
709,108307,5612HB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
710,108308,5612HL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
711,108309,5612HW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
712,108310,5612JL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
713,108311,5612KL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
714,108312,5612LG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
715,108313,5612NC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
716,108314,5612NN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
717,108315,5612PE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
718,108316,5612PP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
719,108317,5612RA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
720,108318,5612RK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
721,108319,5612RV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
722,108320,5612SJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
723,108325,5621AJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
724,108326,5621AT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
725,108327,5621BJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
726,108328,5621BV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
727,108329,5621CE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
728,108330,5621CS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
729,108332,5621ED,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
730,108333,5621EN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
731,108334,5621GC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
732,108335,5621GM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
733,108336,5621GX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
734,108337,5621HL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
735,108338,5621JA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
736,108339,5622AC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
737,108340,5622AM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
738,108341,5622AX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
739,108342,5622BH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
740,108343,5622BS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
741,108344,5622CG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
742,108345,5622CR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
743,108346,5622DC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
744,108347,5622EC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
745,108348,5622EM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
746,108349,5622GE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
747,108350,5622GP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
748,108351,5622HA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
749,108352,5622HK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
750,108353,5622HW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
751,108354,5622JG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
752,108355,5622JR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
753,108356,5622KC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
754,108357,5622KM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
755,108358,5622KX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
756,108359,5622ND,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
757,108360,5622PD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
758,108361,5622PN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
759,108362,5623AH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
760,108363,5623AV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
761,108364,5623BG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
762,108365,5623BR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
763,108366,5623CB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
764,108367,5623CL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
765,108368,5623CW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
766,108369,5623DR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
767,108370,5623EL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
768,108371,5623EW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
769,108372,5624AB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
770,108373,5624AL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
771,108374,5624AW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
772,108375,5624BJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
773,108376,5624CG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
774,108377,5624DE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
775,108378,5624EE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
776,108379,5624EP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
777,108380,5624GG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
778,108381,5624GR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
779,108382,5624HB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
780,108383,5624HT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
781,108384,5624JD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
782,108385,5624JR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
783,108386,5624KB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
784,108387,5624KL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
785,108388,5624KW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
786,108389,5624NB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
787,108390,5624NL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
788,108391,5624NW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
789,108392,5625AJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
790,108393,5625AT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
791,108394,5625BD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
792,108395,5625BN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
793,108396,5625CA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
794,108397,5625CK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
795,108398,5625CV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
796,108399,5625EB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
797,108400,5625EL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
798,108401,5625EW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
799,108402,5625GH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
800,108403,5625GS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
801,108404,5625HJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
802,108405,5625PD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
803,108406,5625PN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
804,108407,5625RC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
805,108408,5625RM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
806,108409,5625SC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
807,108410,5625SP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
808,108411,5625VC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
809,108412,5625VM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
810,108413,5625VZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
811,108414,5625WL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
812,108415,5625XM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
813,108416,5626AM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
814,108417,5626AZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
815,108418,5626BK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
816,108419,5626BV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
817,108420,5626CK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
818,108421,5626DJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
819,108422,5626DT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
820,108423,5626GB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
821,108424,5626GL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
822,108425,5626HA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
823,108426,5626HK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
824,108428,5627BC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
825,108429,5627BN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
826,108430,5627BZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
827,108431,5627CJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
828,108432,5627CT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
829,108433,5627DD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
830,108434,5627DN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
831,108435,5627EA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
832,108436,5627ET,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
833,108437,5627GD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
834,108438,5627GN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
835,108439,5627GZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
836,108440,5627HJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
837,108441,5627HT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
838,108442,5627JD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
839,108443,5627JN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
840,108444,5627JZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
841,108445,5627KJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
842,108446,5627KT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
843,108447,5627LD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
844,108448,5627LN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
845,108449,5627LZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
846,108450,5627MJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
847,108451,5627MV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
848,108452,5627NG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
849,108453,5627NR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
850,108454,5627PD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
851,108455,5627PN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
852,108456,5627RC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
853,108457,5627SX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
854,108458,5627TJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
855,108459,5627TV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
856,108460,5627VG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
857,108461,5627VW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
858,108462,5627WJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
859,108463,5629CL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
860,108464,5629GB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
861,108465,5629GL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
862,108466,5629GW,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
863,108467,5629HG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
864,108480,5611AN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
865,108481,5611AZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
866,108483,5611DG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
867,108484,5611EC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
868,108485,5611EM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
869,108486,5611EX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
870,108487,5611GH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
871,108488,5611GS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
872,108491,5612AG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
873,108492,5612BR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
874,108493,5612CN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
875,108494,5612EK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
876,108495,5612EV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
877,108496,5612GM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
878,108497,5612HD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
879,108498,5612HN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
880,108499,5612HZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
881,108500,5612JN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
882,108501,5612KD,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
883,108502,5612KN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
884,108503,5612KZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
885,108504,5612LJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
886,108505,5612NE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
887,108506,5612NR,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
888,108507,5612PH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
889,108508,5612PS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
890,108509,5612RC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
891,108510,5612RM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
892,108511,5612RX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
893,108516,5621AB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
894,108517,5621AL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
895,108518,5621BA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
896,108519,5621BL,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
897,108520,5621BX,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
898,108521,5621CH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
899,108522,5621CV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
900,108524,5621EG,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
901,108525,5621ER,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
902,108526,5621GE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
903,108527,5621GP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
904,108528,5621HB,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
905,108529,5621HN,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
906,108530,5621JC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
907,108531,5622AE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
908,108532,5622AP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
909,108533,5622BA,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
910,108534,5622BK,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
911,108535,5622BV,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
912,108536,5622CJ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
913,108537,5622CT,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
914,108538,5622DE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
915,108539,5622EE,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
916,108540,5622EP,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
917,108541,5622GH,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
918,108542,5622GS,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
919,108543,5622HC,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
920,108544,5622HM,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
921,108545,5622HZ,2,0,EHVN,EHVN Eindhoven Noord,Station Eindhoven Noord 150 kV,Enexis
