car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 101,,,,73,,arrived,,arrived,11.0,,,
Car 101,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),11.0,,0.0,
Car 103,,,,4,,arrived,,arrived,22.0,,,
Car 103,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),22.0,,0.0,
Car 112,,,,31,,arrived,,arrived,56.0,,,
Car 112,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),56.0,,0.0,
Car 101,48.0,73,5,,,done,,done charging,59.0,,,0.0
Car 96,,,,8,,arrived,,arrived,70.0,,,
Car 96,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),70.0,,0.0,
Car 103,84.0,307905,3,,,done,,done charging,106.0,,,125.48198819354073
Car 114,,,,40,,arrived,,arrived,113.0,,,
Car 114,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),113.0,,0.0,
Car 47,,,,57,,arrived,,arrived,117.0,,,
Car 47,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),117.0,,0.0,
Car 54,,,,70,,arrived,,arrived,124.0,,,
Car 82,,,,4,,arrived,,arrived,124.0,,,
Car 82,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),124.0,,0.0,
Car 112,70.0,308440,0,,,done,,done charging,126.0,,,65.10485574823473
Car 54,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),126.0,,2.0,
Car 40,,,,54,,arrived,,arrived,135.0,,,
Car 40,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),135.0,,0.0,
Car 109,,,,12,,arrived,,arrived,152.0,,,
Car 109,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),152.0,,0.0,
Car 37,,,,80,,arrived,,arrived,153.0,,,
Car 37,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",158.0,3,,
Car 71,,,,83,,arrived,,arrived,163.0,,,
Car 71,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),163.0,,0.0,
Car 37,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",165.8588498683722,2,,
Car 47,51.0,308440,0,,,done,,done charging,168.0,,,90.91052172331317
Car 37,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 1 (fid=308702)",170.89201305491352,1,,
Car 36,,,,90,,arrived,,arrived,171.0,,,
Car 36,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),171.0,,0.0,
Car 37,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),175.50651551143662,,15.0,
Car 96,109.0,73,5,,,done,,done charging,179.0,,,46.809697563664486
Car 114,73.0,73,5,,,done,,done charging,186.0,,,226.72237699883453
Car 44,,,,55,,arrived,,arrived,204.0,,,
Car 44,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),204.0,,0.0,
Car 82,85.0,307905,3,,,done,,done charging,209.0,,,125.48198819354073
Car 71,46.0,308108,4,,,done,,done charging,209.0,,,168.71753642404158
Car 109,63.0,307904,2,,,done,,done charging,215.0,,,59.85703862538347
Car 36,49.0,308108,4,,,done,,done charging,220.0,,,122.78010549354106
Car 40,86.0,308702,1,,,done,,done charging,221.0,,,118.85907491646913
Car 54,101.0,308440,0,,,done,,done charging,227.0,,,40.47401549143133
Car 0,,,,9,,arrived,,arrived,228.0,,,
Car 29,,,,39,,arrived,,arrived,228.0,,,
