car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 29,,,,31,,arrived,,arrived,6.0,,,
Car 29,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),6.0,,0.0,
Car 182,,,,73,,arrived,,arrived,12.0,,,
Car 182,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),12.0,,0.0,
Car 13,,,,4,,arrived,,arrived,14.0,,,
Car 13,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),14.0,,0.0,
Car 142,,,,51,,arrived,,arrived,18.0,,,
Car 142,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),18.0,,0.0,
Car 60,,,,25,,arrived,,arrived,24.0,,,
Car 60,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),24.0,,0.0,
Car 167,,,,68,,arrived,,arrived,35.0,,,
Car 167,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),35.0,,0.0,
Car 87,,,,28,,arrived,,arrived,39.0,,,
Car 87,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",44.0,3,,
Car 87,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),46.85884986837221,,5.0,
Car 166,,,,24,,arrived,,arrived,54.0,,,
Car 22,,,,17,,arrived,,arrived,55.0,,,
Car 62,,,,6,,arrived,,arrived,57.0,,,
Car 166,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",59.0,3,,
Car 22,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 6 (fid=60)",60.0,6,,
Car 62,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",62.0,2,,
Car 62,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),62.033163186541316,,5.0,
Car 22,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),63.25969204728619,,5.0,
Car 166,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 1 (fid=308702)",66.8588498683722,1,,
Car 166,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),71.44029100548455,,9.999999999999993,
Car 216,,,,37,,arrived,,arrived,98.0,,,
Car 142,81.0,60,6,,,done,,done charging,99.0,,,128.4087684895338
Car 167,64.0,308440,0,,,done,,done charging,99.0,,,30.120788203515897
Car 52,,,,26,,arrived,,arrived,101.0,,,
