car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 4,,,,90,,arrived,,arrived,3.0,,,
Car 4,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),3.0,,0.0,
Car 28,,,,50,,arrived,,arrived,10.0,,,
Car 28,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),10.0,,0.0,
Car 75,,,,4,,arrived,,arrived,14.0,,,
Car 75,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),14.0,,0.0,
Car 205,,,,49,,arrived,,arrived,15.0,,,
Car 205,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),15.0,,0.0,
Car 165,,,,15,,arrived,,arrived,39.0,,,
Car 165,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),39.0,,0.0,
Car 151,,,,40,,arrived,,arrived,45.0,,,
Car 57,,,,30,,arrived,,arrived,47.0,,,
Car 140,,,,50,,arrived,,arrived,47.0,,,
Car 181,,,,82,,arrived,,arrived,47.0,,,
Car 57,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),47.0,,0.0,
Car 181,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),47.0,,0.0,
Car 151,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 5 (fid=73)",50.0,5,,
Car 140,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 3 (fid=307905)",52.0,3,,
Car 151,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),52.27008140497066,,5.0,
Car 140,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),54.224325873734955,,5.0,
Car 63,,,,51,,arrived,,arrived,56.0,,,
Car 118,,,,61,,arrived,,arrived,61.0,,,
Car 63,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 4 (fid=308108)",61.0,4,,
Car 118,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 5 (fid=73)",66.0,5,,
Car 118,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),68.27008140497065,,5.0,
Car 63,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 2 (fid=307904)",69.00680701860658,2,,
