scenario,description,charger_strategy,num_cars,num_chargers,max_wait_time,walking_threshold_m,completed_charging,gave_up,completed_pct,gave_up_pct,avg_waiting_time,avg_walking_dist_m,avg_charger_utilization,charger_fids
current_situation,Current charging points in Strijp-S.,existing,136,5,5,300.0,93,41,68.38235294117648,30.14705882352941,7.532107554981797,368.9069393952627,0.65625,308440;308702;307904;307905;308108
