scenario,description,charger_strategy,num_cars,num_chargers,walking_threshold_m,completed_charging,gave_up,completed_pct,gave_up_pct,avg_walking_dist_m,avg_charger_utilization,charger_fids,events_file
current_situation,Current charging points in Strijp-S.,existing,40,5,300,31,7,77.5,17.5,324.2113026314085,0.522,308440;308702;307904;307905;308108,C:\Users\clnha\OneDrive - Office 365 Fontys\Semester 1\Desktop\CBL-Multi-disciplinary-main\simulation output\simulation_events_current_situation.csv
