car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,4,,arrived,arrived,15.5350050175778,,,
Car 0,,4,20,,,start_charge,starting to charge at Charger 20 (fid=4),15.5350050175778,,0.0,
Car 1,,,,37,,arrived,arrived,25.2342948498507,,,
Car 1,,5,13,,,start_charge,starting to charge at Charger 13 (fid=5),25.2342948498507,,0.0,
Car 2,,,,31,,arrived,arrived,30.67648328211651,,,
Car 2,,31,1,,,start_charge,starting to charge at Charger 1 (fid=31),30.67648328211651,,0.0,
Car 3,,,,26,,arrived,arrived,45.477264176418146,,,
Car 3,,32,23,,,start_charge,starting to charge at Charger 23 (fid=32),45.477264176418146,,0.0,
Car 4,,,,63,,arrived,arrived,50.665311091502886,,,
Car 4,,78,21,,,start_charge,starting to charge at Charger 21 (fid=78),50.665311091502886,,0.0,
Car 0,61.0,4,20,,,done,done charging,76.5350050175778,,,0.0
Car 5,,,,61,,arrived,arrived,78.19876356473564,,,
Car 5,,62,27,,,start_charge,starting to charge at Charger 27 (fid=62),78.19876356473564,,0.0,
Car 6,,,,8,,arrived,arrived,84.29604824702486,,,
Car 6,,10,5,,,start_charge,starting to charge at Charger 5 (fid=10),84.29604824702486,,0.0,
Car 7,,,,34,,arrived,arrived,88.59581724914135,,,
Car 7,,34,29,,,start_charge,starting to charge at Charger 29 (fid=34),88.59581724914135,,0.0,
Car 8,,,,5,,arrived,arrived,95.00292236730186,,,
Car 8,,5,13,,,start_charge,starting to charge at Charger 13 (fid=5),95.00292236730186,,0.0,
Car 1,71.0,5,13,,,done,done charging,96.2342948498507,,,107.60161925361403
Car 9,,,,78,,arrived,arrived,107.02791534208636,,,
Car 9,,78,21,,,start_charge,starting to charge at Charger 21 (fid=78),107.02791534208636,,0.0,
Car 3,82.0,32,23,,,done,done charging,127.47726417641815,,,8.0825061707424
Car 2,105.0,31,1,,,done,done charging,135.67648328211652,,,0.0
Car 10,,,,54,,arrived,arrived,136.91027066398223,,,
Car 10,,16,14,,,start_charge,starting to charge at Charger 14 (fid=16),136.91027066398223,,0.0,
Car 6,55.0,10,5,,,done,done charging,139.29604824702486,,,53.63858354767152
Car 5,68.0,62,27,,,done,done charging,146.19876356473566,,,101.33126143986101
Car 11,,,,74,,arrived,arrived,150.28121134904342,,,
Car 11,,118,10,,,start_charge,starting to charge at Charger 10 (fid=118),150.28121134904342,,0.0,
Car 12,,,,38,,arrived,arrived,157.1021398005199,,,
Car 12,,38,17,,,start_charge,starting to charge at Charger 17 (fid=38),157.1021398005199,,0.0,
Car 13,,,,91,,arrived,arrived,165.34825224943344,,,
Car 13,,89,19,,,start_charge,starting to charge at Charger 19 (fid=89),165.34825224943344,,0.0,
Car 4,115.0,78,21,,,done,done charging,165.66531109150287,,,84.00100314876792
Car 9,61.0,78,21,,,done,done charging,168.02791534208637,,,0.0
Car 14,,,,40,,arrived,arrived,174.4867731117201,,,
Car 14,,77,6,,,start_charge,starting to charge at Charger 6 (fid=77),174.4867731117201,,0.0,
Car 8,93.0,5,13,,,done,done charging,188.00292236730186,,,0.0
Car 15,,,,11,,arrived,arrived,195.03038048174642,,,
Car 15,,45,28,,,start_charge,starting to charge at Charger 28 (fid=45),195.03038048174642,,0.0,
Car 7,119.0,34,29,,,done,done charging,207.59581724914136,,,0.0
Car 13,50.0,89,19,,,done,done charging,215.34825224943344,,,15.540330047962502
Car 14,47.0,77,6,,,done,done charging,221.4867731117201,,,89.25774207314022
