car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,115,,arrived,arrived,14.277877625513483,,,
Car 0,,22,15,,,start_charge,starting to charge at Charger 15 (fid=22),14.277877625513483,,0.0,
Car 1,,,,5,,arrived,arrived,22.197309992884755,,,
Car 1,,38,21,,,start_charge,starting to charge at Charger 21 (fid=38),22.197309992884755,,0.0,
Car 2,,,,4,,arrived,arrived,32.65375351775711,,,
Car 2,,4,22,,,start_charge,starting to charge at Charger 22 (fid=4),32.65375351775711,,0.0,
Car 3,,,,73,,arrived,arrived,36.235202315771666,,,
Car 3,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),36.235202315771666,,0.0,
Car 4,,,,9,,arrived,arrived,37.54321824648324,,,
Car 4,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),37.54321824648324,,0.0,
Car 5,,,,52,,arrived,arrived,60.790079493292446,,,
Car 5,,53,24,,,start_charge,starting to charge at Charger 24 (fid=53),60.790079493292446,,0.0,
Car 6,,,,62,,arrived,arrived,63.93173155438879,,,
Car 6,,40,29,,,start_charge,starting to charge at Charger 29 (fid=40),63.93173155438879,,0.0,
Car 7,,,,17,,arrived,arrived,74.05985766280179,,,
Car 7,,17,6,,,start_charge,starting to charge at Charger 6 (fid=17),74.05985766280179,,0.0,
Car 8,,,,19,,arrived,arrived,75.56124085968045,,,
Car 8,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),75.56124085968045,,0.0,
Car 4,45.0,73,16,,,done,done charging,82.54321824648324,,,94.80590796467769
Car 1,83.0,38,21,,,done,done charging,105.19730999288475,,,3.7170774810366805
Car 3,69.0,73,16,,,done,done charging,105.23520231577166,,,0.0
Car 9,,,,24,,arrived,arrived,110.2481449257876,,,
Car 9,,48,20,,,start_charge,starting to charge at Charger 20 (fid=48),110.2481449257876,,0.0,
Car 0,108.0,22,15,,,done,done charging,122.27787762551348,,,19.552044522240124
Car 5,74.0,53,24,,,done,done charging,134.79007949329244,,,84.96072036535242
Car 2,106.0,4,22,,,done,done charging,138.6537535177571,,,0.0
Car 7,70.0,17,6,,,done,done charging,144.0598576628018,,,0.0
Car 10,,,,9,,arrived,arrived,148.21581045134687,,,
Car 10,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),148.21581045134687,,0.0,
Car 11,,,,31,,arrived,arrived,148.5811925219601,,,
Car 11,,29,4,,,start_charge,starting to charge at Charger 4 (fid=29),148.5811925219601,,0.0,
Car 12,,,,11,,arrived,arrived,158.34408843264973,,,
Car 12,,17,6,,,start_charge,starting to charge at Charger 6 (fid=17),158.34408843264973,,0.0,
Car 13,,,,62,,arrived,arrived,170.18768707646333,,,
Car 13,,40,29,,,start_charge,starting to charge at Charger 29 (fid=40),170.18768707646333,,0.0,
Car 6,112.0,40,29,,,done,done charging,175.9317315543888,,,95.92812119495953
Car 14,,,,3,,arrived,arrived,179.73869013062776,,,
Car 14,,117,5,,,start_charge,starting to charge at Charger 5 (fid=117),179.73869013062776,,0.0,
Car 8,112.0,19,9,,,done,done charging,187.56124085968045,,,0.0
Car 15,,,,54,,arrived,arrived,189.03698544141145,,,
Car 15,,54,0,,,start_charge,starting to charge at Charger 0 (fid=54),189.03698544141145,,0.0,
Car 16,,,,56,,arrived,arrived,211.39087262299807,,,
Car 16,,57,23,,,start_charge,starting to charge at Charger 23 (fid=57),211.39087262299807,,0.0,
Car 17,,,,37,,arrived,arrived,218.09163949711132,,,
Car 17,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),218.09163949711132,,0.0,
Car 9,109.0,48,20,,,done,done charging,219.24814492578759,,,49.98208391014902
Car 12,64.0,17,6,,,done,done charging,222.34408843264973,,,107.35151360364253
Car 18,,,,70,,arrived,arrived,224.47511137208943,,,
Car 18,,70,13,,,start_charge,starting to charge at Charger 13 (fid=70),224.47511137208943,,0.0,
Car 13,56.0,40,29,,,done,done charging,226.18768707646333,,,95.92812119495953
Car 11,81.0,29,4,,,done,done charging,229.5811925219601,,,25.033754213060966
Car 14,51.0,117,5,,,done,done charging,230.73869013062776,,,69.92060647618679
Car 19,,,,8,,arrived,arrived,232.08271842859781,,,
Car 19,,,,,16,switch,"Charger 16 (fid=73) not available, trying Charger 8 (fid=78)",237.08271842859781,8,,
Car 19,,78,8,,,start_charge,starting to charge at Charger 8 (fid=78),238.45173875210622,,5.0,
Car 20,,,,72,,arrived,arrived,243.84188629361984,,,
Car 20,,71,27,,,start_charge,starting to charge at Charger 27 (fid=71),243.84188629361984,,0.0,
Car 10,101.0,73,16,,,done,done charging,249.21581045134687,,,94.80590796467769
Car 21,,,,124,,arrived,arrived,258.07605957094273,,,
Car 21,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),258.07605957094273,,0.0,
Car 15,74.0,54,0,,,done,done charging,263.03698544141145,,,0.0
Car 22,,,,25,,arrived,arrived,275.4659749758791,,,
Car 22,,48,20,,,start_charge,starting to charge at Charger 20 (fid=48),275.4659749758791,,0.0,
Car 23,,,,45,,arrived,arrived,280.28468852217554,,,
Car 23,,4,22,,,start_charge,starting to charge at Charger 22 (fid=4),280.28468852217554,,0.0,
Car 24,,,,52,,arrived,arrived,285.493814777209,,,
Car 24,,53,24,,,start_charge,starting to charge at Charger 24 (fid=53),285.493814777209,,0.0,
Car 20,49.0,71,27,,,done,done charging,292.84188629361984,,,5.317805938583997
Car 19,62.0,78,8,,,done,done charging,300.4517387521062,,,69.67073183195343
Car 25,,,,77,,arrived,arrived,301.860705088185,,,
Car 25,,4,22,,,start_charge,starting to charge at Charger 22 (fid=4),301.860705088185,,0.0,
Car 17,88.0,73,16,,,done,done charging,306.0916394971113,,,52.18342097829892
Car 18,89.0,70,13,,,done,done charging,313.47511137208943,,,0.0
Car 16,108.0,57,23,,,done,done charging,319.3908726229981,,,34.64388195629647
Car 26,,,,8,,arrived,arrived,323.69780424004466,,,
Car 26,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),323.69780424004466,,0.0,
Car 27,,,,71,,arrived,arrived,326.67726336304565,,,
Car 27,,71,27,,,start_charge,starting to charge at Charger 27 (fid=71),326.67726336304565,,0.0,
Car 28,,,,53,,arrived,arrived,328.364945319928,,,
Car 28,,53,24,,,start_charge,starting to charge at Charger 24 (fid=53),328.364945319928,,0.0,
Car 29,,,,56,,arrived,arrived,342.84776901667215,,,
Car 29,,57,23,,,start_charge,starting to charge at Charger 23 (fid=57),342.84776901667215,,0.0,
Car 30,,,,19,,arrived,arrived,343.1294354439482,,,
Car 30,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),343.1294354439482,,0.0,
Car 21,88.0,19,9,,,done,done charging,346.07605957094273,,,45.238728983029276
Car 22,71.0,48,20,,,done,done charging,346.4659749758791,,,43.00156277394543
Car 31,,,,34,,arrived,arrived,348.0545262591137,,,
Car 31,,33,19,,,start_charge,starting to charge at Charger 19 (fid=33),348.0545262591137,,0.0,
Car 23,70.0,4,22,,,done,done charging,350.28468852217554,,,94.60027543828284
Car 32,,,,48,,arrived,arrived,351.93163421873675,,,
Car 32,,48,20,,,start_charge,starting to charge at Charger 20 (fid=48),351.93163421873675,,0.0,
Car 33,,,,45,,arrived,arrived,352.7287680153289,,,
Car 33,,4,22,,,start_charge,starting to charge at Charger 22 (fid=4),352.7287680153289,,0.0,
Car 34,,,,15,,arrived,arrived,355.26592005503244,,,
Car 34,,75,28,,,start_charge,starting to charge at Charger 28 (fid=75),355.26592005503244,,0.0,
Car 24,73.0,53,24,,,done,done charging,358.493814777209,,,84.96072036535242
Car 25,58.0,4,22,,,done,done charging,359.860705088185,,,40.44401316634773
Car 35,,,,37,,arrived,arrived,365.84725858385264,,,
Car 35,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),365.84725858385264,,0.0,
Car 36,,,,46,,arrived,arrived,368.1581316120401,,,
Car 36,,41,26,,,start_charge,starting to charge at Charger 26 (fid=41),368.1581316120401,,0.0,
Car 37,,,,61,,arrived,arrived,369.7859773182642,,,
Car 37,,40,29,,,start_charge,starting to charge at Charger 29 (fid=40),369.7859773182642,,0.0,
Car 38,,,,33,,arrived,arrived,373.01921647398825,,,
Car 38,,27,11,,,start_charge,starting to charge at Charger 11 (fid=27),373.01921647398825,,0.0,
Car 39,,,,28,,arrived,arrived,378.06157190553034,,,
Car 39,,26,18,,,start_charge,starting to charge at Charger 18 (fid=26),378.06157190553034,,0.0,
Car 40,,,,12,,arrived,arrived,381.05462932621083,,,
Car 40,,117,5,,,start_charge,starting to charge at Charger 5 (fid=117),381.05462932621083,,0.0,
Car 41,,,,55,,arrived,arrived,383.15197553069413,,,
Car 41,,57,23,,,start_charge,starting to charge at Charger 23 (fid=57),383.15197553069413,,0.0,
Car 42,,,,19,,arrived,arrived,386.1697119976458,,,
Car 42,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),386.1697119976458,,0.0,
Car 43,,,,60,,arrived,arrived,390.4345790297436,,,
Car 43,,4,22,,,start_charge,starting to charge at Charger 22 (fid=4),390.4345790297436,,0.0,
Car 44,,,,15,,arrived,arrived,394.1464502084594,,,
Car 44,,17,6,,,start_charge,starting to charge at Charger 6 (fid=17),394.1464502084594,,0.0,
Car 45,,,,11,,arrived,arrived,395.05510757821196,,,
Car 45,,17,6,,,start_charge,starting to charge at Charger 6 (fid=17),395.05510757821196,,0.0,
Car 46,,,,46,,arrived,arrived,395.1044464443218,,,
Car 46,,41,26,,,start_charge,starting to charge at Charger 26 (fid=41),395.1044464443218,,0.0,
Car 29,53.0,57,23,,,done,done charging,395.84776901667215,,,34.64388195629647
Car 27,70.0,71,27,,,done,done charging,396.67726336304565,,,0.0
Car 47,,,,6,,arrived,arrived,397.59889745200826,,,
Car 48,,,,40,,arrived,arrived,400.2764125297511,,,
Car 48,,40,29,,,start_charge,starting to charge at Charger 29 (fid=40),400.2764125297511,,0.0,
Car 49,,,,41,,arrived,arrived,400.918928198098,,,
Car 47,,,,,6,switch,"Charger 6 (fid=17) not available, trying Charger 22 (fid=4)",402.59889745200826,22,,
Car 49,,,,,26,switch,"Charger 26 (fid=41) not available, trying Charger 4 (fid=29)",405.918928198098,4,,
Car 49,,29,4,,,start_charge,starting to charge at Charger 4 (fid=29),406.2665854761284,,5.0,
Car 47,,,,,22,switch,"Charger 22 (fid=4) not available, trying Charger 19 (fid=33)",409.2989706727718,19,,
Car 50,,,,24,,arrived,arrived,411.38403398380535,,,
Car 50,,23,17,,,start_charge,starting to charge at Charger 17 (fid=23),411.38403398380535,,0.0,
Car 47,,33,19,,,start_charge,starting to charge at Charger 19 (fid=33),411.516253672942,,10.0,
Car 51,,,,40,,arrived,arrived,411.6382519869761,,,
Car 52,,,,21,,arrived,arrived,412.7319996202825,,,
Car 52,,117,5,,,start_charge,starting to charge at Charger 5 (fid=117),412.7319996202825,,0.0,
Car 53,,,,25,,arrived,arrived,414.2521062508665,,,
Car 53,,25,12,,,start_charge,starting to charge at Charger 12 (fid=25),414.2521062508665,,0.0,
Car 54,,,,50,,arrived,arrived,414.2817590707342,,,
Car 54,,50,25,,,start_charge,starting to charge at Charger 25 (fid=50),414.2817590707342,,0.0,
Car 55,,,,37,,arrived,arrived,415.736736072001,,,
Car 56,,,,37,,arrived,arrived,416.1352033022713,,,
Car 51,,,,,29,switch,"Charger 29 (fid=40) not available, trying Charger 25 (fid=50)",416.6382519869761,25,,
