car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,55,,arrived,,arrived,0.38610324486739955,,,
Car 0,,57,3,,,start_charge,,starting to charge at Charger 3 (fid=57),0.38610324486739955,,0.0,
Car 1,,,,12,,arrived,,arrived,8.312364750867314,,,
Car 1,,117,12,,,start_charge,,starting to charge at Charger 12 (fid=117),8.312364750867314,,0.0,
Car 2,,,,5,,arrived,,arrived,22.398715883702522,,,
Car 2,,65,7,,,start_charge,,starting to charge at Charger 7 (fid=65),22.398715883702522,,0.0,
Car 3,,,,34,,arrived,,arrived,27.780441468901287,,,
Car 3,,36,8,,,start_charge,,starting to charge at Charger 8 (fid=36),27.780441468901287,,0.0,
Car 4,,,,65,,arrived,,arrived,51.99371099918048,,,
Car 4,,65,7,,,start_charge,,starting to charge at Charger 7 (fid=65),51.99371099918048,,0.0,
Car 5,,,,79,,arrived,,arrived,64.84887883098006,,,
Car 5,,79,4,,,start_charge,,starting to charge at Charger 4 (fid=79),64.84887883098006,,0.0,
Car 6,,,,64,,arrived,,arrived,90.1669248031325,,,
Car 6,,89,9,,,start_charge,,starting to charge at Charger 9 (fid=89),90.1669248031325,,0.0,
Car 1,84.0,117,12,,,done,,done charging,92.31236475086732,,,56.58334752379753
Car 7,,,,115,,arrived,,arrived,93.25622809069716,,,
Car 7,,24,11,,,start_charge,,starting to charge at Charger 11 (fid=24),93.25622809069716,,0.0,
Car 8,,,,77,,arrived,,arrived,96.99900256101711,,,
Car 8,,1,1,,,start_charge,,starting to charge at Charger 1 (fid=1),96.99900256101711,,0.0,
Car 3,70.0,36,8,,,done,,done charging,97.78044146890129,,,19.53584131796852
Car 0,112.0,57,3,,,done,,done charging,112.3861032448674,,,2.8730570826434207
Car 9,,,,6,,arrived,,arrived,113.89787820191628,,,
Car 9,,36,8,,,start_charge,,starting to charge at Charger 8 (fid=36),113.89787820191628,,0.0,
Car 2,98.0,65,7,,,done,,done charging,120.39871588370252,,,101.74924339766292
Car 10,,,,63,,arrived,,arrived,122.4537459290887,,,
Car 10,,65,7,,,start_charge,,starting to charge at Charger 7 (fid=65),122.4537459290887,,0.0,
Car 4,81.0,65,7,,,done,,done charging,132.99371099918048,,,0.0
Car 11,,,,82,,arrived,,arrived,142.74117626372615,,,
Car 11,,89,9,,,start_charge,,starting to charge at Charger 9 (fid=89),142.74117626372615,,0.0,
Car 12,,,,41,,arrived,,arrived,147.12125522700154,,,
Car 12,,49,6,,,start_charge,,starting to charge at Charger 6 (fid=49),147.12125522700154,,0.0,
Car 13,,,,7,,arrived,,arrived,162.20882353762482,,,
Car 13,,74,0,,,start_charge,,starting to charge at Charger 0 (fid=74),162.20882353762482,,0.0,
Car 14,,,,14,,arrived,,arrived,163.50392211493255,,,
Car 14,,14,5,,,start_charge,,starting to charge at Charger 5 (fid=14),163.50392211493255,,0.0,
