car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,73,,arrived,arrived,0.027102893104260506,,,
Car 0,,8,4,,,start_charge,starting to charge at Charger 4 (fid=8),0.027102893104260506,,0.0,
Car 1,,,,78,,arrived,arrived,15.697288976679475,,,
Car 1,,8,4,,,start_charge,starting to charge at Charger 4 (fid=8),15.697288976679475,,0.0,
Car 2,,,,73,,arrived,arrived,29.10207767585672,,,
Car 2,,,,,4,switch,"Charger 4 (fid=8) not available, trying Charger 18 (fid=9)",34.10207767585672,18,,
Car 2,,9,18,,,start_charge,starting to charge at Charger 18 (fid=9),35.21277056471682,,5.0,
Car 3,,,,25,,arrived,arrived,47.60040502569978,,,
Car 3,,23,13,,,start_charge,starting to charge at Charger 13 (fid=23),47.60040502569978,,0.0,
Car 4,,,,23,,arrived,arrived,49.31724253918361,,,
Car 4,,41,0,,,start_charge,starting to charge at Charger 0 (fid=41),49.31724253918361,,0.0,
Car 0,54.0,8,4,,,done,done charging,54.027102893104264,,,46.809697563664486
Car 5,,,,56,,arrived,arrived,82.38962232443049,,,
Car 5,,56,10,,,start_charge,starting to charge at Charger 10 (fid=56),82.38962232443049,,0.0,
Car 6,,,,13,,arrived,arrived,88.2152554238667,,,
Car 6,,56,10,,,start_charge,starting to charge at Charger 10 (fid=56),88.2152554238667,,0.0,
Car 4,46.0,41,0,,,done,done charging,95.31724253918361,,,110.19577997820267
Car 1,81.0,8,4,,,done,done charging,96.69728897667947,,,69.67073183195343
Car 7,,,,63,,arrived,arrived,99.76911377302605,,,
Car 7,,8,4,,,start_charge,starting to charge at Charger 4 (fid=8),99.76911377302605,,0.0,
Car 8,,,,9,,arrived,arrived,105.58383810587358,,,
Car 8,,9,18,,,start_charge,starting to charge at Charger 18 (fid=9),105.58383810587358,,0.0,
Car 9,,,,58,,arrived,arrived,106.20839015627942,,,
Car 9,,52,24,,,start_charge,starting to charge at Charger 24 (fid=52),106.20839015627942,,0.0,
Car 3,84.0,23,13,,,done,done charging,131.60040502569979,,,18.500904031961415
Car 10,,,,40,,arrived,arrived,136.36188514031824,,,
Car 10,,40,21,,,start_charge,starting to charge at Charger 21 (fid=40),136.36188514031824,,0.0,
Car 2,102.0,9,18,,,done,done charging,137.21277056471683,,,94.80590796467769
Car 11,,,,20,,arrived,arrived,144.8403864699182,,,
Car 11,,23,13,,,start_charge,starting to charge at Charger 13 (fid=23),144.8403864699182,,0.0,
Car 8,46.0,9,18,,,done,done charging,151.58383810587358,,,0.0
Car 12,,,,75,,arrived,arrived,152.29831317331661,,,
Car 12,,52,24,,,start_charge,starting to charge at Charger 24 (fid=52),152.29831317331661,,0.0,
Car 13,,,,13,,arrived,arrived,163.78948995732097,,,
Car 14,,,,77,,arrived,arrived,168.1149289897562,,,
Car 14,,50,23,,,start_charge,starting to charge at Charger 23 (fid=50),168.1149289897562,,0.0,
Car 9,62.0,52,24,,,done,done charging,168.20839015627942,,,117.77317124881652
Car 13,,,,,10,switch,"Charger 10 (fid=56) not available, trying Charger 9 (fid=57)",168.78948995732097,9,,
Car 13,,57,9,,,start_charge,starting to charge at Charger 9 (fid=57),169.20538289797278,,5.0,
Car 6,93.0,56,10,,,done,done charging,181.2152554238667,,,54.27852132291351
Car 7,82.0,8,4,,,done,done charging,181.76911377302605,,,37.72444878326495
Car 10,48.0,40,21,,,done,done charging,184.36188514031824,,,0.0
Car 15,,,,5,,arrived,arrived,191.57909254584524,,,
Car 15,,46,16,,,start_charge,starting to charge at Charger 16 (fid=46),191.57909254584524,,0.0,
Car 5,110.0,56,10,,,done,done charging,192.3896223244305,,,0.0
Car 16,,,,62,,arrived,arrived,195.9312632663101,,,
Car 16,,45,22,,,start_charge,starting to charge at Charger 22 (fid=45),195.9312632663101,,0.0,
Car 17,,,,47,,arrived,arrived,213.21690992989704,,,
Car 17,,46,16,,,start_charge,starting to charge at Charger 16 (fid=46),213.21690992989704,,0.0,
Car 14,48.0,50,23,,,done,done charging,216.1149289897562,,,75.00199374016712
Car 18,,,,17,,arrived,arrived,220.9231044773207,,,
Car 18,,15,7,,,start_charge,starting to charge at Charger 7 (fid=15),220.9231044773207,,0.0,
Car 19,,,,55,,arrived,arrived,228.3074429909384,,,
Car 19,,57,9,,,start_charge,starting to charge at Charger 9 (fid=57),228.3074429909384,,0.0,
Car 13,62.0,57,9,,,done,done charging,231.20538289797278,,,58.3564462420549
Car 12,80.0,52,24,,,done,done charging,232.29831317331661,,,124.65216937140958
Car 20,,,,67,,arrived,arrived,245.58807553148594,,,
Car 20,,57,9,,,start_charge,starting to charge at Charger 9 (fid=57),245.58807553148594,,0.0,
Car 11,107.0,23,13,,,done,done charging,251.8403864699182,,,16.1781850960179
Car 21,,,,40,,arrived,arrived,260.13492106954885,,,
Car 21,,40,21,,,start_charge,starting to charge at Charger 21 (fid=40),260.13492106954885,,0.0,
Car 15,86.0,46,16,,,done,done charging,277.57909254584524,,,89.05310240523357
Car 22,,,,37,,arrived,arrived,281.14139292602647,,,
Car 22,,8,4,,,start_charge,starting to charge at Charger 4 (fid=8),281.14139292602647,,0.0,
Car 23,,,,76,,arrived,arrived,288.2019185766788,,,
Car 23,,76,25,,,start_charge,starting to charge at Charger 25 (fid=76),288.2019185766788,,0.0,
Car 24,,,,61,,arrived,arrived,290.6569394877699,,,
Car 24,,40,21,,,start_charge,starting to charge at Charger 21 (fid=40),290.6569394877699,,0.0,
Car 19,67.0,57,9,,,done,done charging,295.3074429909384,,,2.8730570826434207
Car 16,105.0,45,22,,,done,done charging,300.9312632663101,,,20.05435852878955
Car 25,,,,59,,arrived,arrived,305.62682245175637,,,
Car 25,,52,24,,,start_charge,starting to charge at Charger 24 (fid=52),305.62682245175637,,0.0,
Car 26,,,,73,,arrived,arrived,311.82972268793606,,,
Car 26,,8,4,,,start_charge,starting to charge at Charger 4 (fid=8),311.82972268793606,,0.0,
Car 27,,,,25,,arrived,arrived,312.0524591928292,,,
Car 27,,23,13,,,start_charge,starting to charge at Charger 13 (fid=23),312.0524591928292,,0.0,
Car 28,,,,73,,arrived,arrived,317.47101370880796,,,
Car 20,73.0,57,9,,,done,done charging,318.58807553148597,,,75.07638223833972
Car 17,107.0,46,16,,,done,done charging,320.21690992989704,,,37.351434617693116
