car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,70,,arrived,arrived,9.050950435470115,,,
Car 0,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),9.050950435470115,,0.0,
Car 1,,,,54,,arrived,arrived,19.42996588998974,,,
Car 1,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),19.42996588998974,,0.0,
Car 2,,,,37,,arrived,arrived,64.34617720005257,,,
Car 2,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),64.34617720005257,,0.0,
Car 0,56.0,308440,0,,,done,done charging,65.05095043547011,,,107.15313332298842
Car 1,78.0,67,14,,,done,done charging,97.42996588998975,,,125.67928052757931
Car 3,,,,55,,arrived,arrived,99.05606838239123,,,
Car 3,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),99.05606838239123,,0.0,
Car 2,66.0,5,10,,,done,done charging,130.34617720005258,,,148.8656500088275
Car 4,,,,37,,arrived,arrived,141.94133501475514,,,
Car 4,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),141.94133501475514,,0.0,
Car 5,,,,62,,arrived,arrived,152.15292025840137,,,
Car 5,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),152.15292025840137,,0.0,
Car 3,73.0,36,20,,,done,done charging,172.05606838239123,,,125.89942422241263
Car 6,,,,78,,arrived,arrived,183.47993548648242,,,
Car 6,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),183.47993548648242,,0.0,
Car 7,,,,73,,arrived,arrived,210.4461439913652,,,
Car 7,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),210.4461439913652,,0.0,
Car 5,73.0,61,6,,,done,done charging,225.15292025840137,,,162.72471377920127
Car 8,,,,18,,arrived,arrived,242.2497395065191,,,
Car 8,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),242.2497395065191,,0.0,
Car 4,109.0,5,10,,,done,done charging,250.94133501475514,,,148.8656500088275
Car 6,69.0,8,23,,,done,done charging,252.47993548648242,,,188.81132257370263
Car 9,,,,37,,arrived,arrived,266.0187410197432,,,
Car 9,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),266.0187410197432,,0.0,
Car 10,,,,117,,arrived,arrived,304.19132541447715,,,
Car 10,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),304.19132541447715,,0.0,
Car 11,,,,50,,arrived,arrived,305.4427808006319,,,
Car 11,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),305.4427808006319,,0.0,
Car 7,96.0,5,10,,,done,done charging,306.4461439913652,,,205.34042148922165
Car 8,74.0,36,20,,,done,done charging,316.24973950651906,,,70.15810847971497
Car 12,,,,69,,arrived,arrived,325.47115134855085,,,
Car 12,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),325.47115134855085,,0.0,
Car 10,48.0,21,8,,,done,done charging,352.19132541447715,,,46.21359923619795
Car 13,,,,46,,arrived,arrived,367.42811766897876,,,
Car 13,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),367.42811766897876,,0.0,
Car 14,,,,30,,arrived,arrived,373.3943378764209,,,
Car 14,,30,24,,,start_charge,starting to charge at Charger 24 (fid=30),373.3943378764209,,0.0,
Car 9,108.0,5,10,,,done,done charging,374.0187410197432,,,148.8656500088275
Car 15,,,,8,,arrived,arrived,383.8008284790468,,,
Car 15,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),383.8008284790468,,0.0,
Car 11,80.0,61,6,,,done,done charging,385.4427808006319,,,193.30517825222327
Car 12,69.0,308440,0,,,done,done charging,394.47115134855085,,,50.96015061371372
Car 16,,,,22,,arrived,arrived,394.6261769170499,,,
Car 16,,30,24,,,start_charge,starting to charge at Charger 24 (fid=30),394.6261769170499,,0.0,
Car 17,,,,37,,arrived,arrived,397.64599334433535,,,
Car 17,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),397.64599334433535,,0.0,
Car 18,,,,62,,arrived,arrived,409.6111274803223,,,
Car 18,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),409.6111274803223,,0.0,
Car 19,,,,51,,arrived,arrived,416.86253654742035,,,
Car 19,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),416.86253654742035,,0.0,
Car 20,,,,78,,arrived,arrived,418.5753063355752,,,
Car 20,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),418.5753063355752,,0.0,
Car 21,,,,85,,arrived,arrived,422.7949608370654,,,
Car 21,,85,17,,,start_charge,starting to charge at Charger 17 (fid=85),422.7949608370654,,0.0,
Car 22,,,,21,,arrived,arrived,427.0675342847021,,,
Car 22,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),427.0675342847021,,0.0,
Car 23,,,,51,,arrived,arrived,428.65530500144627,,,
Car 23,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),428.65530500144627,,0.0,
Car 24,,,,45,,arrived,arrived,430.84358279543625,,,
Car 24,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),430.84358279543625,,0.0,
Car 25,,,,8,,arrived,arrived,437.3765571799006,,,
Car 26,,,,49,,arrived,arrived,438.50890944611604,,,
Car 26,,28,13,,,start_charge,starting to charge at Charger 13 (fid=28),438.50890944611604,,0.0,
Car 27,,,,73,,arrived,arrived,442.34385256354386,,,
Car 27,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),442.34385256354386,,0.0,
Car 25,,,,,23,switch,"Charger 23 (fid=8) not available, trying Charger 18 (fid=65)",442.3765571799006,18,,
Car 25,,65,18,,,start_charge,starting to charge at Charger 18 (fid=65),443.9110468090179,,5.0,
Car 16,58.0,30,24,,,done,done charging,452.6261769170499,,,116.4955497381929
Car 28,,,,118,,arrived,arrived,452.8646679425735,,,
Car 28,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),452.8646679425735,,0.0,
Car 29,,,,13,,arrived,arrived,454.896009819748,,,
Car 29,,13,7,,,start_charge,starting to charge at Charger 7 (fid=13),454.896009819748,,0.0,
Car 13,89.0,67,14,,,done,done charging,456.42811766897876,,,137.5133298789513
Car 30,,,,79,,arrived,arrived,458.33480813557105,,,
Car 19,45.0,52,15,,,done,done charging,461.86253654742035,,,211.0716696199937
Car 14,89.0,30,24,,,done,done charging,462.3943378764209,,,9.642287458093893
Car 30,,,,,8,switch,"Charger 8 (fid=21) not available, trying Charger 19 (fid=21)",463.33480813557105,19,,
Car 30,,21,19,,,start_charge,starting to charge at Charger 19 (fid=21),463.6456981876232,,5.0,
Car 17,70.0,5,10,,,done,done charging,467.64599334433535,,,148.8656500088275
Car 31,,,,61,,arrived,arrived,468.96758154720186,,,
Car 32,,,,66,,arrived,arrived,471.50810754292075,,,
Car 31,,,,,6,switch,"Charger 6 (fid=61) not available, trying Charger 11 (fid=15)",473.96758154720186,11,,
Car 15,91.0,8,23,,,done,done charging,474.8008284790468,,,51.031920891441445
Car 32,,,,,6,switch,"Charger 6 (fid=61) not available, trying Charger 23 (fid=8)",476.50810754292075,23,,
Car 31,,15,11,,,start_charge,starting to charge at Charger 11 (fid=15),477.7327438836572,,5.0,
Car 21,55.0,85,17,,,done,done charging,477.7949608370654,,,123.67891029836142
Car 32,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),480.68251029284437,,5.0,
Car 33,,,,14,,arrived,arrived,483.57607019797393,,,
Car 33,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),483.57607019797393,,0.0,
Car 34,,,,11,,arrived,arrived,483.7673384983994,,,
Car 34,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),483.7673384983994,,0.0,
Car 22,60.0,21,8,,,done,done charging,487.0675342847021,,,25.89714133594584
Car 35,,,,78,,arrived,arrived,492.3575227691596,,,
Car 36,,,,55,,arrived,arrived,494.6457906433292,,,
Car 36,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),494.6457906433292,,0.0,
Car 27,55.0,5,10,,,done,done charging,497.34385256354386,,,205.34042148922165
Car 35,,,,,23,switch,"Charger 23 (fid=8) not available, trying Charger 18 (fid=65)",497.3575227691596,18,,
Car 24,67.0,61,6,,,done,done charging,497.84358279543625,,,194.00361160426093
Car 37,,,,45,,arrived,arrived,497.98601981182094,,,
Car 37,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),497.98601981182094,,0.0,
Car 23,70.0,52,15,,,done,done charging,498.65530500144627,,,211.0716696199937
Car 38,,,,83,,arrived,arrived,498.8488302226075,,,
Car 38,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),498.8488302226075,,0.0,
Car 35,,65,18,,,start_charge,starting to charge at Charger 18 (fid=65),498.89201239827685,,5.0,
Car 29,48.0,13,7,,,done,done charging,502.896009819748,,,58.65449183661068
Car 39,,,,4,,arrived,arrived,505.6555383401642,,,
Car 39,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),505.6555383401642,,0.0,
Car 40,,,,32,,arrived,arrived,507.1910625822465,,,
Car 20,89.0,8,23,,,done,done charging,507.5753063355752,,,188.81132257370263
Car 40,,,,,20,switch,"Charger 20 (fid=36) not available, trying Charger 0 (fid=308440)",512.1910625822466,0,,
Car 40,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),514.2382401597667,,5.000000000000057,
Car 41,,,,75,,arrived,arrived,515.1337118104583,,,
Car 41,,15,11,,,start_charge,starting to charge at Charger 11 (fid=15),515.1337118104583,,0.0,
Car 18,106.0,61,6,,,done,done charging,515.6111274803222,,,162.72471377920127
Car 28,66.0,21,8,,,done,done charging,518.8646679425735,,,121.79043013231306
Car 42,,,,28,,arrived,arrived,520.8239983909071,,,
Car 43,,,,85,,arrived,arrived,521.9396660237743,,,
Car 43,,85,17,,,start_charge,starting to charge at Charger 17 (fid=85),521.9396660237743,,0.0,
Car 42,,,,,20,switch,"Charger 20 (fid=36) not available, trying Charger 24 (fid=30)",525.8239983909071,24,,
Car 44,,,,21,,arrived,arrived,527.6627688913495,,,
Car 44,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),527.6627688913495,,0.0,
Car 42,,30,24,,,start_charge,starting to charge at Charger 24 (fid=30),530.2996048178,,5.0,
Car 25,87.0,65,18,,,done,done charging,530.9110468090179,,,127.82298610546863
Car 26,95.0,28,13,,,done,done charging,533.508909446116,,,117.11341014415879
Car 31,63.0,15,11,,,done,done charging,540.7327438836571,,,313.63802262672687
Car 35,46.0,65,18,,,done,done charging,544.8920123982768,,,265.6023877877298
Car 45,,,,5,,arrived,arrived,547.0839466952978,,,
Car 45,,5,10,,,start_charge,starting to charge at Charger 10 (fid=5),547.0839466952978,,0.0,
Car 36,58.0,36,20,,,done,done charging,552.6457906433292,,,125.89942422241263
Car 46,,,,80,,arrived,arrived,557.2762658934112,,,
Car 46,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),557.2762658934112,,0.0,
Car 37,62.0,61,6,,,done,done charging,559.9860198118209,,,194.00361160426093
Car 47,,,,44,,arrived,arrived,565.0873693071136,,,
Car 47,,41,12,,,start_charge,starting to charge at Charger 12 (fid=41),565.0873693071136,,0.0,
Car 30,104.0,21,19,,,done,done charging,567.6456981876232,,,166.63895586678694
Car 38,69.0,21,8,,,done,done charging,567.8488302226075,,,159.49760339089204
Car 48,,,,11,,arrived,arrived,571.5117902286871,,,
Car 48,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),571.5117902286871,,0.0,
Car 33,89.0,36,20,,,done,done charging,572.5760701979739,,,73.39350943530029
Car 49,,,,55,,arrived,arrived,574.4654226155203,,,
Car 49,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),574.4654226155203,,0.0,
Car 39,72.0,52,15,,,done,done charging,577.6555383401642,,,163.51890402824023
Car 44,52.0,21,8,,,done,done charging,579.6627688913495,,,25.89714133594584
Car 50,,,,4,,arrived,arrived,583.7667173663531,,,
Car 50,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),583.7667173663531,,0.0,
Car 51,,,,61,,arrived,arrived,585.428455773915,,,
Car 51,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),585.428455773915,,0.0,
Car 32,105.0,8,23,,,done,done charging,585.6825102928444,,,335.81183546443293
Car 40,72.0,308440,0,,,done,done charging,586.2382401597667,,,138.7101154122966
Car 41,75.0,15,11,,,done,done charging,590.1337118104583,,,87.94678521696505
Car 52,,,,15,,arrived,arrived,592.5082497344057,,,
Car 52,,,,,20,switch,"Charger 20 (fid=36) not available, trying Charger 0 (fid=308440)",597.5082497344057,0,,
Car 34,115.0,67,14,,,done,done charging,598.7673384983993,,,221.916351083907
Car 53,,,,62,,arrived,arrived,598.810490849555,,,
Car 53,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),598.810490849555,,0.0,
Car 52,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),599.5554273119259,,5.0,
Car 54,,,,57,,arrived,arrived,602.3524354228463,,,
Car 54,,,,,20,switch,"Charger 20 (fid=36) not available, trying Charger 0 (fid=308440)",607.3524354228463,0,,
Car 55,,,,68,,arrived,arrived,609.1190720796303,,,
Car 55,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),609.1190720796303,,0.0,
Car 54,,,,,0,switch,"Charger 0 (fid=308440) not available, trying Charger 21 (fid=124)",614.3996130003665,21,,
Car 54,,124,21,,,start_charge,starting to charge at Charger 21 (fid=124),615.0590690283001,,10.0,
Car 42,86.0,30,24,,,done,done charging,616.2996048178,,,143.4204728640229
Car 43,98.0,85,17,,,done,done charging,619.9396660237743,,,123.67891029836142
Car 56,,,,57,,arrived,arrived,629.3377860285483,,,
Car 50,47.0,52,15,,,done,done charging,630.7667173663531,,,163.51890402824023
Car 56,,,,,20,switch,"Charger 20 (fid=36) not available, trying Charger 0 (fid=308440)",634.3377860285483,0,,
Car 57,,,,4,,arrived,arrived,634.381556416643,,,
Car 57,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),634.381556416643,,0.0,
Car 45,90.0,5,10,,,done,done charging,637.0839466952978,,,33.65698085777709
Car 49,64.0,36,20,,,done,done charging,638.4654226155203,,,125.89942422241263
Car 58,,,,26,,arrived,arrived,640.0929513920637,,,
Car 58,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),640.0929513920637,,0.0,
Car 56,,,,,0,switch,"Charger 0 (fid=308440) not available, trying Charger 21 (fid=124)",641.3849636060685,21,,
Car 56,,124,21,,,start_charge,starting to charge at Charger 21 (fid=124),642.0444196340021,,10.0,
Car 59,,,,4,,arrived,arrived,645.8742519727688,,,
Car 59,,52,15,,,start_charge,starting to charge at Charger 15 (fid=52),645.8742519727688,,0.0,
Car 51,68.0,61,6,,,done,done charging,653.428455773915,,,73.86911372006875
Car 52,64.0,308440,0,,,done,done charging,663.5554273119259,,,195.8162493106829
Car 54,60.0,124,21,,,done,done charging,675.0590690283001,,,149.5863731251095
Car 47,111.0,41,12,,,done,done charging,676.0873693071136,,,40.82289813477239
Car 46,119.0,36,20,,,done,done charging,676.2762658934112,,,69.1676233312703
Car 60,,,,54,,arrived,arrived,678.8248507708859,,,
Car 60,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),678.8248507708859,,0.0,
Car 48,109.0,67,14,,,done,done charging,680.5117902286871,,,221.916351083907
Car 61,,,,4,,arrived,arrived,687.3723198780848,,,
Car 58,52.0,36,20,,,done,done charging,692.0929513920637,,,119.86098299664296
Car 61,,,,,15,switch,"Charger 15 (fid=52) not available, trying Charger 16 (fid=1)",692.3723198780848,16,,
Car 57,58.0,52,15,,,done,done charging,692.381556416643,,,163.51890402824023
Car 61,,1,16,,,start_charge,starting to charge at Charger 16 (fid=1),693.4177339524828,,5.0,
Car 62,,,,46,,arrived,arrived,694.7937122569496,,,
Car 62,,67,14,,,start_charge,starting to charge at Charger 14 (fid=67),694.7937122569496,,0.0,
Car 55,86.0,308440,0,,,done,done charging,695.1190720796303,,,46.13370440893304
Car 63,,,,61,,arrived,arrived,695.6621926263011,,,
Car 63,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),695.6621926263011,,0.0,
Car 64,,,,69,,arrived,arrived,701.7177219764195,,,
Car 64,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),701.7177219764195,,0.0,
Car 53,105.0,61,6,,,done,done charging,703.810490849555,,,162.72471377920127
Car 65,,,,54,,arrived,arrived,712.5286687098533,,,
Car 65,,,,,14,switch,"Charger 14 (fid=67) not available, trying Charger 20 (fid=36)",717.5286687098533,20,,
Car 65,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),720.8033842402247,,5.0,
Car 66,,,,54,,arrived,arrived,723.6401656558331,,,
Car 59,80.0,52,15,,,done,done charging,725.8742519727688,,,163.51890402824023
Car 66,,,,,14,switch,"Charger 14 (fid=67) not available, trying Charger 20 (fid=36)",728.6401656558331,20,,
Car 66,,36,20,,,start_charge,starting to charge at Charger 20 (fid=36),731.9148811862045,,5.0,
Car 60,57.0,67,14,,,done,done charging,735.8248507708859,,,125.67928052757931
Car 62,53.0,67,14,,,done,done charging,747.7937122569496,,,137.5133298789513
Car 67,,,,70,,arrived,arrived,748.4459002451787,,,
Car 67,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),748.4459002451787,,0.0,
Car 56,112.0,124,21,,,done,done charging,754.0444196340021,,,149.5863731251095
Car 68,,,,23,,arrived,arrived,758.8277312716601,,,
