car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,30,,arrived,arrived,6.189962053842947,,,
Car 0,,32,14,,,start_charge,starting to charge at Charger 14 (fid=32),6.189962053842947,,0.0,
Car 1,,,,90,,arrived,arrived,14.16288538424607,,,
Car 1,,90,6,,,start_charge,starting to charge at Charger 6 (fid=90),14.16288538424607,,0.0,
Car 1,54.0,90,6,,,done,done charging,68.16288538424607,,,57.082151352760285
Car 2,,,,32,,arrived,arrived,69.29833624814462,,,
Car 2,,32,14,,,start_charge,starting to charge at Charger 14 (fid=32),69.29833624814462,,0.0,
Car 3,,,,4,,arrived,arrived,83.76349455664086,,,
Car 3,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),83.76349455664086,,0.0,
Car 0,95.0,32,14,,,done,done charging,101.18996205384295,,,69.33223422451529
Car 4,,,,76,,arrived,arrived,123.99090574077539,,,
Car 4,,90,6,,,start_charge,starting to charge at Charger 6 (fid=90),123.99090574077539,,0.0,
Car 5,,,,66,,arrived,arrived,144.0954608691045,,,
Car 5,,66,13,,,start_charge,starting to charge at Charger 13 (fid=66),144.0954608691045,,0.0,
Car 2,80.0,32,14,,,done,done charging,149.2983362481446,,,23.814651647879145
Car 3,69.0,62,16,,,done,done charging,152.76349455664086,,,180.34159891744343
Car 4,61.0,90,6,,,done,done charging,184.9909057407754,,,78.82945008562868
Car 5,79.0,66,13,,,done,done charging,223.0954608691045,,,77.99568257902447
Car 6,,,,3,,arrived,arrived,228.0271410897485,,,
Car 6,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),228.0271410897485,,0.0,
Car 7,,,,59,,arrived,arrived,235.07730258526314,,,
Car 7,,7,8,,,start_charge,starting to charge at Charger 8 (fid=7),235.07730258526314,,0.0,
Car 8,,,,24,,arrived,arrived,253.31569054141906,,,
Car 8,,32,14,,,start_charge,starting to charge at Charger 14 (fid=32),253.31569054141906,,0.0,
Car 6,52.0,62,16,,,done,done charging,280.0271410897485,,,228.9305914929329
Car 9,,,,77,,arrived,arrived,285.9097561503263,,,
Car 9,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),285.9097561503263,,0.0,
Car 10,,,,23,,arrived,arrived,310.3598717571221,,,
Car 10,,32,14,,,start_charge,starting to charge at Charger 14 (fid=32),310.3598717571221,,0.0,
Car 11,,,,61,,arrived,arrived,316.600958606487,,,
Car 11,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),316.600958606487,,0.0,
Car 12,,,,9,,arrived,arrived,332.2008004904888,,,
Car 12,,,,,16,switch,"Charger 16 (fid=62) not available, trying Charger 12 (fid=4)",337.2008004904888,12,,
Car 7,104.0,7,8,,,done,done charging,339.07730258526317,,,114.49203245688945
Car 12,,4,12,,,start_charge,starting to charge at Charger 12 (fid=4),339.36576566356734,,5.0,
Car 8,96.0,32,14,,,done,done charging,349.31569054141903,,,100.98124988910699
Car 9,72.0,62,16,,,done,done charging,357.9097561503263,,,177.68359361784968
Car 11,46.0,62,16,,,done,done charging,362.600958606487,,,162.72471377920127
Car 13,,,,4,,arrived,arrived,366.3709975458918,,,
Car 13,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),366.3709975458918,,0.0,
Car 14,,,,5,,arrived,arrived,371.60613708115443,,,
Car 14,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),371.60613708115443,,0.0,
Car 15,,,,14,,arrived,arrived,372.864025954735,,,
Car 15,,14,9,,,start_charge,starting to charge at Charger 9 (fid=14),372.864025954735,,0.0,
Car 16,,,,81,,arrived,arrived,378.59099743797213,,,
Car 16,,307904,2,,,start_charge,starting to charge at Charger 2 (fid=307904),378.59099743797213,,0.0,
Car 10,72.0,32,14,,,done,done charging,382.3598717571221,,,113.53678816678928
Car 17,,,,77,,arrived,arrived,408.02687031257796,,,
Car 17,,62,16,,,start_charge,starting to charge at Charger 16 (fid=62),408.02687031257796,,0.0,
Car 18,,,,22,,arrived,arrived,408.3991408021394,,,
Car 18,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),408.3991408021394,,0.0,
Car 19,,,,4,,arrived,arrived,409.73520292670514,,,
Car 19,,,,,16,switch,"Charger 16 (fid=62) not available, trying Charger 2 (fid=307904)",414.73520292670514,2,,
Car 20,,,,70,,arrived,arrived,415.6485378856836,,,
Car 20,,18,15,,,start_charge,starting to charge at Charger 15 (fid=18),415.6485378856836,,0.0,
Car 12,77.0,4,12,,,done,done charging,416.36576566356734,,,272.60601734634906
Car 19,,,,,2,switch,"Charger 2 (fid=307904) not available, trying Charger 3 (fid=307905)",423.732800464864,3,,
Car 19,,307905,3,,,start_charge,starting to charge at Charger 3 (fid=307905),423.99642664642806,,10.0,
