car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,85,,arrived,arrived,5.111116083045159,,,
Car 0,,91,17,,,start_charge,starting to charge at Charger 17 (fid=91),5.111116083045159,,0.0,
Car 1,,,,75,,arrived,arrived,7.5798539190515735,,,
Car 1,,7,3,,,start_charge,starting to charge at Charger 3 (fid=7),7.5798539190515735,,0.0,
Car 2,,,,116,,arrived,arrived,13.602351562862928,,,
Car 2,,79,0,,,start_charge,starting to charge at Charger 0 (fid=79),13.602351562862928,,0.0,
Car 3,,,,54,,arrived,arrived,42.289015372296475,,,
Car 3,,57,4,,,start_charge,starting to charge at Charger 4 (fid=57),42.289015372296475,,0.0,
Car 4,,,,64,,arrived,arrived,57.737702150062965,,,
Car 4,,91,17,,,start_charge,starting to charge at Charger 17 (fid=91),57.737702150062965,,0.0,
Car 5,,,,55,,arrived,arrived,72.56385791333477,,,
Car 5,,57,4,,,start_charge,starting to charge at Charger 4 (fid=57),72.56385791333477,,0.0,
Car 6,,,,116,,arrived,arrived,74.8464590957451,,,
Car 6,,79,0,,,start_charge,starting to charge at Charger 0 (fid=79),74.8464590957451,,0.0,
Car 7,,,,23,,arrived,arrived,87.5480257663438,,,
Car 7,,43,14,,,start_charge,starting to charge at Charger 14 (fid=43),87.5480257663438,,0.0,
Car 3,52.0,57,4,,,done,done charging,94.28901537229648,,,44.57710314722751
Car 8,,,,79,,arrived,arrived,98.51210610432642,,,
Car 8,,,,,0,switch,"Charger 0 (fid=79) not available, trying Charger 11 (fid=81)",103.51210610432642,11,,
Car 8,,81,11,,,start_charge,starting to charge at Charger 11 (fid=81),104.09639343578392,,5.0,
Car 0,106.0,91,17,,,done,done charging,111.11111608304516,,,38.76000559852263
Car 9,,,,22,,arrived,arrived,119.94771234975474,,,
Car 9,,17,22,,,start_charge,starting to charge at Charger 22 (fid=17),119.94771234975474,,0.0,
Car 10,,,,59,,arrived,arrived,125.37393740643537,,,
Car 10,,7,3,,,start_charge,starting to charge at Charger 3 (fid=7),125.37393740643537,,0.0,
Car 1,119.0,7,3,,,done,done charging,126.57985391905157,,,149.4032472906447
Car 2,114.0,79,0,,,done,done charging,127.60235156286294,,,26.741466246258224
Car 11,,,,62,,arrived,arrived,131.53385053456094,,,
Car 11,,45,15,,,start_charge,starting to charge at Charger 15 (fid=45),131.53385053456094,,0.0,
Car 6,65.0,79,0,,,done,done charging,139.8464590957451,,,26.741466246258224
Car 12,,,,57,,arrived,arrived,147.18794586828858,,,
Car 12,,57,4,,,start_charge,starting to charge at Charger 4 (fid=57),147.18794586828858,,0.0,
Car 13,,,,14,,arrived,arrived,149.69896163335068,,,
Car 13,,32,10,,,start_charge,starting to charge at Charger 10 (fid=32),149.69896163335068,,0.0,
Car 4,110.0,91,17,,,done,done charging,167.73770215006297,,,138.0619281663154
Car 14,,,,37,,arrived,arrived,169.8312764179783,,,
Car 14,,63,19,,,start_charge,starting to charge at Charger 19 (fid=63),169.8312764179783,,0.0,
Car 5,102.0,57,4,,,done,done charging,174.56385791333477,,,2.8730570826434207
Car 15,,,,68,,arrived,arrived,181.19947837345086,,,
Car 15,,71,7,,,start_charge,starting to charge at Charger 7 (fid=71),181.19947837345086,,0.0,
Car 9,66.0,17,22,,,done,done charging,185.94771234975474,,,76.76344030853062
Car 16,,,,7,,arrived,arrived,194.05097756938233,,,
Car 16,,7,3,,,start_charge,starting to charge at Charger 3 (fid=7),194.05097756938233,,0.0,
Car 17,,,,57,,arrived,arrived,196.00604766019188,,,
Car 17,,57,4,,,start_charge,starting to charge at Charger 4 (fid=57),196.00604766019188,,0.0,
Car 18,,,,45,,arrived,arrived,204.45983177765743,,,
Car 18,,45,15,,,start_charge,starting to charge at Charger 15 (fid=45),204.45983177765743,,0.0,
Car 7,118.0,43,14,,,done,done charging,205.5480257663438,,,53.17523473383591
Car 10,82.0,7,3,,,done,done charging,207.37393740643537,,,112.2293636487276
Car 8,110.0,81,11,,,done,done charging,214.0963934357839,,,48.67113471040948
Car 11,96.0,45,15,,,done,done charging,227.53385053456094,,,20.05435852878955
Car 13,83.0,32,10,,,done,done charging,232.69896163335068,,,36.186427911583486
Car 15,52.0,71,7,,,done,done charging,233.19947837345086,,,15.938153719902179
Car 19,,,,51,,arrived,arrived,234.1238580246977,,,
Car 19,,50,16,,,start_charge,starting to charge at Charger 16 (fid=50),234.1238580246977,,0.0,
Car 20,,,,65,,arrived,arrived,243.7853208421331,,,
Car 20,,63,19,,,start_charge,starting to charge at Charger 19 (fid=63),243.7853208421331,,0.0,
Car 21,,,,7,,arrived,arrived,246.823855636848,,,
Car 21,,7,3,,,start_charge,starting to charge at Charger 3 (fid=7),246.823855636848,,0.0,
Car 12,102.0,57,4,,,done,done charging,249.18794586828858,,,0.0
Car 22,,,,8,,arrived,arrived,255.50140236191476,,,
Car 22,,8,13,,,start_charge,starting to charge at Charger 13 (fid=8),255.50140236191476,,0.0,
Car 14,90.0,63,19,,,done,done charging,259.8312764179783,,,80.50333211118276
Car 23,,,,16,,arrived,arrived,262.74452525049537,,,
Car 23,,15,2,,,start_charge,starting to charge at Charger 2 (fid=15),262.74452525049537,,0.0,
Car 17,76.0,57,4,,,done,done charging,272.0060476601919,,,0.0
Car 16,80.0,7,3,,,done,done charging,274.0509775693823,,,0.0
Car 20,53.0,63,19,,,done,done charging,296.7853208421331,,,46.52898052826673
Car 24,,,,37,,arrived,arrived,299.4961438242641,,,
Car 24,,63,19,,,start_charge,starting to charge at Charger 19 (fid=63),299.4961438242641,,0.0,
Car 19,69.0,50,16,,,done,done charging,303.1238580246977,,,53.28859211873921
Car 25,,,,71,,arrived,arrived,308.5282787412628,,,
Car 25,,71,7,,,start_charge,starting to charge at Charger 7 (fid=71),308.5282787412628,,0.0,
Car 18,105.0,45,15,,,done,done charging,309.4598317776574,,,0.0
Car 26,,,,26,,arrived,arrived,320.3063152288284,,,
Car 26,,26,9,,,start_charge,starting to charge at Charger 9 (fid=26),320.3063152288284,,0.0,
Car 27,,,,4,,arrived,arrived,322.6323080544452,,,
Car 27,,4,8,,,start_charge,starting to charge at Charger 8 (fid=4),322.6323080544452,,0.0,
Car 23,60.0,15,2,,,done,done charging,322.74452525049537,,,45.87318816035984
Car 21,82.0,7,3,,,done,done charging,328.823855636848,,,0.0
Car 28,,,,34,,arrived,arrived,329.85483209940435,,,
Car 28,,32,10,,,start_charge,starting to charge at Charger 10 (fid=32),329.85483209940435,,0.0,
Car 29,,,,54,,arrived,arrived,334.8921926953164,,,
Car 29,,57,4,,,start_charge,starting to charge at Charger 4 (fid=57),334.8921926953164,,0.0,
Car 30,,,,4,,arrived,arrived,337.21007771620106,,,
Car 30,,4,8,,,start_charge,starting to charge at Charger 8 (fid=4),337.21007771620106,,0.0,
Car 31,,,,46,,arrived,arrived,338.9832819328358,,,
Car 31,,41,18,,,start_charge,starting to charge at Charger 18 (fid=41),338.9832819328358,,0.0,
Car 32,,,,27,,arrived,arrived,339.65059029670994,,,
Car 32,,26,9,,,start_charge,starting to charge at Charger 9 (fid=26),339.65059029670994,,0.0,
Car 33,,,,9,,arrived,arrived,341.4780342963583,,,
Car 33,,10,12,,,start_charge,starting to charge at Charger 12 (fid=10),341.4780342963583,,0.0,
Car 22,95.0,8,13,,,done,done charging,350.50140236191476,,,0.0
Car 34,,,,44,,arrived,arrived,354.08249760027957,,,
Car 34,,41,18,,,start_charge,starting to charge at Charger 18 (fid=41),354.08249760027957,,0.0,
Car 35,,,,8,,arrived,arrived,363.8624098329466,,,
Car 35,,8,13,,,start_charge,starting to charge at Charger 13 (fid=8),363.8624098329466,,0.0,
Car 36,,,,4,,arrived,arrived,364.2852499223301,,,
Car 37,,,,39,,arrived,arrived,365.85698941281794,,,
Car 37,,50,16,,,start_charge,starting to charge at Charger 16 (fid=50),365.85698941281794,,0.0,
