car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,89,,arrived,arrived,37.374101693382116,,,
Car 0,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),37.374101693382116,,0.0,
Car 1,,,,57,,arrived,arrived,44.50721935564376,,,
Car 1,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),44.50721935564376,,0.0,
Car 2,,,,37,,arrived,arrived,107.7116139339418,,,
Car 2,,67,8,,,start_charge,starting to charge at Charger 8 (fid=67),107.7116139339418,,0.0,
Car 3,,,,49,,arrived,arrived,116.54701702662302,,,
Car 3,,27,9,,,start_charge,starting to charge at Charger 9 (fid=27),116.54701702662302,,0.0,
Car 1,105.0,36,12,,,done,done charging,149.50721935564377,,,123.37059465036907
Car 0,119.0,308108,4,,,done,done charging,156.3741016933821,,,187.95519218259676
Car 4,,,,64,,arrived,arrived,164.39391448439585,,,
Car 4,,64,6,,,start_charge,starting to charge at Charger 6 (fid=64),164.39391448439585,,0.0,
Car 5,,,,37,,arrived,arrived,175.33949979992502,,,
Car 5,,67,8,,,start_charge,starting to charge at Charger 8 (fid=67),175.33949979992502,,0.0,
Car 6,,,,73,,arrived,arrived,181.7403136970169,,,
Car 6,,9,7,,,start_charge,starting to charge at Charger 7 (fid=9),181.7403136970169,,0.0,
Car 2,77.0,67,8,,,done,done charging,184.7116139339418,,,157.82833571126804
Car 3,80.0,27,9,,,done,done charging,196.54701702662302,,,95.92553972912351
Car 7,,,,37,,arrived,arrived,207.93735926268633,,,
Car 7,,67,8,,,start_charge,starting to charge at Charger 8 (fid=67),207.93735926268633,,0.0,
Car 5,90.0,67,8,,,done,done charging,265.339499799925,,,157.82833571126804
Car 6,89.0,9,7,,,done,done charging,270.74031369701686,,,173.15604487774573
Car 4,109.0,64,6,,,done,done charging,273.39391448439585,,,56.93689578399889
Car 8,,,,3,,arrived,arrived,278.9384731882154,,,
Car 8,,9,7,,,start_charge,starting to charge at Charger 7 (fid=9),278.9384731882154,,0.0,
Car 9,,,,115,,arrived,arrived,296.60140301989884,,,
Car 9,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),296.60140301989884,,0.0,
Car 7,97.0,67,8,,,done,done charging,304.9373592626863,,,157.82833571126804
Car 10,,,,54,,arrived,arrived,306.79235787918867,,,
Car 10,,67,8,,,start_charge,starting to charge at Charger 8 (fid=67),306.79235787918867,,0.0,
Car 11,,,,115,,arrived,arrived,328.1441428669298,,,
Car 11,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),328.1441428669298,,0.0,
Car 8,67.0,9,7,,,done,done charging,345.9384731882154,,,340.50984999123835
Car 12,,,,85,,arrived,arrived,354.05402950503736,,,
Car 12,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),354.05402950503736,,0.0,
Car 13,,,,31,,arrived,arrived,360.78685137533415,,,
Car 13,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),360.78685137533415,,0.0,
Car 14,,,,72,,arrived,arrived,373.00378802783086,,,
Car 15,,,,15,,arrived,arrived,374.7943699571898,,,
Car 15,,36,12,,,start_charge,starting to charge at Charger 12 (fid=36),374.7943699571898,,0.0,
Car 16,,,,54,,arrived,arrived,376.7689419606666,,,
Car 16,,67,8,,,start_charge,starting to charge at Charger 8 (fid=67),376.7689419606666,,0.0,
Car 14,,,,,0,switch,"Charger 0 (fid=308440) not available, trying Charger 12 (fid=36)",378.00378802783086,12,,
Car 14,,,,,12,switch,"Charger 12 (fid=36) not available, trying Charger 10 (fid=116)",385.05096560535105,10,,
Car 14,,116,10,,,start_charge,starting to charge at Charger 10 (fid=116),387.07721977647293,,10.0,
Car 17,,,,34,,arrived,arrived,392.6256515541558,,,
Car 10,87.0,67,8,,,done,done charging,393.79235787918867,,,125.67928052757931
Car 18,,,,77,,arrived,arrived,394.436471275686,,,
Car 18,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),394.436471275686,,0.0,
Car 17,,,,,12,switch,"Charger 12 (fid=36) not available, trying Charger 0 (fid=308440)",397.6256515541558,0,,
Car 9,102.0,308440,0,,,done,done charging,398.60140301989884,,,57.33694120795549
Car 17,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),399.672829131676,,5.0,
Car 19,,,,73,,arrived,arrived,405.94352709774853,,,
Car 19,,9,7,,,start_charge,starting to charge at Charger 7 (fid=9),405.94352709774853,,0.0,
Car 20,,,,18,,arrived,arrived,414.9807223085131,,,
Car 20,,,,,12,switch,"Charger 12 (fid=36) not available, trying Charger 0 (fid=308440)",419.9807223085131,0,,
Car 21,,,,46,,arrived,arrived,420.10649173215205,,,
Car 21,,46,13,,,start_charge,starting to charge at Charger 13 (fid=46),420.10649173215205,,0.0,
Car 12,70.0,308108,4,,,done,done charging,424.05402950503736,,,201.56588025333605
Car 20,,,,,0,switch,"Charger 0 (fid=308440) not available, trying Charger 10 (fid=116)",427.0278998860333,10,,
Car 22,,,,21,,arrived,arrived,427.60195395301616,,,
Car 23,,,,63,,arrived,arrived,428.3260451039342,,,
Car 23,,46,13,,,start_charge,starting to charge at Charger 13 (fid=46),428.3260451039342,,0.0,
Car 20,,116,10,,,start_charge,starting to charge at Charger 10 (fid=116),429.12379666872107,,10.0,
Car 24,,,,117,,arrived,arrived,429.5762527414823,,,
Car 24,,307904,2,,,start_charge,starting to charge at Charger 2 (fid=307904),429.5762527414823,,0.0,
