car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,14,,arrived,arrived,47.60040502569978,,,
Car 0,,72,9,,,start_charge,starting to charge at Charger 9 (fid=72),47.60040502569978,,0.0,
Car 1,,,,17,,arrived,arrived,49.31724253918361,,,
Car 1,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),49.31724253918361,,0.0,
Car 2,,,,53,,arrived,arrived,75.69728897667947,,,
Car 2,,53,5,,,start_charge,starting to charge at Charger 5 (fid=53),75.69728897667947,,0.0,
Car 3,,,,77,,arrived,arrived,89.10207767585672,,,
Car 3,,62,19,,,start_charge,starting to charge at Charger 19 (fid=62),89.10207767585672,,0.0,
Car 0,55.0,72,9,,,done,done charging,102.60040502569979,,,71.55525940584869
Car 4,,,,81,,arrived,arrived,120.02710289310426,,,
Car 4,,307904,2,,,start_charge,starting to charge at Charger 2 (fid=307904),120.02710289310426,,0.0,
Car 1,78.0,308702,1,,,done,done charging,127.31724253918361,,,30.763536663362352
Car 3,47.0,62,19,,,done,done charging,136.10207767585672,,,177.68359361784968
Car 5,,,,21,,arrived,arrived,159.76911377302605,,,
Car 5,,21,8,,,start_charge,starting to charge at Charger 8 (fid=21),159.76911377302605,,0.0,
Car 2,102.0,53,5,,,done,done charging,177.6972889766795,,,67.7459990532224
Car 4,62.0,307904,2,,,done,done charging,182.02710289310426,,,124.45416328470122
Car 6,,,,51,,arrived,arrived,208.2152554238667,,,
Car 6,,53,5,,,start_charge,starting to charge at Charger 5 (fid=53),208.2152554238667,,0.0,
Car 7,,,,46,,arrived,arrived,225.58383810587358,,,
Car 7,,308702,1,,,start_charge,starting to charge at Charger 1 (fid=308702),225.58383810587358,,0.0,
Car 5,69.0,21,8,,,done,done charging,228.76911377302605,,,25.89714133594584
Car 8,,,,51,,arrived,arrived,262.3896223244305,,,
Car 8,,53,5,,,start_charge,starting to charge at Charger 5 (fid=53),262.3896223244305,,0.0,
Car 9,,,,7,,arrived,arrived,286.2083901562794,,,
Car 9,,308108,4,,,start_charge,starting to charge at Charger 4 (fid=308108),286.2083901562794,,0.0,
Car 6,101.0,53,5,,,done,done charging,309.21525542386667,,,141.05116143395506
Car 10,,,,115,,arrived,arrived,316.36188514031824,,,
Car 10,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),316.36188514031824,,0.0,
Car 7,101.0,308702,1,,,done,done charging,326.5838381058736,,,141.95031469366253
Car 8,80.0,53,5,,,done,done charging,342.3896223244305,,,141.05116143395506
Car 11,,,,37,,arrived,arrived,343.78948995732094,,,
Car 11,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),343.78948995732094,,0.0,
Car 12,,,,8,,arrived,arrived,348.1149289897562,,,
Car 12,,10,7,,,start_charge,starting to charge at Charger 7 (fid=10),348.1149289897562,,0.0,
Car 13,,,,31,,arrived,arrived,371.57909254584524,,,
Car 13,,72,9,,,start_charge,starting to charge at Charger 9 (fid=72),371.57909254584524,,0.0,
Car 14,,,,45,,arrived,arrived,375.9312632663101,,,
Car 14,,62,19,,,start_charge,starting to charge at Charger 19 (fid=62),375.9312632663101,,0.0,
Car 15,,,,4,,arrived,arrived,384.8403864699182,,,
Car 15,,62,19,,,start_charge,starting to charge at Charger 19 (fid=62),384.8403864699182,,0.0,
Car 16,,,,26,,arrived,arrived,392.2983131733166,,,
Car 16,,308440,0,,,start_charge,starting to charge at Charger 0 (fid=308440),392.2983131733166,,0.0,
Car 17,,,,56,,arrived,arrived,393.21690992989704,,,
