car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,17,,arrived,arrived,37.374101693382116,,,
Car 0,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),37.374101693382116,,0.0,
Car 1,,,,8,,arrived,arrived,44.39391448439584,,,
Car 1,,8,18,,,start_charge,starting to charge at Charger 18 (fid=8),44.39391448439584,,0.0,
Car 2,,,,77,,arrived,arrived,44.50721935564376,,,
Car 2,,40,23,,,start_charge,starting to charge at Charger 23 (fid=40),44.50721935564376,,0.0,
Car 3,,,,56,,arrived,arrived,47.7116139339418,,,
Car 3,,13,3,,,start_charge,starting to charge at Charger 3 (fid=13),47.7116139339418,,0.0,
Car 4,,,,61,,arrived,arrived,56.54701702662302,,,
Car 4,,61,10,,,start_charge,starting to charge at Charger 10 (fid=61),56.54701702662302,,0.0,
Car 5,,,,62,,arrived,arrived,61.74031369701689,,,
Car 5,,45,2,,,start_charge,starting to charge at Charger 2 (fid=45),61.74031369701689,,0.0,
Car 6,,,,56,,arrived,arrived,87.93735926268633,,,
Car 6,,13,3,,,start_charge,starting to charge at Charger 3 (fid=13),87.93735926268633,,0.0,
Car 7,,,,44,,arrived,arrived,98.93847318821545,,,
Car 7,,28,15,,,start_charge,starting to charge at Charger 15 (fid=28),98.93847318821545,,0.0,
Car 3,56.0,13,3,,,done,done charging,103.7116139339418,,,54.27852132291351
Car 8,,,,55,,arrived,arrived,115.33949979992502,,,
Car 8,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),115.33949979992502,,0.0,
Car 9,,,,73,,arrived,arrived,116.60140301989883,,,
Car 9,,73,1,,,start_charge,starting to charge at Charger 1 (fid=73),116.60140301989883,,0.0,
Car 1,74.0,8,18,,,done,done charging,118.39391448439585,,,0.0
Car 4,65.0,61,10,,,done,done charging,121.54701702662302,,,0.0
Car 10,,,,69,,arrived,arrived,126.79235787918866,,,
Car 10,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),126.79235787918866,,0.0,
Car 2,85.0,40,23,,,done,done charging,129.50721935564377,,,89.25774207314022
Car 0,96.0,32,13,,,done,done charging,133.3741016933821,,,46.31915726783275
Car 5,72.0,45,2,,,done,done charging,133.7403136970169,,,20.05435852878955
Car 11,,,,57,,arrived,arrived,134.79436995718982,,,
Car 11,,13,3,,,start_charge,starting to charge at Charger 3 (fid=13),134.79436995718982,,0.0,
Car 12,,,,35,,arrived,arrived,148.14414286692983,,,
Car 12,,33,20,,,start_charge,starting to charge at Charger 20 (fid=33),148.14414286692983,,0.0,
Car 13,,,,77,,arrived,arrived,152.6256515541558,,,
Car 13,,40,23,,,start_charge,starting to charge at Charger 23 (fid=40),152.6256515541558,,0.0,
Car 14,,,,81,,arrived,arrived,174.05402950503736,,,
Car 14,,12,9,,,start_charge,starting to charge at Charger 9 (fid=12),174.05402950503736,,0.0,
Car 9,61.0,73,1,,,done,done charging,177.60140301989884,,,0.0
Car 15,,,,11,,arrived,arrived,180.78685137533412,,,
Car 15,,45,2,,,start_charge,starting to charge at Charger 2 (fid=45),180.78685137533412,,0.0,
Car 6,101.0,13,3,,,done,done charging,188.93735926268633,,,54.27852132291351
Car 16,,,,8,,arrived,arrived,193.0037880278309,,,
Car 16,,8,18,,,start_charge,starting to charge at Charger 18 (fid=8),193.0037880278309,,0.0,
Car 17,,,,70,,arrived,arrived,196.7689419606666,,,
Car 17,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 13 (fid=32)",201.7689419606666,13,,
Car 17,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),201.83090505598835,,5.0,
Car 7,107.0,28,15,,,done,done charging,205.93847318821545,,,48.77671658690633
Car 11,73.0,13,3,,,done,done charging,207.79436995718982,,,58.3564462420549
Car 8,93.0,31,6,,,done,done charging,208.33949979992502,,,58.28024794902319
Car 13,56.0,40,23,,,done,done charging,208.6256515541558,,,89.25774207314022
Car 12,62.0,33,20,,,done,done charging,210.14414286692983,,,11.159602591496519
Car 10,84.0,31,6,,,done,done charging,210.79235787918867,,,34.63788118518506
Car 18,,,,33,,arrived,arrived,214.43647127568605,,,
Car 18,,27,7,,,start_charge,starting to charge at Charger 7 (fid=27),214.43647127568605,,0.0,
Car 19,,,,30,,arrived,arrived,234.98072230851312,,,
Car 19,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),234.98072230851312,,0.0,
Car 20,,,,70,,arrived,arrived,248.32604510393418,,,
Car 20,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),248.32604510393418,,0.0,
Car 21,,,,71,,arrived,arrived,249.5762527414823,,,
Car 14,78.0,12,9,,,done,done charging,252.05402950503736,,,92.17673678863358
Car 21,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 13 (fid=32)",254.5762527414823,13,,
Car 21,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),254.63821583680405,,5.0,
Car 15,85.0,45,2,,,done,done charging,265.7868513753341,,,54.80319715125843
Car 22,,,,4,,arrived,arrived,277.047151227967,,,
Car 22,,63,8,,,start_charge,starting to charge at Charger 8 (fid=63),277.047151227967,,0.0,
Car 17,76.0,32,13,,,done,done charging,277.83090505598835,,,33.04035449263749
Car 23,,,,7,,arrived,arrived,285.94352709774853,,,
Car 23,,7,11,,,start_charge,starting to charge at Charger 11 (fid=7),285.94352709774853,,0.0,
Car 24,,,,38,,arrived,arrived,287.82881948587226,,,
Car 24,,63,8,,,start_charge,starting to charge at Charger 8 (fid=63),287.82881948587226,,0.0,
Car 25,,,,1,,arrived,arrived,300.10649173215205,,,
Car 25,,7,11,,,start_charge,starting to charge at Charger 11 (fid=7),300.10649173215205,,0.0,
Car 21,51.0,32,13,,,done,done charging,305.6382158368041,,,29.248922048492695
Car 16,113.0,8,18,,,done,done charging,306.00378802783086,,,0.0
Car 26,,,,65,,arrived,arrived,307.60195395301616,,,
Car 19,76.0,31,6,,,done,done charging,310.9807223085131,,,5.412631245533699
Car 27,,,,60,,arrived,arrived,312.56738294970705,,,
Car 27,,45,2,,,start_charge,starting to charge at Charger 2 (fid=45),312.56738294970705,,0.0,
Car 26,,,,,8,switch,"Charger 8 (fid=63) not available, trying Charger 18 (fid=8)",312.60195395301616,18,,
Car 28,,,,12,,arrived,arrived,312.92887015348396,,,
Car 28,,12,9,,,start_charge,starting to charge at Charger 9 (fid=12),312.92887015348396,,0.0,
Car 26,,8,18,,,start_charge,starting to charge at Charger 18 (fid=8),313.0548284882294,,5.0,
Car 18,99.0,27,7,,,done,done charging,313.436471275686,,,11.506014166488136
Car 29,,,,73,,arrived,arrived,317.3583100648156,,,
Car 29,,73,1,,,start_charge,starting to charge at Charger 1 (fid=73),317.3583100648156,,0.0,
Car 30,,,,30,,arrived,arrived,332.35340813224866,,,
Car 30,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),332.35340813224866,,0.0,
Car 23,57.0,7,11,,,done,done charging,342.94352709774853,,,0.0
Car 31,,,,58,,arrived,arrived,352.2842846834569,,,
Car 31,,58,22,,,start_charge,starting to charge at Charger 22 (fid=58),352.2842846834569,,0.0,
Car 32,,,,7,,arrived,arrived,352.3444659262081,,,
Car 32,,7,11,,,start_charge,starting to charge at Charger 11 (fid=7),352.3444659262081,,0.0,
Car 20,108.0,31,6,,,done,done charging,356.3260451039342,,,29.97077416416114
Car 33,,,,11,,arrived,arrived,357.688679337005,,,
Car 33,,45,2,,,start_charge,starting to charge at Charger 2 (fid=45),357.688679337005,,0.0,
Car 22,81.0,63,8,,,done,done charging,358.047151227967,,,54.8181167954453
Car 34,,,,67,,arrived,arrived,358.9452665295555,,,
Car 34,,67,0,,,start_charge,starting to charge at Charger 0 (fid=67),358.9452665295555,,0.0,
Car 35,,,,4,,arrived,arrived,360.2029871624614,,,
Car 36,,,,75,,arrived,arrived,361.3719337951632,,,
Car 36,,58,22,,,start_charge,starting to charge at Charger 22 (fid=58),361.3719337951632,,0.0,
Car 37,,,,4,,arrived,arrived,363.4200557721474,,,
Car 38,,,,5,,arrived,arrived,363.9083828025406,,,
Car 38,,5,26,,,start_charge,starting to charge at Charger 26 (fid=5),363.9083828025406,,0.0,
Car 29,47.0,73,1,,,done,done charging,364.3583100648156,,,0.0
Car 35,,,,,2,switch,"Charger 2 (fid=45) not available, trying Charger 17 (fid=51)",365.2029871624614,17,,
Car 35,,51,17,,,start_charge,starting to charge at Charger 17 (fid=51),367.3301251197376,,5.0,
Car 37,,,,,2,switch,"Charger 2 (fid=45) not available, trying Charger 17 (fid=51)",368.4200557721474,17,,
Car 39,,,,83,,arrived,arrived,368.7421145724409,,,
Car 39,,83,14,,,start_charge,starting to charge at Charger 14 (fid=83),368.7421145724409,,0.0,
Car 40,,,,90,,arrived,arrived,369.95736342778474,,,
Car 40,,88,12,,,start_charge,starting to charge at Charger 12 (fid=88),369.95736342778474,,0.0,
Car 37,,51,17,,,start_charge,starting to charge at Charger 17 (fid=51),370.5471937294236,,5.0,
Car 41,,,,23,,arrived,arrived,372.28677087202755,,,
Car 41,,23,28,,,start_charge,starting to charge at Charger 28 (fid=23),372.28677087202755,,0.0,
Car 24,85.0,63,8,,,done,done charging,372.82881948587226,,,106.31646304312761
Car 27,61.0,45,2,,,done,done charging,373.56738294970705,,,49.278434593652825
Car 42,,,,10,,arrived,arrived,377.92733387123207,,,
Car 42,,10,5,,,start_charge,starting to charge at Charger 5 (fid=10),377.92733387123207,,0.0,
Car 43,,,,37,,arrived,arrived,378.0815460461678,,,
Car 43,,73,1,,,start_charge,starting to charge at Charger 1 (fid=73),378.0815460461678,,0.0,
Car 44,,,,14,,arrived,arrived,378.59747589618775,,,
Car 44,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),378.59747589618775,,0.0,
Car 45,,,,73,,arrived,arrived,378.94758635078665,,,
Car 45,,73,1,,,start_charge,starting to charge at Charger 1 (fid=73),378.94758635078665,,0.0,
Car 46,,,,30,,arrived,arrived,380.27381169767193,,,
Car 47,,,,63,,arrived,arrived,381.67139608334304,,,
Car 47,,63,8,,,start_charge,starting to charge at Charger 8 (fid=63),381.67139608334304,,0.0,
Car 46,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 13 (fid=32)",385.27381169767193,13,,
Car 46,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),385.3357747929937,,5.0,
Car 48,,,,46,,arrived,arrived,388.8447111978023,,,
Car 48,,17,25,,,start_charge,starting to charge at Charger 25 (fid=17),388.8447111978023,,0.0,
Car 49,,,,77,,arrived,arrived,388.87310317421185,,,
Car 49,,40,23,,,start_charge,starting to charge at Charger 23 (fid=40),388.87310317421185,,0.0,
Car 26,81.0,8,18,,,done,done charging,394.0548284882294,,,76.93727045459511
Car 50,,,,37,,arrived,arrived,396.18659984445924,,,
Car 51,,,,22,,arrived,arrived,400.6698286350355,,,
Car 51,,13,3,,,start_charge,starting to charge at Charger 3 (fid=13),400.6698286350355,,0.0,
Car 52,,,,61,,arrived,arrived,400.6760549728615,,,
Car 52,,61,10,,,start_charge,starting to charge at Charger 10 (fid=61),400.6760549728615,,0.0,
Car 50,,,,,1,switch,"Charger 1 (fid=73) not available, trying Charger 8 (fid=63)",401.18659984445924,8,,
Car 53,,,,46,,arrived,arrived,401.4385164664145,,,
Car 53,,17,25,,,start_charge,starting to charge at Charger 25 (fid=17),401.4385164664145,,0.0,
Car 50,,63,8,,,start_charge,starting to charge at Charger 8 (fid=63),401.9968324516248,,5.0,
Car 54,,,,55,,arrived,arrived,402.2801480484546,,,
Car 54,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 3 (fid=13)",407.2801480484546,3,,
Car 54,,13,3,,,start_charge,starting to charge at Charger 3 (fid=13),408.6244560216494,,5.0,
Car 55,,,,61,,arrived,arrived,409.11108447882424,,,
Car 55,,61,10,,,start_charge,starting to charge at Charger 10 (fid=61),409.11108447882424,,0.0,
Car 56,,,,10,,arrived,arrived,413.6245006545887,,,
Car 56,,10,5,,,start_charge,starting to charge at Charger 5 (fid=10),413.6245006545887,,0.0,
Car 28,101.0,12,9,,,done,done charging,413.92887015348396,,,0.0
Car 25,116.0,7,11,,,done,done charging,416.10649173215205,,,78.73716948175102
Car 57,,,,68,,arrived,arrived,416.4585600652799,,,
Car 57,,23,28,,,start_charge,starting to charge at Charger 28 (fid=23),416.4585600652799,,0.0,
Car 58,,,,115,,arrived,arrived,417.99385873903174,,,
Car 59,,,,21,,arrived,arrived,418.5059737886541,,,
Car 59,,12,9,,,start_charge,starting to charge at Charger 9 (fid=12),418.5059737886541,,0.0,
Car 41,47.0,23,28,,,done,done charging,419.28677087202755,,,0.0
Car 58,,23,28,,,start_charge,starting to charge at Charger 28 (fid=23),419.28677087202755,,1.2929121329958093,
Car 60,,,,51,,arrived,arrived,420.5447032091717,,,
Car 61,,,,40,,arrived,arrived,421.0840521227118,,,
Car 61,,40,23,,,start_charge,starting to charge at Charger 23 (fid=40),421.0840521227118,,0.0,
Car 62,,,,18,,arrived,arrived,422.19789479656964,,,
Car 63,,,,34,,arrived,arrived,422.8036271219365,,,
Car 63,,33,20,,,start_charge,starting to charge at Charger 20 (fid=33),422.8036271219365,,0.0,
Car 33,66.0,45,2,,,done,done charging,423.688679337005,,,54.80319715125843
Car 38,60.0,5,26,,,done,done charging,423.9083828025406,,,0.0
Car 44,46.0,31,6,,,done,done charging,424.59747589618775,,,33.63526893009036
Car 62,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),424.59747589618775,,2.3995810996181035,
Car 64,,,,37,,arrived,arrived,424.6917739332344,,,
Car 65,,,,37,,arrived,arrived,425.4707918503061,,,
Car 60,,,,,17,switch,"Charger 17 (fid=51) not available, trying Charger 21 (fid=53)",425.5447032091717,21,,
Car 60,,53,21,,,start_charge,starting to charge at Charger 21 (fid=53),426.1720750362027,,5.0,
Car 66,,,,80,,arrived,arrived,426.48317214389,,,
Car 66,,25,27,,,start_charge,starting to charge at Charger 27 (fid=25),426.48317214389,,0.0,
Car 67,,,,62,,arrived,arrived,428.93208267739493,,,
Car 67,,45,2,,,start_charge,starting to charge at Charger 2 (fid=45),428.93208267739493,,0.0,
Car 68,,,,37,,arrived,arrived,429.69176786547695,,,
Car 64,,,,,1,switch,"Charger 1 (fid=73) not available, trying Charger 8 (fid=63)",429.6917739332344,8,,
Car 39,61.0,83,14,,,done,done charging,429.7421145724409,,,0.0
Car 65,,,,,1,switch,"Charger 1 (fid=73) not available, trying Charger 8 (fid=63)",430.4707918503061,8,,
Car 69,,,,84,,arrived,arrived,430.6486665302993,,,
Car 69,,82,24,,,start_charge,starting to charge at Charger 24 (fid=82),430.6486665302993,,0.0,
Car 70,,,,38,,arrived,arrived,430.8551692770629,,,
Car 30,99.0,31,6,,,done,done charging,431.35340813224866,,,5.412631245533699
Car 71,,,,15,,arrived,arrived,431.7913002307805,,,
Car 71,,33,20,,,start_charge,starting to charge at Charger 20 (fid=33),431.7913002307805,,0.0,
Car 68,,,,,1,switch,"Charger 1 (fid=73) not available, trying Charger 8 (fid=63)",434.69176786547695,8,,
Car 64,,,,,8,switch,"Charger 8 (fid=63) not available, trying Charger 18 (fid=8)",435.5020065404,18,,
Car 70,,,,,8,switch,"Charger 8 (fid=63) not available, trying Charger 19 (fid=24)",435.8551692770629,19,,
