car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,6,,arrived,arrived,0.38610324486739955,,,
Car 0,,36,8,,,start_charge,starting to charge at Charger 8 (fid=36),0.38610324486739955,,0.0,
Car 1,,,,63,,arrived,arrived,8.312364750867314,,,
Car 1,,65,7,,,start_charge,starting to charge at Charger 7 (fid=65),8.312364750867314,,0.0,
Car 2,,,,82,,arrived,arrived,22.398715883702522,,,
Car 2,,84,24,,,start_charge,starting to charge at Charger 24 (fid=84),22.398715883702522,,0.0,
Car 3,,,,41,,arrived,arrived,27.780441468901287,,,
Car 3,,41,28,,,start_charge,starting to charge at Charger 28 (fid=41),27.780441468901287,,0.0,
Car 4,,,,7,,arrived,arrived,51.99371099918048,,,
Car 4,,74,0,,,start_charge,starting to charge at Charger 0 (fid=74),51.99371099918048,,0.0,
Car 5,,,,14,,arrived,arrived,64.84887883098006,,,
Car 5,,14,5,,,start_charge,starting to charge at Charger 5 (fid=14),64.84887883098006,,0.0,
Car 3,55.0,41,28,,,done,done charging,82.78044146890129,,,0.0
Car 6,,,,61,,arrived,arrived,90.1669248031325,,,
Car 6,,61,22,,,start_charge,starting to charge at Charger 22 (fid=61),90.1669248031325,,0.0,
Car 7,,,,70,,arrived,arrived,93.25622809069716,,,
Car 7,,68,12,,,start_charge,starting to charge at Charger 12 (fid=68),93.25622809069716,,0.0,
Car 8,,,,53,,arrived,arrived,96.99900256101711,,,
Car 8,,1,1,,,start_charge,starting to charge at Charger 1 (fid=1),96.99900256101711,,0.0,
Car 0,104.0,36,8,,,done,done charging,104.3861032448674,,,90.34501231390826
Car 9,,,,60,,arrived,arrived,113.89787820191628,,,
Car 9,,40,15,,,start_charge,starting to charge at Charger 15 (fid=40),113.89787820191628,,0.0,
Car 1,113.0,65,7,,,done,done charging,121.31236475086732,,,46.52898052826673
Car 10,,,,71,,arrived,arrived,122.4537459290887,,,
Car 10,,68,12,,,start_charge,starting to charge at Charger 12 (fid=68),122.4537459290887,,0.0,
Car 2,106.0,84,24,,,done,done charging,128.39871588370252,,,13.796178963768313
Car 4,88.0,74,0,,,done,done charging,139.99371099918048,,,70.67846298554684
Car 11,,,,70,,arrived,arrived,142.74117626372615,,,
Car 12,,,,90,,arrived,arrived,147.12125522700154,,,
Car 12,,89,9,,,start_charge,starting to charge at Charger 9 (fid=89),147.12125522700154,,0.0,
Car 11,,,,,12,switch,"Charger 12 (fid=68) not available, trying Charger 16 (fid=19)",147.74117626372615,16,,
Car 11,,19,16,,,start_charge,starting to charge at Charger 16 (fid=19),147.87080597260703,,5.0,
Car 13,,,,70,,arrived,arrived,162.20882353762482,,,
Car 14,,,,15,,arrived,arrived,163.50392211493255,,,
Car 14,,36,8,,,start_charge,starting to charge at Charger 8 (fid=36),163.50392211493255,,0.0,
Car 13,,,,,12,switch,"Charger 12 (fid=68) not available, trying Charger 16 (fid=19)",167.20882353762482,16,,
Car 13,,19,16,,,start_charge,starting to charge at Charger 16 (fid=19),167.3384532465057,,5.0,
Car 10,46.0,68,12,,,done,done charging,168.4537459290887,,,15.938153719902179
Car 5,106.0,14,5,,,done,done charging,170.84887883098006,,,0.0
Car 9,59.0,40,15,,,done,done charging,172.89787820191628,,,83.60540020832796
Car 15,,,,87,,arrived,arrived,186.65685167868088,,,
Car 15,,89,9,,,start_charge,starting to charge at Charger 9 (fid=89),186.65685167868088,,0.0,
Car 16,,,,54,,arrived,arrived,189.42942969579755,,,
Car 16,,54,18,,,start_charge,starting to charge at Charger 18 (fid=54),189.42942969579755,,0.0,
Car 17,,,,5,,arrived,arrived,194.28073214799196,,,
Car 17,,4,25,,,start_charge,starting to charge at Charger 25 (fid=4),194.28073214799196,,0.0,
Car 7,107.0,68,12,,,done,done charging,200.25622809069716,,,10.715066215369578
Car 12,55.0,89,9,,,done,done charging,202.12125522700154,,,20.770378162168914
Car 6,113.0,61,22,,,done,done charging,203.1669248031325,,,0.0
Car 8,113.0,1,1,,,done,done charging,209.9990025610171,,,146.28392654352015
Car 18,,,,37,,arrived,arrived,210.37614310013893,,,
Car 18,,37,23,,,start_charge,starting to charge at Charger 23 (fid=37),210.37614310013893,,0.0,
Car 15,45.0,89,9,,,done,done charging,231.65685167868088,,,5.964109489270696
