car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 163,,,,77,,arrived,,arrived,13.0,,,
Car 163,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),13.0,,0.0,
Car 200,,,,13,,arrived,,arrived,15.0,,,
Car 200,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),15.0,,0.0,
Car 49,,,,37,,arrived,,arrived,21.0,,,
Car 49,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),21.0,,0.0,
Car 149,,,,90,,arrived,,arrived,24.0,,,
Car 149,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),24.0,,0.0,
Car 27,,,,27,,arrived,,arrived,26.0,,,
Car 27,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),26.0,,0.0,
Car 183,,,,32,,arrived,,arrived,59.0,,,
Car 183,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),59.0,,0.0,
Car 91,,,,37,,arrived,,arrived,72.0,,,
Car 91,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),72.0,,0.0,
Car 162,,,,2,,arrived,,arrived,77.0,,,
Car 162,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),77.0,,0.0,
Car 14,,,,50,,arrived,,arrived,81.0,,,
Car 14,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),81.0,,0.0,
Car 163,71.0,60,6,,,done,,done charging,84.0,,,43.698525833242314
Car 174,,,,67,,arrived,,arrived,95.0,,,
Car 174,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),95.0,,0.0,
Car 22,,,,68,,arrived,,arrived,102.0,,,
Car 183,45.0,308440,0,,,done,,done charging,104.0,,,65.87365926527472
Car 22,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),104.0,,2.0,
Car 172,,,,53,,arrived,,arrived,113.0,,,
Car 111,,,,8,,arrived,,arrived,117.0,,,
Car 172,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 6 (fid=60)",118.0,6,,
Car 20,,,,15,,arrived,,arrived,120.0,,,
Car 172,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),121.00680701860658,,5.0,
Car 17,,,,56,,arrived,,arrived,122.0,,,
Car 111,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 6 (fid=60)",122.0,6,,
Car 112,,,,45,,arrived,,arrived,124.0,,,
Car 49,103.0,73,5,,,done,,done charging,124.0,,,52.18342097829892
Car 20,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",125.0,3,,
Car 14,46.0,60,6,,,done,,done charging,127.0,,,96.01273230670698
Car 17,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",127.0,1,,
Car 112,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),127.0,,3.0,
Car 20,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),127.8588498683722,,5.0,
Car 111,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 1 (fid=308702)",129.27008140497065,1,,
Car 200,115.0,308702,1,,,done,,done charging,130.0,,,73.06235176202703
Car 17,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),130.0,,5.778655807430539,
