car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 86,,,,31,,arrived,,arrived,8.0,,,
Car 86,,31,8,,,start_charge,,starting to charge at Charger 8 (fid=31),8.0,,0.0,
Car 58,,,,16,,arrived,,arrived,15.0,,,
Car 58,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),15.0,,0.0,
Car 170,,,,4,,arrived,,arrived,29.0,,,
Car 170,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),29.0,,0.0,
Car 162,,,,77,,arrived,,arrived,31.0,,,
Car 162,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),31.0,,0.0,
Car 52,,,,77,,arrived,,arrived,49.0,,,
Car 96,,,,10,,arrived,,arrived,49.0,,,
Car 96,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),49.0,,0.0,
Car 194,,,,73,,arrived,,arrived,50.0,,,
Car 194,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),50.0,,0.0,
Car 52,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 3 (fid=307905)",54.0,3,,
Car 52,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),56.224325873734955,,5.0,
Car 166,,,,2,,arrived,,arrived,62.0,,,
Car 166,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),62.0,,0.0,
Car 192,,,,46,,arrived,,arrived,67.0,,,
Car 192,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),67.0,,0.0,
Car 18,,,,4,,arrived,,arrived,81.0,,,
Car 162,50.0,60,6,,,done,,done charging,81.0,,,43.698525833242314
Car 18,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),81.0,,0.0,
Car 124,,,,30,,arrived,,arrived,92.0,,,
Car 124,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),92.0,,0.0,
Car 220,,,,55,,arrived,,arrived,99.0,,,
Car 220,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",104.0,1,,
Car 73,,,,52,,arrived,,arrived,106.0,,,
Car 73,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),106.0,,0.0,
Car 220,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),106.22134419256946,,5.0,
Car 96,58.0,73,5,,,done,,done charging,107.0,,,81.59070857031476
Car 170,83.0,60,6,,,done,,done charging,112.0,,,59.80497675779154
Car 150,,,,79,,arrived,,arrived,113.0,,,
Car 150,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",118.0,2,,
Car 150,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),118.03316318654132,,5.0,
Car 197,,,,73,,arrived,,arrived,119.0,,,
Car 197,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),119.0,,0.0,
Car 58,107.0,308440,0,,,done,,done charging,122.0,,,120.70032154058093
Car 179,,,,60,,arrived,,arrived,123.0,,,
Car 179,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),123.0,,0.0,
Car 86,116.0,31,8,,,done,,done charging,124.0,,,0.0
Car 166,64.0,308108,4,,,done,,done charging,126.0,,,50.608860973177485
Car 126,,,,65,,arrived,,arrived,137.0,,,
Car 126,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 1 (fid=308702)",142.0,1,,
Car 35,,,,73,,arrived,,arrived,145.0,,,
Car 231,,,,77,,arrived,,arrived,149.0,,,
Car 126,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 7 (fid=30)",149.33625344304474,7,,
Car 126,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),149.95037471539953,,10.0,
Car 35,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 6 (fid=60)",150.0,6,,
Car 194,102.0,73,5,,,done,,done charging,152.0,,,0.0
Car 98,,,,53,,arrived,,arrived,153.0,,,
Car 98,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),153.0,,0.0,
Car 231,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 3 (fid=307905)",154.0,3,,
Car 39,,,,54,,arrived,,arrived,157.0,,,
Car 35,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 1 (fid=308702)",157.27008140497065,1,,
Car 231,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 2 (fid=307904)",161.22432587373495,2,,
Car 39,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 0 (fid=308440)",162.0,0,,
Car 52,107.0,307905,3,,,done,,done charging,163.22432587373495,,,155.78893327835206
Car 39,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),164.22134419256946,,5.0,
Car 26,,,,81,,arrived,,arrived,166.0,,,
Car 18,85.0,60,6,,,done,,done charging,166.0,,,59.80497675779154
Car 26,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),166.0,,0.0,
Car 35,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 7 (fid=30)",166.0964198936251,7,,
Car 231,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 4 (fid=308108)",166.25748906027627,4,,
Car 35,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),166.7105411659799,,15.0,
Car 150,50.0,307904,2,,,done,,done charging,168.03316318654132,,,120.24542890270686
Car 220,62.0,308702,1,,,done,,done charging,168.22134419256946,,,119.22275984054737
Car 231,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 5 (fid=73)",172.93575388331743,5,,
Car 196,,,,34,,arrived,,arrived,175.0,,,
Car 231,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),178.1573119196901,,20.0,
Car 192,113.0,308702,1,,,done,,done charging,180.0,,,58.41695935261943
Car 196,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",180.0,3,,
Car 195,,,,26,,arrived,,arrived,185.0,,,
Car 173,,,,17,,arrived,,arrived,186.0,,,
Car 10,,,,42,,arrived,,arrived,187.0,,,
Car 10,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),187.0,,0.0,
Car 196,,,,,3,switch,,"Charger 3 (fid=307905) not available, trying Charger 1 (fid=308702)",187.8588498683722,1,,
Car 195,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",190.0,3,,
Car 173,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 6 (fid=60)",191.0,6,,
Car 200,,,,44,,arrived,,arrived,192.0,,,
Car 200,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),192.0,,0.0,
