car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 74,,,,37,,arrived,,arrived,2.0,,,
Car 170,,,,77,,arrived,,arrived,2.0,,,
Car 74,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),2.0,,0.0,
Car 170,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),2.0,,0.0,
Car 95,,,,48,,arrived,,arrived,6.0,,,
Car 95,,30,7,,,start_charge,,starting to charge at Charger 7 (fid=30),6.0,,0.0,
Car 71,,,,29,,arrived,,arrived,7.0,,,
Car 71,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),7.0,,0.0,
Car 187,,,,77,,arrived,,arrived,13.0,,,
Car 187,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),13.0,,0.0,
Car 177,,,,56,,arrived,,arrived,21.0,,,
Car 177,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),21.0,,0.0,
Car 127,,,,15,,arrived,,arrived,24.0,,,
Car 127,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),24.0,,0.0,
Car 57,,,,2,,arrived,,arrived,31.0,,,
Car 57,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),31.0,,0.0,
Car 45,,,,63,,arrived,,arrived,34.0,,,
Car 45,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),34.0,,0.0,
Car 56,,,,124,,arrived,,arrived,37.0,,,
Car 33,,,,37,,arrived,,arrived,39.0,,,
Car 56,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",42.0,1,,
Car 33,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 1 (fid=308702)",44.0,1,,
Car 56,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),44.22134419256946,,5.0,
Car 33,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),46.33625344304473,,5.0,
Car 217,,,,83,,arrived,,arrived,49.0,,,
Car 170,50.0,60,6,,,done,,done charging,52.0,,,43.698525833242314
Car 217,,,,,4,switch,,"Charger 4 (fid=308108) not available, trying Charger 2 (fid=307904)",54.0,2,,
Car 217,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),55.67826482304117,,5.0,
Car 1,,,,27,,arrived,,arrived,57.0,,,
Car 136,,,,80,,arrived,,arrived,59.0,,,
Car 209,,,,63,,arrived,,arrived,62.0,,,
Car 1,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 3 (fid=307905)",62.0,3,,
