car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 29,,,,49,,arrived,arrived,1.0,,
Car 29,,49,19,,,start_charge,starting to charge at Charger 19 (fid=49),1.0,,
Car 98,,,,24,,arrived,arrived,14.0,,
Car 98,,48,2,,,start_charge,starting to charge at Charger 2 (fid=48),14.0,,
Car 79,,,,52,,arrived,arrived,17.0,,
Car 79,,1,7,,,start_charge,starting to charge at Charger 7 (fid=1),17.0,,
Car 28,,,,43,,arrived,arrived,37.0,,
Car 28,,43,13,,,start_charge,starting to charge at Charger 13 (fid=43),37.0,,
Car 33,,,,43,,arrived,arrived,52.0,,
Car 33,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",53.0,19,
Car 33,,,,,19,switch,"Charger 19 (fid=49) not available, trying Charger 2 (fid=48)",54.47209914291606,2,
Car 33,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 8 (fid=44)",56.201792176751525,8,
Car 33,,44,8,,,start_charge,starting to charge at Charger 8 (fid=44),57.42511123446184,,
Car 40,,,,6,,arrived,arrived,60.0,,
Car 40,,6,17,,,start_charge,starting to charge at Charger 17 (fid=6),60.0,,
Car 21,,,,13,,arrived,arrived,70.0,,
Car 21,,124,10,,,start_charge,starting to charge at Charger 10 (fid=124),70.0,,
Car 71,,,,69,,arrived,arrived,73.0,,
Car 71,,,,,10,switch,"Charger 10 (fid=124) not available, trying Charger 24 (fid=21)",74.0,24,
Car 71,,21,24,,,start_charge,starting to charge at Charger 24 (fid=21),74.81344472334949,,
Car 23,,,,82,,arrived,arrived,88.0,,
Car 29,87.0,49,19,,,done,done charging,88.0,,20.056916709042437
Car 23,,90,16,,,start_charge,starting to charge at Charger 16 (fid=90),88.0,,
Car 79,86.0,1,7,,,done,done charging,103.0,,87.08299239735348
Car 0,,,,12,,arrived,arrived,105.0,,
Car 0,,1,7,,,start_charge,starting to charge at Charger 7 (fid=1),105.0,,
Car 33,52.0,44,8,,,done,done charging,109.42511123446184,,111.42916672769506
Car 19,,,,31,,arrived,arrived,110.0,,
Car 98,96.0,48,2,,,done,done charging,110.0,,146.37470229315514
Car 19,,18,4,,,start_charge,starting to charge at Charger 4 (fid=18),110.0,,
Car 93,,,,26,,arrived,arrived,118.0,,
Car 93,,48,2,,,start_charge,starting to charge at Charger 2 (fid=48),118.0,,
Car 43,,,,51,,arrived,arrived,124.0,,
Car 43,,60,0,,,start_charge,starting to charge at Charger 0 (fid=60),124.0,,
Car 64,,,,80,,arrived,arrived,131.0,,
Car 64,,35,3,,,start_charge,starting to charge at Charger 3 (fid=35),131.0,,
Car 48,,,,47,,arrived,arrived,134.0,,
Car 48,,44,8,,,start_charge,starting to charge at Charger 8 (fid=44),134.0,,
Car 40,78.0,6,17,,,done,done charging,138.0,,40.40120345556577
Car 16,,,,45,,arrived,arrived,140.0,,
Car 16,,,,,0,switch,"Charger 0 (fid=60) not available, trying Charger 12 (fid=11)",141.0,12,
Car 16,,11,12,,,start_charge,starting to charge at Charger 12 (fid=11),142.91786774427626,,
Car 71,76.0,21,24,,,done,done charging,150.8134447233495,,63.787408941858764
Car 85,,,,32,,arrived,arrived,152.0,,
Car 85,,,,,2,switch,"Charger 2 (fid=48) not available, trying Charger 13 (fid=43)",153.0,13,
Car 85,,,,,13,switch,"Charger 13 (fid=43) not available, trying Charger 19 (fid=49)",154.49241424062325,19,
Car 85,,49,19,,,start_charge,starting to charge at Charger 19 (fid=49),154.9645133835393,,
Car 28,118.0,43,13,,,done,done charging,155.0,,19.560535130328496
Car 19,50.0,18,4,,,done,done charging,160.0,,36.367493649220705
Car 75,,,,8,,arrived,arrived,172.0,,
Car 75,,65,9,,,start_charge,starting to charge at Charger 9 (fid=65),172.0,,
Car 43,51.0,60,0,,,done,done charging,175.0,,217.96398864473332
Car 4,,,,87,,arrived,arrived,179.0,,
Car 0,75.0,1,7,,,done,done charging,180.0,,147.4898430203793
Car 4,,,,,16,switch,"Charger 16 (fid=90) not available, trying Charger 21 (fid=91)",180.0,21,
Car 4,,91,21,,,start_charge,starting to charge at Charger 21 (fid=91),180.87565358671606,,
Car 31,,,,35,,arrived,arrived,181.0,,
Car 31,,,,,3,switch,"Charger 3 (fid=35) not available, trying Charger 4 (fid=18)",182.0,4,
Car 31,,18,4,,,start_charge,starting to charge at Charger 4 (fid=18),182.7307968996808,,
Car 21,118.0,124,10,,,done,done charging,188.0,,190.20502781489316
Car 99,,,,4,,arrived,arrived,193.0,,
Car 99,,6,17,,,start_charge,starting to charge at Charger 17 (fid=6),193.0,,
Car 48,60.0,44,8,,,done,done charging,194.0,,42.087750579019115
Car 23,109.0,90,16,,,done,done charging,197.0,,98.47978463761234
Car 2,,,,29,,arrived,arrived,208.0,,
Car 2,,44,8,,,start_charge,starting to charge at Charger 8 (fid=44),208.0,,
Car 32,,,,58,,arrived,arrived,211.0,,
Car 65,,,,11,,arrived,arrived,211.0,,
Car 92,,,,58,,arrived,arrived,211.0,,
Car 32,,58,22,,,start_charge,starting to charge at Charger 22 (fid=58),211.0,,
Car 65,,,,,12,switch,"Charger 12 (fid=11) not available, trying Charger 0 (fid=60)",212.0,0,
Car 92,,,,,22,switch,"Charger 22 (fid=58) not available, trying Charger 16 (fid=90)",212.0,16,
Car 65,,60,0,,,start_charge,starting to charge at Charger 0 (fid=60),213.91786774427626,,
Car 64,83.0,35,3,,,done,done charging,214.0,,73.58195384141041
Car 92,,90,16,,,start_charge,starting to charge at Charger 16 (fid=90),214.26523284706593,,
Car 85,60.0,49,19,,,done,done charging,214.9645133835393,,167.09178317355395
Car 93,98.0,48,2,,,done,done charging,216.0,,109.1702707693532
Car 84,,,,12,,arrived,arrived,222.0,,
Car 84,,1,7,,,start_charge,starting to charge at Charger 7 (fid=1),222.0,,
Car 75,68.0,65,9,,,done,done charging,240.0,,127.82298610546863
Car 16,98.0,11,12,,,done,done charging,240.91786774427626,,119.07252124189765
Car 92,47.0,90,16,,,done,done charging,261.26523284706593,,188.69389616059163
Car 83,,,,21,,arrived,arrived,265.0,,
Car 83,,124,10,,,start_charge,starting to charge at Charger 10 (fid=124),265.0,,
Car 31,86.0,18,4,,,done,done charging,268.7307968996808,,60.87538174341004
Car 96,,,,34,,arrived,arrived,270.0,,
Car 96,,35,3,,,start_charge,starting to charge at Charger 3 (fid=35),270.0,,
Car 13,,,,60,,arrived,arrived,272.0,,
Car 13,,,,,0,switch,"Charger 0 (fid=60) not available, trying Charger 12 (fid=11)",273.0,12,
Car 13,,11,12,,,start_charge,starting to charge at Charger 12 (fid=11),274.9178677442763,,
Car 65,62.0,60,0,,,done,done charging,275.91786774427624,,159.7583830982139
Car 99,83.0,6,17,,,done,done charging,276.0,,155.83829843806083
