car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 70,,,,58,,arrived,arrived,39.0,,
Car 70,,5,16,,,start_charge,starting to charge at Charger 16 (fid=5),39.0,,
Car 45,,,,51,,arrived,arrived,49.0,,
Car 78,,,,42,,arrived,arrived,49.0,,
Car 45,,40,12,,,start_charge,starting to charge at Charger 12 (fid=40),49.0,,
Car 78,,47,5,,,start_charge,starting to charge at Charger 5 (fid=47),49.0,,
Car 3,,,,41,,arrived,arrived,56.0,,
Car 3,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),56.0,,
Car 51,,,,14,,arrived,arrived,68.0,,
Car 51,,33,13,,,start_charge,starting to charge at Charger 13 (fid=33),68.0,,
Car 59,,,,43,,arrived,arrived,72.0,,
Car 59,,28,9,,,start_charge,starting to charge at Charger 9 (fid=28),72.0,,
Car 34,,,,81,,arrived,arrived,83.0,,
Car 34,,28,15,,,start_charge,starting to charge at Charger 15 (fid=28),83.0,,
Car 86,,,,80,,arrived,arrived,88.0,,
Car 86,,,,,15,switch,"Charger 15 (fid=28) not available, trying Charger 13 (fid=33)",89.0,13,
Car 86,,,,,13,switch,"Charger 13 (fid=33) not available, trying Charger 7 (fid=22)",90.7308632208641,7,
Car 86,,22,7,,,start_charge,starting to charge at Charger 7 (fid=22),92.46754318866637,,
Car 3,49.0,31,6,,,done,done charging,105.0,,65.52816383322315
Car 45,58.0,40,12,,,done,done charging,107.0,,156.7588937011684
Car 31,,,,41,,arrived,arrived,116.0,,
Car 31,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),116.0,,
Car 75,,,,46,,arrived,arrived,122.0,,
Car 75,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 9 (fid=28)",123.0,9,
Car 75,,,,,9,switch,"Charger 9 (fid=28) not available, trying Charger 5 (fid=47)",125.03401591731227,5,
Car 75,,,,,5,switch,"Charger 5 (fid=47) not available, trying Charger 11 (fid=34)",127.40636975273144,11,
Car 75,,34,11,,,start_charge,starting to charge at Charger 11 (fid=34),129.47566026780532,,
Car 70,91.0,5,16,,,done,done charging,130.0,,178.34861208362545
Car 78,81.0,47,5,,,done,done charging,130.0,,96.46446705352004
