car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 230,,,,29,,arrived,,arrived,0.0,,
Car 230,,54,4,,,start_charge,,starting to charge at Charger 4 (fid=54),0.0,,
Car 222,,,,5,,arrived,,arrived,3.0,,
Car 222,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 0 (fid=33)",4.0,0,
Car 222,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),8.253731474300952,,
Car 255,,,,40,,arrived,,arrived,13.0,,
Car 255,,50,1,,,start_charge,,starting to charge at Charger 1 (fid=50),13.0,,
Car 192,,,,33,,arrived,,arrived,14.0,,
Car 192,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 5 (fid=6)",15.0,5,
Car 100,,,,15,,arrived,,arrived,18.0,,
Car 192,,6,5,,,start_charge,,starting to charge at Charger 5 (fid=6),18.163680943251645,,
Car 135,,,,38,,arrived,,arrived,19.0,,
Car 100,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 5 (fid=6)",19.0,5,
Car 253,,,,17,,arrived,,arrived,20.0,,
Car 135,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 0 (fid=33)",20.0,0,
Car 253,,22,2,,,start_charge,,starting to charge at Charger 2 (fid=22),20.0,,
Car 100,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 2 (fid=22)",23.163680943251645,2,
Car 135,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",25.253731474300952,2,
Car 11,,,,10,,arrived,,arrived,28.0,,
Car 135,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 5 (fid=6)",28.352011961638414,5,
Car 11,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 1 (fid=50)",29.0,1,
Car 100,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",29.49803386914556,3,
Car 135,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 1 (fid=50)",34.68636488753233,1,
Car 11,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",35.14709506744113,5,
Car 100,,118,3,,,start_charge,,starting to charge at Charger 3 (fid=118),35.223714460727614,,
Car 135,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",39.82168973410256,3,
Car 11,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 0 (fid=33)",40.282419914011356,0,
Car 11,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",47.89610280708092,2,
Car 135,,,,,,gave_up,3,"no alternate charger available, gave up",48.3445080265307,,
Car 230,50.0,54,4,,,done,,done charging,50.0,,186.17221997795122
Car 11,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",50.994383294418384,3,
Car 252,,,,40,,arrived,,arrived,52.0,,
Car 252,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",53.0,5,
Car 11,,,,,,gave_up,3,"no alternate charger available, gave up",57.72006388600044,,
Car 252,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 4 (fid=54)",58.13532484657023,4,
Car 252,,54,4,,,start_charge,,starting to charge at Charger 4 (fid=54),61.29900578982188,,
Car 184,,,,89,,arrived,,arrived,62.0,,
Car 184,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",63.0,5,
Car 73,,,,45,,arrived,,arrived,64.0,,
Car 73,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 1 (fid=50)",65.0,1,
Car 163,,,,66,,arrived,,arrived,66.0,,
Car 163,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",67.0,5,
Car 184,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 3 (fid=118)",68.13532484657023,3,
Car 73,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 4 (fid=54)",70.13532484657023,4,
Car 163,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 4 (fid=54)",72.13532484657023,4,
Car 184,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 4 (fid=54)",74.8651528711462,4,
Car 73,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 2 (fid=22)",76.28241991401136,2,
Car 163,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 0 (fid=33)",76.29900578982188,0,
Car 172,,,,88,,arrived,,arrived,78.0,,
Car 192,60.0,6,5,,,done,,done charging,78.16368094325165,,228.24898478745288
Car 78,,,,56,,arrived,,arrived,79.0,,
Car 172,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",79.0,5,
Car 140,,,,8,,arrived,,arrived,80.0,,
Car 298,,,,34,,arrived,,arrived,80.0,,
Car 78,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 2 (fid=22)",80.0,2,
Car 73,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",80.67243065128642,3,
Car 140,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 1 (fid=50)",81.0,1,
Car 298,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",81.0,2,
Car 163,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",81.55273726412283,2,
Car 184,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 2 (fid=22)",81.96953283131032,2,
Car 141,,,,34,,arrived,,arrived,83.0,,
Car 172,,6,5,,,start_charge,,starting to charge at Charger 5 (fid=6),83.13532484657023,,
Car 103,,,,31,,arrived,,arrived,84.0,,
Car 141,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 5 (fid=6)",84.0,5,
Car 298,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 4 (fid=54)",84.09828048733746,4,
Car 78,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 5 (fid=6)",84.39001073727508,5,
Car 163,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",84.65101775146029,3,
Car 103,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 2 (fid=22)",85.0,2,
Car 93,,,,5,,arrived,,arrived,86.0,,
Car 184,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",86.3595435685854,0,
Car 93,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",87.0,5,
Car 140,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",87.14709506744113,5,
Car 73,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 0 (fid=33)",87.39811124286848,0,
Car 141,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 2 (fid=22)",88.16368094325165,2,
Car 298,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 5 (fid=6)",88.48829122461252,5,
Car 103,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 5 (fid=6)",89.39001073727508,5,
Car 184,,,,,,gave_up,0,"no alternate charger available, gave up",89.45782405592286,,
Car 222,82.0,33,0,,,done,,done charging,90.25373147430095,,316.9270217104447
Car 78,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 0 (fid=33)",90.72436366316899,0,
Car 175,,,,27,,arrived,,arrived,91.0,,
Car 290,,,,35,,arrived,,arrived,91.0,,
Car 175,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),91.0,,
Car 163,,,,,,gave_up,3,"no alternate charger available, gave up",91.37669834304235,,
Car 40,,,,4,,arrived,,arrived,92.0,,
Car 290,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 5 (fid=6)",92.0,5,
Car 93,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 3 (fid=118)",92.13532484657023,3,
Car 140,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 0 (fid=33)",92.28241991401136,0,
Car 298,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 3 (fid=118)",92.65197216786417,3,
Car 64,,,,61,,arrived,,arrived,93.0,,
Car 40,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 0 (fid=33)",93.0,0,
Car 64,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",94.0,5,
Car 141,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",94.49803386914556,3,
Car 103,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 0 (fid=33)",95.72436366316899,0,
Car 73,,,,,,gave_up,0,"no alternate charger available, gave up",96.09813699995799,,
Car 290,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 2 (fid=22)",96.16368094325165,2,
Car 40,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",98.25373147430095,2,
