car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 174,,,,62,,arrived,arrived,2.0,,,
Car 174,,45,5,,,start_charge,starting to charge at Charger 5 (fid=45),2.0,,0.0,
Car 169,,,,41,,arrived,arrived,3.0,,,
Car 232,,,,69,,arrived,arrived,3.0,,,
Car 313,,,,73,,arrived,arrived,3.0,,,
Car 169,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),3.0,,0.0,
Car 232,,68,15,,,start_charge,starting to charge at Charger 15 (fid=68),3.0,,0.0,
Car 313,,73,13,,,start_charge,starting to charge at Charger 13 (fid=73),3.0,,0.0,
Car 328,,,,86,,arrived,arrived,5.0,,,
Car 328,,84,8,,,start_charge,starting to charge at Charger 8 (fid=84),5.0,,0.0,
Car 296,,,,8,,arrived,arrived,6.0,,,
Car 296,,63,18,,,start_charge,starting to charge at Charger 18 (fid=63),6.0,,0.0,
Car 356,,,,63,,arrived,arrived,8.0,,,
Car 493,,,,3,,arrived,arrived,8.0,,,
Car 356,,63,18,,,start_charge,starting to charge at Charger 18 (fid=63),8.0,,0.0,
Car 493,,117,7,,,start_charge,starting to charge at Charger 7 (fid=117),8.0,,0.0,
Car 326,,,,67,,arrived,arrived,12.0,,,
Car 326,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),12.0,,0.0,
Car 203,,,,82,,arrived,arrived,14.0,,,
Car 203,,84,8,,,start_charge,starting to charge at Charger 8 (fid=84),14.0,,0.0,
Car 314,,,,9,,arrived,arrived,15.0,,,
Car 450,,,,4,,arrived,arrived,15.0,,,
Car 314,,73,13,,,start_charge,starting to charge at Charger 13 (fid=73),15.0,,0.0,
Car 450,,4,17,,,start_charge,starting to charge at Charger 17 (fid=4),15.0,,0.0,
Car 405,,,,15,,arrived,arrived,18.0,,,
Car 405,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),18.0,,0.0,
Car 155,,,,37,,arrived,arrived,19.0,,,
Car 155,,73,13,,,start_charge,starting to charge at Charger 13 (fid=73),19.0,,0.0,
Car 177,,,,37,,arrived,arrived,21.0,,,
Car 177,,73,13,,,start_charge,starting to charge at Charger 13 (fid=73),21.0,,0.0,
Car 451,,,,7,,arrived,arrived,23.0,,,
Car 451,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),23.0,,0.0,
Car 46,,,,20,,arrived,arrived,32.0,,,
Car 46,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),32.0,,0.0,
Car 197,,,,37,,arrived,arrived,35.0,,,
Car 197,,73,13,,,start_charge,starting to charge at Charger 13 (fid=73),35.0,,0.0,
Car 63,,,,31,,arrived,arrived,37.0,,,
Car 63,,70,12,,,start_charge,starting to charge at Charger 12 (fid=70),37.0,,0.0,
Car 456,,,,38,,arrived,arrived,40.0,,,
Car 456,,4,17,,,start_charge,starting to charge at Charger 17 (fid=4),40.0,,0.0,
Car 261,,,,64,,arrived,arrived,52.0,,,
Car 261,,90,14,,,start_charge,starting to charge at Charger 14 (fid=90),52.0,,0.0,
Car 406,,,,32,,arrived,arrived,53.0,,,
Car 406,,70,12,,,start_charge,starting to charge at Charger 12 (fid=70),53.0,,0.0,
Car 320,,,,15,,arrived,arrived,54.0,,,
Car 320,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),54.0,,0.0,
Car 470,,,,55,,arrived,arrived,55.0,,,
Car 470,,57,20,,,start_charge,starting to charge at Charger 20 (fid=57),55.0,,0.0,
Car 192,,,,37,,arrived,arrived,59.0,,,
Car 346,,,,31,,arrived,arrived,59.0,,,
Car 346,,70,12,,,start_charge,starting to charge at Charger 12 (fid=70),59.0,,0.0,
Car 85,,,,51,,arrived,arrived,60.0,,,
Car 326,48.0,17,4,,,done,done charging,60.0,,,50.44993305249392
Car 85,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),60.0,,0.0,
Car 30,,,,61,,arrived,arrived,62.0,,,
Car 276,,,,37,,arrived,arrived,62.0,,,
Car 30,,45,5,,,start_charge,starting to charge at Charger 5 (fid=45),62.0,,0.0,
Car 255,,,,5,,arrived,arrived,64.0,,,
Car 419,,,,67,,arrived,arrived,64.0,,,
Car 192,,,,,13,switch,"Charger 13 (fid=73) not available, trying Charger 18 (fid=63)",64.0,18,,
Car 255,,4,17,,,start_charge,starting to charge at Charger 17 (fid=4),64.0,,0.0,
Car 419,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),64.0,,0.0,
Car 192,,63,18,,,start_charge,starting to charge at Charger 18 (fid=63),64.81023260716557,,5.0,
Car 348,,,,67,,arrived,arrived,65.0,,,
Car 314,50.0,73,13,,,done,done charging,65.0,,,94.80590796467769
