car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 76,,,,39,,arrived,arrived,1.0,,
Car 76,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),1.0,,
Car 244,,,,4,,arrived,arrived,2.0,,
Car 244,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),2.0,,
Car 188,,,,52,,arrived,arrived,12.0,,
Car 188,,7,15,,,start_charge,starting to charge at Charger 15 (fid=7),12.0,,
Car 136,,,,49,,arrived,arrived,20.0,,
Car 136,,49,21,,,start_charge,starting to charge at Charger 21 (fid=49),20.0,,
Car 53,,,,54,,arrived,arrived,23.0,,
Car 53,,14,23,,,start_charge,starting to charge at Charger 23 (fid=14),23.0,,
Car 207,,,,28,,arrived,arrived,25.0,,
Car 234,,,,18,,arrived,arrived,25.0,,
Car 207,,26,4,,,start_charge,starting to charge at Charger 4 (fid=26),25.0,,
Car 234,,,,,23,switch,"Charger 23 (fid=14) not available, trying Charger 13 (fid=32)",26.0,13,
Car 234,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),26.49908442545218,,
Car 105,,,,85,,arrived,arrived,33.0,,
Car 105,,89,5,,,start_charge,starting to charge at Charger 5 (fid=89),33.0,,
Car 108,,,,52,,arrived,arrived,54.0,,
Car 108,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 10 (fid=4)",55.0,10,
Car 66,,,,22,,arrived,arrived,56.0,,
Car 66,,36,29,,,start_charge,starting to charge at Charger 29 (fid=36),56.0,,
Car 229,,,,4,,arrived,arrived,57.0,,
Car 229,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 11 (fid=60)",58.0,11,
Car 108,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 26 (fid=2)",58.8420368669751,26,
Car 152,,,,61,,arrived,arrived,60.0,,
Car 229,,60,11,,,start_charge,starting to charge at Charger 11 (fid=60),60.16952414762311,,
Car 152,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",61.0,11,
Car 108,,2,26,,,start_charge,starting to charge at Charger 26 (fid=2),62.5273516875346,,
Car 152,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",64.2064845112889,2,
Car 164,,,,21,,arrived,arrived,67.0,,
Car 164,,68,9,,,start_charge,starting to charge at Charger 9 (fid=68),67.0,,
Car 190,,,,61,,arrived,arrived,68.0,,
Car 152,,15,2,,,start_charge,starting to charge at Charger 2 (fid=15),68.82736593079323,,
Car 228,,,,7,,arrived,arrived,69.0,,
Car 190,,,,,19,switch,"Charger 19 (fid=61) not available, trying Charger 11 (fid=60)",69.0,11,
Car 228,,,,,15,switch,"Charger 15 (fid=7) not available, trying Charger 26 (fid=2)",70.0,26,
Car 190,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 2 (fid=15)",72.2064845112889,2,
Car 244,71.0,4,10,,,done,done charging,73.0,,46.59203422638995
Car 228,,,,,26,switch,"Charger 26 (fid=2) not available, trying Charger 5 (fid=89)",73.18422046545467,5,
Car 101,,,,28,,arrived,arrived,75.0,,
Car 101,,,,,29,switch,"Charger 29 (fid=36) not available, trying Charger 27 (fid=28)",76.0,27,
Car 228,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 10 (fid=4)",76.05716482153443,10,
Car 101,,28,27,,,start_charge,starting to charge at Charger 27 (fid=28),76.60538215470929,,
Car 198,,,,33,,arrived,arrived,77.0,,
Car 198,,33,25,,,start_charge,starting to charge at Charger 25 (fid=33),77.0,,
Car 190,,,,,2,switch,"Charger 2 (fid=15) not available, trying Charger 28 (fid=53)",77.82736593079323,28,
Car 190,,53,28,,,start_charge,starting to charge at Charger 28 (fid=53),79.61375561750444,,
Car 165,,,,55,,arrived,arrived,80.0,,
Car 228,,4,10,,,start_charge,starting to charge at Charger 10 (fid=4),80.86797609493026,,
Car 165,,,,,23,switch,"Charger 23 (fid=14) not available, trying Charger 22 (fid=70)",81.0,22,
Car 165,,70,22,,,start_charge,starting to charge at Charger 22 (fid=70),81.95283483105528,,
Car 136,62.0,49,21,,,done,done charging,82.0,,20.056916709042437
Car 207,61.0,26,4,,,done,done charging,86.0,,69.27339057819104
Car 188,79.0,7,15,,,done,done charging,91.0,,129.22513411697693
Car 76,92.0,61,19,,,done,done charging,93.0,,140.08442071973684
Car 105,60.0,89,5,,,done,done charging,93.0,,110.06822222762213
Car 223,,,,77,,arrived,arrived,96.0,,
Car 223,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 28 (fid=53)",97.0,28,
Car 196,,,,29,,arrived,arrived,98.0,,
Car 216,,,,78,,arrived,arrived,98.0,,
Car 196,,,,,29,switch,"Charger 29 (fid=36) not available, trying Charger 27 (fid=28)",99.0,27,
Car 216,,,,,11,switch,"Charger 11 (fid=60) not available, trying Charger 19 (fid=61)",99.0,19,
Car 196,,,,,27,switch,"Charger 27 (fid=28) not available, trying Charger 1 (fid=33)",100.60538215470929,1,
Car 216,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),101.2064845112889,,
Car 196,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),101.33624537557338,,
Car 223,,,,,28,switch,"Charger 28 (fid=53) not available, trying Charger 10 (fid=4)",101.64776903235162,10,
Car 223,,,,,10,switch,"Charger 10 (fid=4) not available, trying Charger 15 (fid=7)",106.14260346686781,15,
Car 223,,7,15,,,start_charge,starting to charge at Charger 15 (fid=7),108.9846403338429,,
Car 153,,,,17,,arrived,arrived,109.0,,
Car 153,,31,14,,,start_charge,starting to charge at Charger 14 (fid=31),109.0,,
Car 139,,,,15,,arrived,arrived,114.0,,
Car 139,,15,17,,,start_charge,starting to charge at Charger 17 (fid=15),114.0,,
Car 14,,,,29,,arrived,arrived,116.0,,
Car 164,49.0,68,9,,,done,done charging,116.0,,58.96096273707809
Car 234,90.0,32,13,,,done,done charging,116.49908442545218,,38.33833168458126
