car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 615,,,,68,,arrived,arrived,0.0,,,
Car 615,,70,15,,,start_charge,starting to charge at Charger 15 (fid=70),0.0,,0.0,
Car 480,,,,52,,arrived,arrived,2.0,,,
Car 970,,,,91,,arrived,arrived,2.0,,,
Car 480,,52,13,,,start_charge,starting to charge at Charger 13 (fid=52),2.0,,0.0,
Car 970,,82,12,,,start_charge,starting to charge at Charger 12 (fid=82),2.0,,0.0,
Car 198,,,,3,,arrived,arrived,3.0,,,
Car 198,,51,20,,,start_charge,starting to charge at Charger 20 (fid=51),3.0,,0.0,
Car 468,,,,22,,arrived,arrived,4.0,,,
Car 590,,,,81,,arrived,arrived,4.0,,,
Car 468,,22,5,,,start_charge,starting to charge at Charger 5 (fid=22),4.0,,0.0,
Car 590,,6,11,,,start_charge,starting to charge at Charger 11 (fid=6),4.0,,0.0,
Car 567,,,,7,,arrived,arrived,5.0,,,
Car 567,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),5.0,,0.0,
Car 379,,,,62,,arrived,arrived,10.0,,,
Car 729,,,,60,,arrived,arrived,10.0,,,
Car 819,,,,73,,arrived,arrived,10.0,,,
Car 1068,,,,1,,arrived,arrived,10.0,,,
Car 379,,11,14,,,start_charge,starting to charge at Charger 14 (fid=11),10.0,,0.0,
Car 729,,11,14,,,start_charge,starting to charge at Charger 14 (fid=11),10.0,,0.0,
Car 819,,73,8,,,start_charge,starting to charge at Charger 8 (fid=73),10.0,,0.0,
Car 1068,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),10.0,,0.0,
Car 506,,,,23,,arrived,arrived,12.0,,,
Car 538,,,,15,,arrived,arrived,12.0,,,
Car 506,,34,7,,,start_charge,starting to charge at Charger 7 (fid=34),12.0,,0.0,
Car 538,,15,9,,,start_charge,starting to charge at Charger 9 (fid=15),12.0,,0.0,
Car 542,,,,29,,arrived,arrived,15.0,,,
Car 542,,34,7,,,start_charge,starting to charge at Charger 7 (fid=34),15.0,,0.0,
Car 695,,,,44,,arrived,arrived,18.0,,,
Car 695,,42,10,,,start_charge,starting to charge at Charger 10 (fid=42),18.0,,0.0,
Car 188,,,,4,,arrived,arrived,20.0,,,
Car 921,,,,91,,arrived,arrived,20.0,,,
Car 188,,6,11,,,start_charge,starting to charge at Charger 11 (fid=6),20.0,,0.0,
Car 921,,82,12,,,start_charge,starting to charge at Charger 12 (fid=82),20.0,,0.0,
Car 756,,,,55,,arrived,arrived,23.0,,,
Car 756,,30,19,,,start_charge,starting to charge at Charger 19 (fid=30),23.0,,0.0,
Car 656,,,,89,,arrived,arrived,24.0,,,
Car 656,,82,12,,,start_charge,starting to charge at Charger 12 (fid=82),24.0,,0.0,
Car 817,,,,54,,arrived,arrived,26.0,,,
Car 1047,,,,37,,arrived,arrived,26.0,,,
Car 817,,30,19,,,start_charge,starting to charge at Charger 19 (fid=30),26.0,,0.0,
Car 1047,,73,8,,,start_charge,starting to charge at Charger 8 (fid=73),26.0,,0.0,
Car 247,,,,37,,arrived,arrived,29.0,,,
Car 247,,73,8,,,start_charge,starting to charge at Charger 8 (fid=73),29.0,,0.0,
Car 240,,,,13,,arrived,arrived,30.0,,,
Car 697,,,,80,,arrived,arrived,30.0,,,
Car 240,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),30.0,,0.0,
Car 697,,27,17,,,start_charge,starting to charge at Charger 17 (fid=27),30.0,,0.0,
Car 269,,,,37,,arrived,arrived,31.0,,,
Car 269,,73,8,,,start_charge,starting to charge at Charger 8 (fid=73),31.0,,0.0,
Car 174,,,,2,,arrived,arrived,32.0,,,
Car 174,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),32.0,,0.0,
Car 698,,,,5,,arrived,arrived,37.0,,,
Car 829,,,,51,,arrived,arrived,37.0,,,
Car 698,,42,10,,,start_charge,starting to charge at Charger 10 (fid=42),37.0,,0.0,
Car 829,,51,20,,,start_charge,starting to charge at Charger 20 (fid=51),37.0,,0.0,
Car 411,,,,57,,arrived,arrived,38.0,,,
Car 411,,30,19,,,start_charge,starting to charge at Charger 19 (fid=30),38.0,,0.0,
Car 98,,,,8,,arrived,arrived,40.0,,,
Car 98,,73,8,,,start_charge,starting to charge at Charger 8 (fid=73),40.0,,0.0,
Car 916,,,,27,,arrived,arrived,41.0,,,
Car 916,,34,7,,,start_charge,starting to charge at Charger 7 (fid=34),41.0,,0.0,
