car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 462,,,,68,,arrived,,arrived,0.0,,,
Car 462,,69,21,,,start_charge,,starting to charge at Charger 21 (fid=69),0.0,,0.0,
Car 327,,,,52,,arrived,,arrived,2.0,,,
Car 817,,,,91,,arrived,,arrived,2.0,,,
Car 327,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),2.0,,0.0,
Car 817,,88,10,,,start_charge,,starting to charge at Charger 10 (fid=88),2.0,,0.0,
Car 45,,,,3,,arrived,,arrived,3.0,,,
Car 1407,,,,31,,arrived,,arrived,3.0,,,
Car 45,,39,19,,,start_charge,,starting to charge at Charger 19 (fid=39),3.0,,0.0,
Car 1407,,29,8,,,start_charge,,starting to charge at Charger 8 (fid=29),3.0,,0.0,
Car 315,,,,22,,arrived,,arrived,4.0,,,
Car 437,,,,81,,arrived,,arrived,4.0,,,
Car 1314,,,,69,,arrived,,arrived,4.0,,,
Car 1408,,,,60,,arrived,,arrived,4.0,,,
Car 315,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),4.0,,0.0,
Car 437,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),4.0,,0.0,
Car 1314,,69,21,,,start_charge,,starting to charge at Charger 21 (fid=69),4.0,,0.0,
Car 1408,,77,14,,,start_charge,,starting to charge at Charger 14 (fid=77),4.0,,0.0,
Car 414,,,,7,,arrived,,arrived,5.0,,,
Car 1149,,,,40,,arrived,,arrived,5.0,,,
Car 1442,,,,26,,arrived,,arrived,5.0,,,
Car 414,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),5.0,,0.0,
Car 1149,,39,19,,,start_charge,,starting to charge at Charger 19 (fid=39),5.0,,0.0,
Car 1442,,26,9,,,start_charge,,starting to charge at Charger 9 (fid=26),5.0,,0.0,
Car 1313,,,,45,,arrived,,arrived,7.0,,,
Car 1313,,77,14,,,start_charge,,starting to charge at Charger 14 (fid=77),7.0,,0.0,
Car 1216,,,,69,,arrived,,arrived,8.0,,,
Car 1216,,69,21,,,start_charge,,starting to charge at Charger 21 (fid=69),8.0,,0.0,
Car 1159,,,,66,,arrived,,arrived,9.0,,,
Car 1159,,73,18,,,start_charge,,starting to charge at Charger 18 (fid=73),9.0,,0.0,
Car 226,,,,62,,arrived,,arrived,10.0,,,
Car 576,,,,60,,arrived,,arrived,10.0,,,
Car 666,,,,73,,arrived,,arrived,10.0,,,
Car 915,,,,1,,arrived,,arrived,10.0,,,
Car 1001,,,,8,,arrived,,arrived,10.0,,,
Car 1079,,,,40,,arrived,,arrived,10.0,,,
Car 226,,77,14,,,start_charge,,starting to charge at Charger 14 (fid=77),10.0,,0.0,
Car 576,,77,14,,,start_charge,,starting to charge at Charger 14 (fid=77),10.0,,0.0,
Car 666,,73,18,,,start_charge,,starting to charge at Charger 18 (fid=73),10.0,,0.0,
Car 915,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),10.0,,0.0,
Car 1001,,73,18,,,start_charge,,starting to charge at Charger 18 (fid=73),10.0,,0.0,
Car 1079,,39,19,,,start_charge,,starting to charge at Charger 19 (fid=39),10.0,,0.0,
Car 353,,,,23,,arrived,,arrived,12.0,,,
Car 385,,,,15,,arrived,,arrived,12.0,,,
Car 353,,26,9,,,start_charge,,starting to charge at Charger 9 (fid=26),12.0,,0.0,
