car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 153,,,,73,,arrived,arrived,0.0,,,
Car 153,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),0.0,,0.0,
Car 442,,,,3,,arrived,arrived,3.0,,,
Car 442,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),3.0,,0.0,
Car 220,,,,61,,arrived,arrived,5.0,,,
Car 220,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),5.0,,0.0,
Car 432,,,,4,,arrived,arrived,20.0,,,
Car 432,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),20.0,,0.0,
Car 104,,,,91,,arrived,arrived,21.0,,,
Car 104,,83,5,,,start_charge,starting to charge at Charger 5 (fid=83),21.0,,0.0,
Car 45,,,,60,,arrived,arrived,26.0,,,
Car 45,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),26.0,,0.0,
Car 194,,,,9,,arrived,arrived,27.0,,,
Car 194,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),27.0,,0.0,
Car 491,,,,37,,arrived,arrived,29.0,,,
Car 491,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),29.0,,0.0,
Car 484,,,,13,,arrived,arrived,30.0,,,
Car 484,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),30.0,,0.0,
Car 73,,,,55,,arrived,arrived,32.0,,,
Car 418,,,,2,,arrived,arrived,32.0,,,
Car 73,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),32.0,,0.0,
Car 418,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),32.0,,0.0,
Car 164,,,,73,,arrived,arrived,36.0,,,
Car 164,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),36.0,,0.0,
Car 342,,,,8,,arrived,arrived,40.0,,,
Car 342,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),40.0,,0.0,
Car 441,,,,27,,arrived,arrived,43.0,,,
Car 441,,27,6,,,start_charge,starting to charge at Charger 6 (fid=27),43.0,,0.0,
Car 299,,,,4,,arrived,arrived,50.0,,,
Car 299,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),50.0,,0.0,
Car 413,,,,37,,arrived,arrived,51.0,,,
Car 413,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),51.0,,0.0,
Car 199,,,,40,,arrived,arrived,54.0,,,
Car 199,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),54.0,,0.0,
Car 33,,,,37,,arrived,arrived,56.0,,,
Car 33,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),56.0,,0.0,
Car 163,,,,73,,arrived,arrived,58.0,,,
Car 26,,,,54,,arrived,arrived,60.0,,,
Car 26,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),60.0,,0.0,
Car 163,,,,,8,switch,"Charger 8 (fid=9) not available, trying Charger 4 (fid=17)",63.0,4,,
Car 156,,,,4,,arrived,arrived,66.0,,,
Car 163,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),66.44063459704277,,5.0,
Car 156,,,,,8,switch,"Charger 8 (fid=9) not available, trying Charger 4 (fid=17)",71.0,4,,
Car 285,,,,37,,arrived,arrived,76.0,,,
Car 156,,,,,4,switch,"Charger 4 (fid=17) not available, trying Charger 7 (fid=18)",79.44063459704277,7,,
Car 316,,,,79,,arrived,arrived,81.0,,,
Car 285,,,,,4,switch,"Charger 4 (fid=17) not available, trying Charger 8 (fid=9)",81.0,8,,
Car 316,,27,6,,,start_charge,starting to charge at Charger 6 (fid=27),81.0,,0.0,
Car 156,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),81.26885277734793,,10.0,
Car 194,56.0,9,8,,,done,done charging,83.0,,,0.0
Car 57,,,,65,,arrived,arrived,84.0,,,
Car 57,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),84.0,,0.0,
Car 227,,,,77,,arrived,arrived,85.0,,,
Car 414,,,,46,,arrived,arrived,85.0,,,
Car 491,56.0,17,4,,,done,done charging,85.0,,,144.75845650600084
Car 227,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),85.0,,0.0,
Car 414,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),85.0,,0.0,
Car 351,,,,37,,arrived,arrived,86.0,,,
Car 401,,,,59,,arrived,arrived,87.0,,,
Car 401,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),87.0,,0.0,
Car 285,,,,,8,switch,"Charger 8 (fid=9) not available, trying Charger 7 (fid=18)",89.44063459704277,7,,
Car 444,,,,8,,arrived,arrived,90.0,,,
Car 351,,,,,4,switch,"Charger 4 (fid=17) not available, trying Charger 8 (fid=9)",91.0,8,,
Car 285,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),92.63667271473501,,10.0,
Car 444,,,,,8,switch,"Charger 8 (fid=9) not available, trying Charger 9 (fid=61)",95.0,9,,
Car 164,60.0,9,8,,,done,done charging,96.0,,,94.80590796467769
Car 351,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),96.0,,6.559365402957226,
Car 444,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),96.32115314089853,,5.0,
Car 239,,,,11,,arrived,arrived,98.0,,,
Car 239,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),98.0,,0.0,
Car 220,96.0,61,9,,,done,done charging,101.0,,,0.0
Car 153,102.0,9,8,,,done,done charging,102.0,,,94.80590796467769
Car 342,62.0,9,8,,,done,done charging,102.0,,,92.5207176420464
Car 91,,,,5,,arrived,arrived,103.0,,,
Car 243,,,,63,,arrived,arrived,103.0,,,
Car 483,,,,54,,arrived,arrived,103.0,,,
Car 243,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),103.0,,0.0,
Car 483,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),103.0,,0.0,
Car 442,103.0,61,9,,,done,done charging,106.0,,,115.43201741284133
Car 59,,,,54,,arrived,arrived,107.0,,,
Car 91,,,,,4,switch,"Charger 4 (fid=17) not available, trying Charger 8 (fid=9)",108.0,8,,
Car 484,79.0,17,4,,,done,done charging,109.0,,,63.17084676494397
Car 250,,,,61,,arrived,arrived,110.0,,,
Car 250,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),110.0,,0.0,
Car 73,79.0,18,7,,,done,done charging,111.0,,,42.77386394749471
Car 59,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),111.0,,4.0,
Car 91,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),111.44063459704277,,5.0,
Car 130,,,,46,,arrived,arrived,112.0,,,
Car 130,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),112.0,,0.0,
Car 413,63.0,17,4,,,done,done charging,114.0,,,144.75845650600084
Car 432,97.0,1,0,,,done,done charging,117.0,,,103.04602253846483
Car 33,61.0,17,4,,,done,done charging,117.0,,,144.75845650600084
Car 45,93.0,61,9,,,done,done charging,119.0,,,114.48986828970851
Car 311,,,,61,,arrived,arrived,121.0,,,
Car 311,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),121.0,,0.0,
Car 2,,,,37,,arrived,arrived,122.0,,,
Car 2,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),122.0,,0.0,
Car 110,,,,29,,arrived,arrived,124.0,,,
Car 121,,,,4,,arrived,arrived,124.0,,,
Car 110,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),124.0,,0.0,
Car 199,71.0,61,9,,,done,done charging,125.0,,,57.78014715280216
