car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 87,,,,21,,arrived,arrived,3.0,,
Car 87,,21,21,,,start_charge,starting to charge at Charger 21 (fid=21),3.0,,
Car 37,,,,89,,arrived,arrived,23.0,,
Car 37,,76,1,,,start_charge,starting to charge at Charger 1 (fid=76),23.0,,
Car 42,,,,66,,arrived,arrived,45.0,,
Car 42,,78,5,,,start_charge,starting to charge at Charger 5 (fid=78),45.0,,
Car 48,,,,116,,arrived,arrived,55.0,,
Car 48,,25,16,,,start_charge,starting to charge at Charger 16 (fid=25),55.0,,
Car 67,,,,83,,arrived,arrived,66.0,,
Car 67,,117,19,,,start_charge,starting to charge at Charger 19 (fid=117),66.0,,
Car 71,,,,27,,arrived,arrived,71.0,,
Car 71,,27,18,,,start_charge,starting to charge at Charger 18 (fid=27),71.0,,
Car 64,,,,29,,arrived,arrived,72.0,,
Car 64,,34,10,,,start_charge,starting to charge at Charger 10 (fid=34),72.0,,
Car 87,86.0,21,21,,,done,done charging,89.0,,25.89714133594584
Car 88,,,,14,,arrived,arrived,94.0,,
Car 88,,30,15,,,start_charge,starting to charge at Charger 15 (fid=30),94.0,,
Car 84,,,,85,,arrived,arrived,102.0,,
Car 84,,,,,1,switch,"Charger 1 (fid=76) not available, trying Charger 23 (fid=82)",103.0,23,
Car 84,,82,23,,,start_charge,starting to charge at Charger 23 (fid=82),104.44330232137432,,
Car 37,88.0,76,1,,,done,done charging,111.0,,98.51714148768994
Car 48,58.0,25,16,,,done,done charging,113.0,,95.92835461745439
Car 71,50.0,27,18,,,done,done charging,121.0,,5.548776427921038
Car 69,,,,21,,arrived,arrived,139.0,,
Car 67,73.0,117,19,,,done,done charging,139.0,,159.06282766994502
Car 69,,21,21,,,start_charge,starting to charge at Charger 21 (fid=21),139.0,,
Car 42,107.0,78,5,,,done,done charging,152.0,,192.91281186890677
Car 88,61.0,30,15,,,done,done charging,155.0,,38.48174547603649
Car 96,,,,63,,arrived,arrived,163.0,,
Car 96,,9,9,,,start_charge,starting to charge at Charger 9 (fid=9),163.0,,
Car 64,97.0,34,10,,,done,done charging,169.0,,26.91333970036788
Car 19,,,,39,,arrived,arrived,181.0,,
Car 19,,3,17,,,start_charge,starting to charge at Charger 17 (fid=3),181.0,,
Car 84,96.0,82,23,,,done,done charging,200.44330232137432,,131.7781641104129
Car 33,,,,69,,arrived,arrived,210.0,,
Car 33,,20,24,,,start_charge,starting to charge at Charger 24 (fid=20),210.0,,
Car 69,74.0,21,21,,,done,done charging,213.0,,25.89714133594584
Car 22,,,,5,,arrived,arrived,243.0,,
Car 22,,2,11,,,start_charge,starting to charge at Charger 11 (fid=2),243.0,,
Car 70,,,,3,,arrived,arrived,245.0,,
Car 70,,,,,17,switch,"Charger 17 (fid=3) not available, trying Charger 6 (fid=61)",246.0,6,
Car 56,,,,4,,arrived,arrived,247.0,,
Car 74,,,,19,,arrived,arrived,247.0,,
Car 56,,81,7,,,start_charge,starting to charge at Charger 7 (fid=81),247.0,,
Car 70,,61,6,,,start_charge,starting to charge at Charger 6 (fid=61),247.6815725262161,,
Car 74,,,,,24,switch,"Charger 24 (fid=20) not available, trying Charger 14 (fid=71)",248.0,14,
Car 74,,71,14,,,start_charge,starting to charge at Charger 14 (fid=71),249.33018747032943,,
Car 96,93.0,9,9,,,done,done charging,256.0,,218.1917188725909
Car 82,,,,4,,arrived,arrived,263.0,,
Car 82,,24,25,,,start_charge,starting to charge at Charger 25 (fid=24),263.0,,
Car 19,106.0,3,17,,,done,done charging,287.0,,52.897065614166266
Car 29,,,,77,,arrived,arrived,319.0,,
Car 29,,51,22,,,start_charge,starting to charge at Charger 22 (fid=51),319.0,,
Car 56,73.0,81,7,,,done,done charging,320.0,,152.88187448672855
Car 91,,,,36,,arrived,arrived,321.0,,
Car 91,,34,13,,,start_charge,starting to charge at Charger 13 (fid=34),321.0,,
Car 33,116.0,20,24,,,done,done charging,326.0,,58.743893174680125
Car 70,81.0,61,6,,,done,done charging,328.6815725262161,,140.0749914338004
Car 22,98.0,2,11,,,done,done charging,341.0,,214.1346410864262
Car 82,80.0,24,25,,,done,done charging,343.0,,250.94265816411163
Car 54,,,,9,,arrived,arrived,346.0,,
Car 54,,9,9,,,start_charge,starting to charge at Charger 9 (fid=9),346.0,,
