car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 95,,,,15,,arrived,arrived,18.0,,
Car 95,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),18.0,,
Car 6,,,,10,,arrived,arrived,28.0,,
Car 6,,65,15,,,start_charge,starting to charge at Charger 15 (fid=65),28.0,,
Car 68,,,,45,,arrived,arrived,64.0,,
Car 68,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),64.0,,
Car 73,,,,56,,arrived,arrived,79.0,,
Car 73,,54,3,,,start_charge,starting to charge at Charger 3 (fid=54),79.0,,
Car 98,,,,31,,arrived,arrived,84.0,,
Car 98,,18,16,,,start_charge,starting to charge at Charger 16 (fid=18),84.0,,
Car 88,,,,5,,arrived,arrived,86.0,,
Car 88,,75,13,,,start_charge,starting to charge at Charger 13 (fid=75),86.0,,
Car 35,,,,4,,arrived,arrived,92.0,,
Car 35,,63,7,,,start_charge,starting to charge at Charger 7 (fid=63),92.0,,
Car 59,,,,61,,arrived,arrived,93.0,,
Car 59,,39,10,,,start_charge,starting to charge at Charger 10 (fid=39),93.0,,
Car 95,82.0,34,5,,,done,done charging,100.0,,54.91627531627847
Car 50,,,,89,,arrived,arrived,118.0,,
Car 50,,52,8,,,start_charge,starting to charge at Charger 8 (fid=52),118.0,,
Car 73,45.0,54,3,,,done,done charging,124.0,,136.6523543049815
Car 9,,,,21,,arrived,arrived,128.0,,
Car 9,,,,,16,switch,"Charger 16 (fid=18) not available, trying Charger 2 (fid=22)",129.0,2,
Car 9,,22,2,,,start_charge,starting to charge at Charger 2 (fid=22),131.67786635665294,,
Car 98,49.0,18,16,,,done,done charging,133.0,,36.367493649220705
Car 88,47.0,75,13,,,done,done charging,133.0,,271.6000193155431
Car 44,,,,25,,arrived,arrived,143.0,,
Car 6,115.0,65,15,,,done,done charging,143.0,,191.66052025752708
Car 44,,34,5,,,start_charge,starting to charge at Charger 5 (fid=34),143.0,,
Car 68,98.0,62,11,,,done,done charging,162.0,,56.16052455308473
Car 35,73.0,63,7,,,done,done charging,165.0,,108.37045398266142
Car 29,,,,37,,arrived,arrived,168.0,,
