car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 100,,,,15,,arrived,,arrived,18.0,,
Car 100,,54,4,,,start_charge,,starting to charge at Charger 4 (fid=54),18.0,,
Car 11,,,,10,,arrived,,arrived,28.0,,
Car 11,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 1 (fid=50)",29.0,1,
Car 11,,50,1,,,start_charge,,starting to charge at Charger 1 (fid=50),34.14709506744113,,
Car 73,,,,45,,arrived,,arrived,64.0,,
Car 73,,6,5,,,start_charge,,starting to charge at Charger 5 (fid=6),64.0,,
Car 78,,,,56,,arrived,,arrived,79.0,,
Car 78,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 2 (fid=22)",80.0,2,
Car 78,,22,2,,,start_charge,,starting to charge at Charger 2 (fid=22),83.39001073727508,,
Car 93,,,,5,,arrived,,arrived,86.0,,
Car 93,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",87.0,5,
Car 40,,,,4,,arrived,,arrived,92.0,,
Car 93,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 3 (fid=118)",92.13532484657023,3,
Car 64,,,,61,,arrived,,arrived,93.0,,
Car 40,,,,,4,switch,,"Charger 4 (fid=54) not available, trying Charger 0 (fid=33)",93.0,0,
Car 64,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",94.0,5,
Car 40,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),97.25373147430095,,
Car 93,,118,3,,,start_charge,,starting to charge at Charger 3 (fid=118),97.8651528711462,,
Car 64,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 4 (fid=54)",99.13532484657023,4,
Car 100,82.0,54,4,,,done,,done charging,100.0,,190.0219199675744
Car 64,,54,4,,,start_charge,,starting to charge at Charger 4 (fid=54),102.29900578982188,,
Car 55,,,,89,,arrived,,arrived,118.0,,
Car 55,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 5 (fid=6)",119.0,5,
Car 55,,,,,5,switch,,"Charger 5 (fid=6) not available, trying Charger 3 (fid=118)",124.13532484657023,3,
