car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 414,,,,54,,arrived,arrived,3.0,,,
Car 414,,55,8,,,start_charge,starting to charge at Charger 8 (fid=55),3.0,,0.0,
Car 447,,,,86,,arrived,arrived,9.0,,,
Car 447,,82,12,,,start_charge,starting to charge at Charger 12 (fid=82),9.0,,0.0,
Car 372,,,,52,,arrived,arrived,12.0,,,
Car 372,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),12.0,,0.0,
Car 94,,,,49,,arrived,arrived,15.0,,,
Car 94,,25,7,,,start_charge,starting to charge at Charger 7 (fid=25),15.0,,0.0,
Car 451,,,,124,,arrived,arrived,17.0,,,
Car 451,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),17.0,,0.0,
Car 125,,,,2,,arrived,arrived,20.0,,,
Car 125,,90,6,,,start_charge,starting to charge at Charger 6 (fid=90),20.0,,0.0,
Car 440,,,,26,,arrived,arrived,22.0,,,
Car 440,,25,7,,,start_charge,starting to charge at Charger 7 (fid=25),22.0,,0.0,
Car 501,,,,73,,arrived,arrived,23.0,,,
Car 501,,55,8,,,start_charge,starting to charge at Charger 8 (fid=55),23.0,,0.0,
Car 448,,,,115,,arrived,arrived,30.0,,,
Car 448,,21,10,,,start_charge,starting to charge at Charger 10 (fid=21),30.0,,0.0,
Car 273,,,,60,,arrived,arrived,36.0,,,
Car 273,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),36.0,,0.0,
Car 54,,,,15,,arrived,arrived,39.0,,,
Car 54,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),39.0,,0.0,
Car 360,,,,1,,arrived,arrived,41.0,,,
Car 360,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),41.0,,0.0,
Car 40,,,,40,,arrived,arrived,45.0,,,
Car 40,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),45.0,,0.0,
Car 29,,,,50,,arrived,arrived,47.0,,,
Car 70,,,,82,,arrived,arrived,47.0,,,
Car 29,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),47.0,,0.0,
Car 70,,82,12,,,start_charge,starting to charge at Charger 12 (fid=82),47.0,,0.0,
Car 347,,,,60,,arrived,arrived,54.0,,,
Car 347,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),54.0,,0.0,
Car 456,,,,78,,arrived,arrived,58.0,,,
Car 456,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),58.0,,0.0,
Car 7,,,,61,,arrived,arrived,61.0,,,
Car 7,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),61.0,,0.0,
Car 501,52.0,55,8,,,done,done charging,75.0,,,187.84105324713798
Car 497,,,,50,,arrived,arrived,77.0,,,
Car 497,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),77.0,,0.0,
Car 135,,,,4,,arrived,arrived,90.0,,,
Car 135,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),90.0,,0.0,
Car 319,,,,4,,arrived,arrived,95.0,,,
Car 54,56.0,17,2,,,done,done charging,95.0,,,21.129393105329726
Car 431,,,,9,,arrived,arrived,97.0,,,
Car 40,52.0,1,0,,,done,done charging,97.0,,,214.70989851421444
Car 431,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),97.0,,0.0,
Car 319,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),97.0,,2.0,
Car 414,95.0,55,8,,,done,done charging,98.0,,,46.840056810396355
Car 383,,,,61,,arrived,arrived,99.0,,,
Car 383,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),99.0,,0.0,
Car 127,,,,1,,arrived,arrived,102.0,,,
Car 244,,,,63,,arrived,arrived,106.0,,,
Car 244,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),106.0,,0.0,
Car 127,,,,,0,switch,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",107.0,1,,
Car 127,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),107.94522412343038,,5.0,
Car 174,,,,16,,arrived,arrived,111.0,,,
Car 296,,,,61,,arrived,arrived,112.0,,,
Car 440,91.0,25,7,,,done,done charging,113.0,,,52.07535852011401
Car 70,66.0,82,12,,,done,done charging,113.0,,,0.0
Car 174,,,,,2,switch,"Charger 2 (fid=17) not available, trying Charger 8 (fid=55)",116.0,8,,
Car 448,87.0,21,10,,,done,done charging,117.0,,,19.554637813050164
Car 296,,,,,2,switch,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",117.0,0,,
Car 174,,55,8,,,start_charge,starting to charge at Charger 8 (fid=55),117.07725685859698,,5.0,
Car 213,,,,24,,arrived,arrived,121.0,,,
Car 213,,23,13,,,start_charge,starting to charge at Charger 13 (fid=23),121.0,,0.0,
Car 372,110.0,7,1,,,done,done charging,122.0,,,54.86803450095119
Car 447,114.0,82,12,,,done,done charging,123.0,,,23.528227302565835
Car 451,107.0,19,3,,,done,done charging,124.0,,,45.238728983029276
Car 296,,,,,0,switch,"Charger 0 (fid=1) not available, trying Charger 11 (fid=80)",124.16904418412601,11,,
Car 111,,,,63,,arrived,arrived,125.0,,,
Car 111,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),125.0,,0.0,
Car 296,,80,11,,,start_charge,starting to charge at Charger 11 (fid=80),125.87392792215286,,10.0,
