car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 167,,,,34,,arrived,arrived,8.0,,
Car 167,,29,24,,,start_charge,starting to charge at Charger 24 (fid=29),8.0,,
Car 139,,,,20,,arrived,arrived,15.0,,
Car 139,,115,9,,,start_charge,starting to charge at Charger 9 (fid=115),15.0,,
Car 2,,,,32,,arrived,arrived,18.0,,
Car 2,,33,2,,,start_charge,starting to charge at Charger 2 (fid=33),18.0,,
Car 40,,,,84,,arrived,arrived,29.0,,
Car 251,,,,4,,arrived,arrived,29.0,,
Car 40,,90,23,,,start_charge,starting to charge at Charger 23 (fid=90),29.0,,
Car 251,,4,18,,,start_charge,starting to charge at Charger 18 (fid=4),29.0,,
Car 243,,,,90,,arrived,arrived,31.0,,
Car 243,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 12 (fid=84)",32.0,12,
Car 243,,84,12,,,start_charge,starting to charge at Charger 12 (fid=84),33.182308002272485,,
Car 50,,,,25,,arrived,arrived,42.0,,
Car 50,,27,15,,,start_charge,starting to charge at Charger 15 (fid=27),42.0,,
Car 133,,,,90,,arrived,arrived,49.0,,
Car 177,,,,13,,arrived,arrived,49.0,,
Car 177,,13,16,,,start_charge,starting to charge at Charger 16 (fid=13),49.0,,
Car 275,,,,82,,arrived,arrived,50.0,,
Car 133,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 12 (fid=84)",50.0,12,
Car 275,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 12 (fid=84)",51.0,12,
Car 133,,,,,12,switch,"Charger 12 (fid=84) not available, trying Charger 8 (fid=64)",52.182308002272485,8,
Car 275,,,,,12,switch,"Charger 12 (fid=84) not available, trying Charger 8 (fid=64)",53.182308002272485,8,
Car 133,,64,8,,,start_charge,starting to charge at Charger 8 (fid=64),54.90945581685936,,
Car 275,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 10 (fid=58)",56.90945581685936,10,
Car 275,,58,10,,,start_charge,starting to charge at Charger 10 (fid=58),58.29271774305164,,
Car 4,,,,59,,arrived,arrived,59.0,,
Car 4,,,,,10,switch,"Charger 10 (fid=58) not available, trying Charger 8 (fid=64)",60.0,8,
Car 1,,,,3,,arrived,arrived,62.0,,
Car 247,,,,2,,arrived,arrived,62.0,,
Car 1,,1,22,,,start_charge,starting to charge at Charger 22 (fid=1),62.0,,
Car 4,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 22 (fid=1)",62.38326192619228,22,
Car 247,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 8 (fid=64)",63.0,8,
Car 247,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 10 (fid=58)",66.23009973251558,10,
Car 273,,,,50,,arrived,arrived,67.0,,
Car 273,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),67.0,,
Car 4,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 23 (fid=90)",67.17629527288264,23,
Car 247,,,,,10,switch,"Charger 10 (fid=58) not available, trying Charger 12 (fid=84)",68.61336165870786,12,
Car 4,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 19 (fid=50)",70.94973094524389,19,
Car 247,,,,,12,switch,"Charger 12 (fid=84) not available, trying Charger 22 (fid=1)",72.37564258784506,22,
Car 64,,,,43,,arrived,arrived,76.0,,
Car 64,,49,13,,,start_charge,starting to charge at Charger 13 (fid=49),76.0,,
Car 247,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 18 (fid=4)",76.6461263422776,18,
Car 4,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 12 (fid=84)",77.4941463863575,12,
Car 247,,,,,18,switch,"Charger 18 (fid=4) not available, trying Charger 19 (fid=50)",79.98225514539168,19,
Car 99,,,,4,,arrived,arrived,81.0,,
Car 99,,,,,18,switch,"Charger 18 (fid=4) not available, trying Charger 22 (fid=1)",82.0,22,
Car 243,50.0,84,12,,,done,done charging,83.18230800227249,,98.48625658929825
Car 4,,84,12,,,start_charge,starting to charge at Charger 12 (fid=84),83.53560990954239,,
Car 247,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 7 (fid=16)",84.69038466810629,7,
Car 99,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 7 (fid=16)",85.33612880311408,7,
Car 247,,16,7,,,start_charge,starting to charge at Charger 7 (fid=16),89.31218997453422,,
Car 99,,,,,7,switch,"Charger 7 (fid=16) not available, trying Charger 25 (fid=35)",90.62133794648338,25,
Car 205,,,,31,,arrived,arrived,92.0,,
Car 205,,18,0,,,start_charge,starting to charge at Charger 0 (fid=18),92.0,,
Car 99,,35,25,,,start_charge,starting to charge at Charger 25 (fid=35),92.69611817461356,,
Car 58,,,,35,,arrived,arrived,97.0,,
Car 58,,,,,25,switch,"Charger 25 (fid=35) not available, trying Charger 6 (fid=33)",98.0,6,
Car 58,,33,6,,,start_charge,starting to charge at Charger 6 (fid=33),98.29890434445544,,
Car 301,,,,59,,arrived,arrived,99.0,,
Car 301,,,,,10,switch,"Charger 10 (fid=58) not available, trying Charger 8 (fid=64)",100.0,8,
Car 301,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 22 (fid=1)",102.38326192619228,22,
Car 154,,,,56,,arrived,arrived,106.0,,
Car 154,,56,20,,,start_charge,starting to charge at Charger 20 (fid=56),106.0,,
Car 177,58.0,13,16,,,done,done charging,107.0,,58.65449183661068
Car 301,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 23 (fid=90)",107.17629527288263,23,
Car 301,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 19 (fid=50)",110.94973094524387,19,
Car 251,83.0,4,18,,,done,done charging,112.0,,46.59203422638995
Car 231,,,,3,,arrived,arrived,113.0,,
Car 231,,61,11,,,start_charge,starting to charge at Charger 11 (fid=61),113.0,,
Car 301,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 12 (fid=84)",117.49414638635749,12,
Car 278,,,,81,,arrived,arrived,119.0,,
