car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 101,,,,15,,arrived,,arrived,18.0,,
Car 101,,22,2,,,start_charge,,starting to charge at Charger 2 (fid=22),18.0,,
Car 136,,,,38,,arrived,,arrived,19.0,,
Car 136,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),19.0,,
Car 12,,,,10,,arrived,,arrived,28.0,,
Car 12,,50,1,,,start_charge,,starting to charge at Charger 1 (fid=50),28.0,,
Car 74,,,,45,,arrived,,arrived,64.0,,
Car 74,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 2 (fid=22)",65.0,2,
Car 74,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",73.3177670500834,3,
Car 79,,,,56,,arrived,,arrived,79.0,,
Car 74,,118,3,,,start_charge,,starting to charge at Charger 3 (fid=118),79.04344764166547,,
Car 141,,,,8,,arrived,,arrived,80.0,,
Car 79,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",80.0,0,
Car 141,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 0 (fid=33)",81.0,0,
Car 0,,,,30,,arrived,,arrived,82.0,,
Car 142,,,,34,,arrived,,arrived,83.0,,
Car 0,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",83.0,0,
Car 79,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 3 (fid=118)",83.09828048733746,3,
Car 104,,,,31,,arrived,,arrived,84.0,,
Car 142,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",84.0,3,
Car 104,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",85.0,0,
Car 94,,,,5,,arrived,,arrived,86.0,,
Car 0,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 3 (fid=118)",86.09828048733746,3,
Car 94,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",87.0,3,
Car 104,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 3 (fid=118)",88.09828048733746,3,
Car 141,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",90.59709701725905,2,
Car 142,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",90.72568059158206,1,
Car 79,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",91.79830624442695,1,
Car 41,,,,4,,arrived,,arrived,92.0,,
Car 136,73.0,33,0,,,done,,done charging,92.0,,274.9086122406858
Car 41,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),92.0,,
Car 65,,,,61,,arrived,,arrived,93.0,,
Car 141,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",93.69537750459651,3,
Car 65,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 2 (fid=22)",94.0,2,
Car 0,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",94.79830624442695,1,
Car 94,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 2 (fid=22)",95.52281829242814,2,
Car 104,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",96.79830624442695,1,
Car 142,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 0 (fid=33)",99.2484988840102,0,
Car 101,82.0,22,2,,,done,,done charging,100.0,,291.93263503367035
Car 79,,,,,,gave_up,1,"no alternate charger available, gave up",100.3211245368551,,
Car 141,,,,,,gave_up,3,"no alternate charger available, gave up",100.42105809617857,,
Car 94,,22,2,,,start_charge,,starting to charge at Charger 2 (fid=22),101.2484988840102,,
Car 65,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",102.3177670500834,3,
Car 0,,,,,,gave_up,1,"no alternate charger available, gave up",103.3211245368551,,
Car 104,,,,,,gave_up,1,"no alternate charger available, gave up",105.3211245368551,,
Car 142,,,,,,gave_up,0,"no alternate charger available, gave up",108.84559590126925,,
Car 65,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 0 (fid=33)",109.04344764166547,0,
Car 65,,,,,,gave_up,0,"no alternate charger available, gave up",117.74347339875497,,
Car 56,,,,89,,arrived,,arrived,118.0,,
Car 56,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",119.0,3,
Car 56,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 2 (fid=22)",127.52281829242814,2,
Car 15,,,,21,,arrived,,arrived,128.0,,
Car 15,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",129.0,0,
Car 125,,,,4,,arrived,,arrived,130.0,,
Car 125,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 2 (fid=22)",131.0,2,
Car 15,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 3 (fid=118)",132.09828048733746,3,
Car 117,,,,91,,arrived,,arrived,134.0,,
Car 125,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 1 (fid=50)",134.09828048733746,1,
Car 56,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",134.2484988840102,0,
Car 140,,,,90,,arrived,,arrived,135.0,,
Car 117,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",135.0,3,
Car 140,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",136.0,3,
Car 56,,,,,,gave_up,0,"no alternate charger available, gave up",137.34677937134765,,
Car 15,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",140.79830624442695,1,
Car 125,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 3 (fid=118)",142.41604753742087,3,
Car 50,,,,25,,arrived,,arrived,143.0,,
Car 12,115.0,50,1,,,done,,done charging,143.0,,328.241995050666
Car 117,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 2 (fid=22)",143.52281829242813,2,
Car 50,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",144.0,3,
Car 140,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 2 (fid=22)",144.52281829242813,2,
Car 109,,,,34,,arrived,,arrived,145.0,,
Car 109,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 3 (fid=118)",146.0,3,
Car 94,47.0,22,2,,,done,,done charging,148.2484988840102,,850.8885838234864
Car 15,,50,1,,,start_charge,,starting to charge at Charger 1 (fid=50),148.32112453685508,,
Car 117,,22,2,,,start_charge,,starting to charge at Charger 2 (fid=22),149.2484988840102,,
Car 50,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 0 (fid=33)",150.72568059158206,0,
Car 125,,,,,,gave_up,3,"no alternate charger available, gave up",150.938865829849,,
Car 140,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",151.2484988840102,0,
Car 109,,,,,3,switch,,"Charger 3 (fid=118) not available, trying Charger 1 (fid=50)",152.72568059158206,1,
Car 140,,,,,,gave_up,0,"no alternate charger available, gave up",154.34677937134765,,
Car 50,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 1 (fid=50)",159.42570634867155,1,
Car 109,,,,,1,switch,,"Charger 1 (fid=50) not available, trying Charger 0 (fid=33)",161.2484988840102,0,
Car 41,73.0,33,0,,,done,,done charging,165.0,,344.4475974635967
Car 35,,,,37,,arrived,,arrived,168.0,,
Car 35,,,,,2,switch,,"Charger 2 (fid=22) not available, trying Charger 0 (fid=33)",169.0,0,
Car 50,,,,,,gave_up,1,"no alternate charger available, gave up",169.0228033659306,,
Car 109,,33,0,,,start_charge,,starting to charge at Charger 0 (fid=33),169.84559590126923,,
Car 35,,,,,0,switch,,"Charger 0 (fid=33) not available, trying Charger 1 (fid=50)",172.09828048733746,1,
Car 74,98.0,118,3,,,done,,done charging,177.04344764166547,,514.079306947634
