car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 4,,,,7,,arrived,,arrived,2.0,,,
Car 4,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),2.0,,0.0,
Car 310,,,,58,,arrived,,arrived,3.0,,,
Car 310,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),3.0,,0.0,
Car 52,,,,77,,arrived,,arrived,13.0,,,
Car 52,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),13.0,,0.0,
Car 440,,,,5,,arrived,,arrived,14.0,,,
Car 440,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),14.0,,0.0,
Car 89,,,,13,,arrived,,arrived,15.0,,,
Car 89,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),15.0,,0.0,
Car 189,,,,57,,arrived,,arrived,17.0,,,
Car 189,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),17.0,,0.0,
Car 393,,,,4,,arrived,,arrived,22.0,,,
Car 393,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),22.0,,0.0,
Car 38,,,,90,,arrived,,arrived,24.0,,,
Car 38,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),24.0,,0.0,
Car 167,,,,43,,arrived,,arrived,27.0,,,
Car 186,,,,46,,arrived,,arrived,27.0,,,
Car 494,,,,73,,arrived,,arrived,27.0,,,
Car 167,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),27.0,,0.0,
Car 186,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),27.0,,0.0,
Car 494,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),27.0,,0.0,
Car 269,,,,58,,arrived,,arrived,28.0,,,
Car 269,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),28.0,,0.0,
Car 127,,,,50,,arrived,,arrived,30.0,,,
Car 127,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),30.0,,0.0,
Car 193,,,,50,,arrived,,arrived,34.0,,,
Car 193,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),34.0,,0.0,
Car 192,,,,50,,arrived,,arrived,35.0,,,
Car 192,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),35.0,,0.0,
Car 322,,,,54,,arrived,,arrived,36.0,,,
Car 322,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),36.0,,0.0,
Car 200,,,,3,,arrived,,arrived,44.0,,,
Car 200,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),44.0,,0.0,
Car 180,,,,38,,arrived,,arrived,49.0,,,
Car 180,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),49.0,,0.0,
Car 469,,,,60,,arrived,,arrived,50.0,,,
Car 212,,,,23,,arrived,,arrived,53.0,,,
Car 212,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),53.0,,0.0,
Car 231,,,,9,,arrived,,arrived,54.0,,,
Car 469,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",55.0,0,,
Car 72,,,,32,,arrived,,arrived,59.0,,,
Car 493,,,,54,,arrived,,arrived,59.0,,,
Car 231,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",59.0,0,,
Car 469,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",62.16904418412601,1,,
Car 227,,,,85,,arrived,,arrived,63.0,,,
Car 227,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),63.0,,0.0,
Car 72,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",64.0,3,,
Car 493,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",64.0,3,,
Car 169,,,,68,,arrived,,arrived,66.0,,,
Car 231,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 3 (fid=19)",66.16904418412601,3,,
Car 469,,,,,1,switch,,"Charger 1 (fid=7) not available, trying Charger 3 (fid=19)",68.11426830755639,3,,
Car 72,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",70.15699634276658,0,,
Car 493,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",70.15699634276658,0,,
Car 169,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",71.0,2,,
Car 231,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 1 (fid=7)",74.16229975113316,1,,
Car 127,45.0,1,0,,,done,,done charging,75.0,,,180.4542040102939
Car 72,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),75.0,,11.84974809022627,
Car 469,,,,,,gave_up,3,"no alternate charger available, gave up",76.9896681411162,,,
Car 51,,,,2,,arrived,,arrived,77.0,,,
Car 169,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",77.15699634276658,0,,
Car 493,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",78.15025190977373,1,,
Car 384,,,,37,,arrived,,arrived,79.0,,,
Car 495,,,,80,,arrived,,arrived,79.0,,,
Car 486,,,,10,,arrived,,arrived,82.0,,,
Car 51,,,,,1,switch,,"Charger 1 (fid=7) not available, trying Charger 0 (fid=1)",82.0,0,,
Car 452,,,,29,,arrived,,arrived,83.0,,,
Car 231,,,,,,gave_up,1,"no alternate charger available, gave up",83.03769958469297,,,
Car 52,71.0,1,0,,,done,,done charging,84.0,,,129.11660621313655
Car 384,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",84.0,3,,
Car 495,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",84.0,3,,
Car 169,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),84.0,,14.673959473107416,
Car 493,,,,,,gave_up,1,"no alternate charger available, gave up",84.09547603320411,,,
Car 142,,,,8,,arrived,,arrived,85.0,,,
Car 486,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",87.0,3,,
Car 51,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 2 (fid=17)",87.94522412343038,2,,
Car 396,,,,43,,arrived,,arrived,88.0,,,
Car 452,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",88.0,2,,
Car 499,,,,115,,arrived,,arrived,90.0,,,
Car 310,87.0,7,1,,,done,,done charging,90.0,,,118.72914267356212
Car 142,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",90.0,3,,
Car 384,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",90.15699634276658,0,,
Car 495,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",90.15699634276658,0,,
Car 124,,,,4,,arrived,,arrived,91.0,,,
Car 268,,,,55,,arrived,,arrived,91.0,,,
Car 4,90.0,7,1,,,done,,done charging,92.0,,,0.0
Car 396,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",93.0,2,,
Car 486,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",93.15699634276658,0,,
Car 452,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",94.15699634276658,0,,
Car 63,,,,67,,arrived,,arrived,95.0,,,
Car 499,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",95.0,2,,
Car 51,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",95.11426830755639,3,,
Car 124,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 2 (fid=17)",96.0,2,,
Car 268,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",96.0,2,,
Car 142,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",96.15699634276658,0,,
Car 193,63.0,1,0,,,done,,done charging,97.0,,,180.4542040102939
Car 384,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),97.0,,13.84974809022627,
