car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 445,,,,4,,arrived,arrived,0.0,,,
Car 1135,,,,124,,arrived,arrived,0.0,,,
Car 445,,77,23,,,start_charge,starting to charge at Charger 23 (fid=77),0.0,,0.0,
Car 1135,,124,8,,,start_charge,starting to charge at Charger 8 (fid=124),0.0,,0.0,
Car 1101,,,,86,,arrived,arrived,1.0,,,
Car 1314,,,,15,,arrived,arrived,1.0,,,
Car 1101,,89,13,,,start_charge,starting to charge at Charger 13 (fid=89),1.0,,0.0,
Car 1314,,75,19,,,start_charge,starting to charge at Charger 19 (fid=75),1.0,,0.0,
Car 599,,,,72,,arrived,arrived,2.0,,,
Car 599,,71,25,,,start_charge,starting to charge at Charger 25 (fid=71),2.0,,0.0,
Car 812,,,,54,,arrived,arrived,4.0,,,
Car 1171,,,,14,,arrived,arrived,4.0,,,
Car 812,,67,17,,,start_charge,starting to charge at Charger 17 (fid=67),4.0,,0.0,
Car 1171,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),4.0,,0.0,
Car 751,,,,45,,arrived,arrived,5.0,,,
Car 1080,,,,5,,arrived,arrived,5.0,,,
Car 751,,60,29,,,start_charge,starting to charge at Charger 29 (fid=60),5.0,,0.0,
Car 1080,,38,16,,,start_charge,starting to charge at Charger 16 (fid=38),5.0,,0.0,
Car 337,,,,46,,arrived,arrived,6.0,,,
Car 337,,46,24,,,start_charge,starting to charge at Charger 24 (fid=46),6.0,,0.0,
Car 96,,,,3,,arrived,arrived,8.0,,,
Car 96,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),8.0,,0.0,
Car 904,,,,25,,arrived,arrived,11.0,,,
Car 922,,,,44,,arrived,arrived,11.0,,,
Car 1353,,,,6,,arrived,arrived,11.0,,,
Car 904,,43,11,,,start_charge,starting to charge at Charger 11 (fid=43),11.0,,0.0,
Car 922,,46,24,,,start_charge,starting to charge at Charger 24 (fid=46),11.0,,0.0,
Car 1353,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),11.0,,0.0,
Car 129,,,,4,,arrived,arrived,13.0,,,
Car 435,,,,27,,arrived,arrived,13.0,,,
Car 129,,38,16,,,start_charge,starting to charge at Charger 16 (fid=38),13.0,,0.0,
Car 435,,28,12,,,start_charge,starting to charge at Charger 12 (fid=28),13.0,,0.0,
Car 53,,,,4,,arrived,arrived,15.0,,,
Car 658,,,,44,,arrived,arrived,15.0,,,
Car 53,,38,16,,,start_charge,starting to charge at Charger 16 (fid=38),15.0,,0.0,
Car 658,,46,24,,,start_charge,starting to charge at Charger 24 (fid=46),15.0,,0.0,
Car 1344,,,,38,,arrived,arrived,16.0,,,
Car 1344,,38,16,,,start_charge,starting to charge at Charger 16 (fid=38),16.0,,0.0,
Car 8,,,,15,,arrived,arrived,18.0,,,
Car 340,,,,54,,arrived,arrived,18.0,,,
Car 8,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),18.0,,0.0,
Car 340,,67,17,,,start_charge,starting to charge at Charger 17 (fid=67),18.0,,0.0,
Car 227,,,,118,,arrived,arrived,20.0,,,
Car 227,,76,27,,,start_charge,starting to charge at Charger 27 (fid=76),20.0,,0.0,
Car 54,,,,7,,arrived,arrived,23.0,,,
Car 744,,,,51,,arrived,arrived,23.0,,,
Car 1278,,,,83,,arrived,arrived,23.0,,,
Car 54,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),23.0,,0.0,
Car 744,,77,23,,,start_charge,starting to charge at Charger 23 (fid=77),23.0,,0.0,
Car 1278,,76,27,,,start_charge,starting to charge at Charger 27 (fid=76),23.0,,0.0,
Car 667,,,,60,,arrived,arrived,24.0,,,
Car 1366,,,,86,,arrived,arrived,24.0,,,
Car 667,,60,29,,,start_charge,starting to charge at Charger 29 (fid=60),24.0,,0.0,
Car 1366,,89,13,,,start_charge,starting to charge at Charger 13 (fid=89),24.0,,0.0,
Car 1212,,,,45,,arrived,arrived,25.0,,,
Car 1212,,60,29,,,start_charge,starting to charge at Charger 29 (fid=60),25.0,,0.0,
Car 482,,,,17,,arrived,arrived,27.0,,,
Car 482,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),27.0,,0.0,
Car 222,,,,76,,arrived,arrived,28.0,,,
Car 776,,,,21,,arrived,arrived,28.0,,,
Car 222,,76,27,,,start_charge,starting to charge at Charger 27 (fid=76),28.0,,0.0,
Car 776,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),28.0,,0.0,
Car 228,,,,50,,arrived,arrived,29.0,,,
Car 895,,,,31,,arrived,arrived,29.0,,,
Car 228,,77,23,,,start_charge,starting to charge at Charger 23 (fid=77),29.0,,0.0,
Car 895,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),29.0,,0.0,
Car 540,,,,68,,arrived,arrived,30.0,,,
Car 540,,70,18,,,start_charge,starting to charge at Charger 18 (fid=70),30.0,,0.0,
Car 703,,,,60,,arrived,arrived,32.0,,,
Car 703,,60,29,,,start_charge,starting to charge at Charger 29 (fid=60),32.0,,0.0,
Car 532,,,,20,,arrived,arrived,33.0,,,
Car 581,,,,24,,arrived,arrived,33.0,,,
Car 532,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),33.0,,0.0,
Car 581,,23,14,,,start_charge,starting to charge at Charger 14 (fid=23),33.0,,0.0,
Car 175,,,,69,,arrived,arrived,34.0,,,
Car 675,,,,77,,arrived,arrived,34.0,,,
Car 175,,70,18,,,start_charge,starting to charge at Charger 18 (fid=70),34.0,,0.0,
Car 675,,77,23,,,start_charge,starting to charge at Charger 23 (fid=77),34.0,,0.0,
Car 1255,,,,54,,arrived,arrived,35.0,,,
Car 1255,,67,17,,,start_charge,starting to charge at Charger 17 (fid=67),35.0,,0.0,
Car 422,,,,78,,arrived,arrived,37.0,,,
Car 1282,,,,77,,arrived,arrived,37.0,,,
Car 422,,9,6,,,start_charge,starting to charge at Charger 6 (fid=9),37.0,,0.0,
Car 1282,,77,23,,,start_charge,starting to charge at Charger 23 (fid=77),37.0,,0.0,
Car 499,,,,8,,arrived,arrived,38.0,,,
Car 499,,73,20,,,start_charge,starting to charge at Charger 20 (fid=73),38.0,,0.0,
Car 507,,,,56,,arrived,arrived,39.0,,,
Car 1102,,,,40,,arrived,arrived,39.0,,,
Car 507,,70,18,,,start_charge,starting to charge at Charger 18 (fid=70),39.0,,0.0,
Car 1102,,60,29,,,start_charge,starting to charge at Charger 29 (fid=60),39.0,,0.0,
Car 59,,,,38,,arrived,arrived,40.0,,,
Car 1208,,,,61,,arrived,arrived,40.0,,,
Car 59,,38,16,,,start_charge,starting to charge at Charger 16 (fid=38),40.0,,0.0,
Car 1208,,9,6,,,start_charge,starting to charge at Charger 6 (fid=9),40.0,,0.0,
Car 716,,,,70,,arrived,arrived,42.0,,,
Car 716,,70,18,,,start_charge,starting to charge at Charger 18 (fid=70),42.0,,0.0,
Car 876,,,,45,,arrived,arrived,43.0,,,
Car 156,,,,62,,arrived,arrived,44.0,,,
Car 124,,,,19,,arrived,arrived,45.0,,,
Car 702,,,,66,,arrived,arrived,45.0,,,
Car 1157,,,,10,,arrived,arrived,45.0,,,
Car 124,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),45.0,,0.0,
Car 702,,9,6,,,start_charge,starting to charge at Charger 6 (fid=9),45.0,,0.0,
Car 1157,,9,6,,,start_charge,starting to charge at Charger 6 (fid=9),45.0,,0.0,
Car 122,,,,88,,arrived,arrived,47.0,,,
Car 122,,89,13,,,start_charge,starting to charge at Charger 13 (fid=89),47.0,,0.0,
Car 691,,,,14,,arrived,arrived,48.0,,,
