car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 79,,,,39,,arrived,arrived,1.0,,
Car 79,,61,17,,,start_charge,starting to charge at Charger 17 (fid=61),1.0,,
Car 56,,,,54,,arrived,arrived,23.0,,
Car 56,,32,12,,,start_charge,starting to charge at Charger 12 (fid=32),23.0,,
Car 69,,,,22,,arrived,arrived,56.0,,
Car 69,,68,8,,,start_charge,starting to charge at Charger 8 (fid=68),56.0,,
Car 79,92.0,61,17,,,done,done charging,93.0,,140.08442071973684
Car 17,,,,29,,arrived,arrived,116.0,,
Car 17,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),116.0,,
Car 14,,,,35,,arrived,arrived,135.0,,
Car 69,79.0,68,8,,,done,done charging,135.0,,137.9106264556576
Car 14,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 12 (fid=32)",136.0,12,
Car 14,,,,,12,switch,"Charger 12 (fid=32) not available, trying Charger 15 (fid=15)",137.70483924204757,15,
Car 14,,15,15,,,start_charge,starting to charge at Charger 15 (fid=15),138.75218558540368,,
Car 56,119.0,32,12,,,done,done charging,142.0,,132.9157860691881
Car 34,,,,118,,arrived,arrived,165.0,,
Car 34,,,,,15,switch,"Charger 15 (fid=15) not available, trying Charger 0 (fid=80)",166.0,0,
Car 34,,80,0,,,start_charge,starting to charge at Charger 0 (fid=80),166.88245037991504,,
Car 17,67.0,33,1,,,done,done charging,183.0,,55.61811574307244
Car 30,,,,36,,arrived,arrived,188.0,,
Car 30,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),188.0,,
Car 34,51.0,80,0,,,done,done charging,217.88245037991504,,374.45609834246636
Car 41,,,,18,,arrived,arrived,218.0,,
Car 41,,32,12,,,start_charge,starting to charge at Charger 12 (fid=32),218.0,,
Car 74,,,,36,,arrived,arrived,226.0,,
Car 14,88.0,15,15,,,done,done charging,226.75218558540368,,53.42957343213961
Car 74,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 15 (fid=15)",227.0,15,
Car 74,,15,15,,,start_charge,starting to charge at Charger 15 (fid=15),227.71389934853175,,
Car 23,,,,85,,arrived,arrived,243.0,,
Car 23,,89,5,,,start_charge,starting to charge at Charger 5 (fid=89),243.0,,
Car 5,,,,14,,arrived,arrived,259.0,,
Car 5,,,,,12,switch,"Charger 12 (fid=32) not available, trying Charger 1 (fid=33)",260.0,1,
Car 5,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 15 (fid=15)",261.70483924204757,15,
Car 5,,,,,15,switch,"Charger 15 (fid=15) not available, trying Charger 0 (fid=80)",263.4187385905793,0,
Car 5,,80,0,,,start_charge,starting to charge at Charger 0 (fid=80),264.30118897049437,,
Car 39,,,,117,,arrived,arrived,267.0,,
Car 39,,4,9,,,start_charge,starting to charge at Charger 9 (fid=4),267.0,,
Car 40,,,,70,,arrived,arrived,271.0,,
Car 89,,,,68,,arrived,arrived,272.0,,
Car 40,,,,,12,switch,"Charger 12 (fid=32) not available, trying Charger 8 (fid=68)",272.0,8,
Car 89,,68,8,,,start_charge,starting to charge at Charger 8 (fid=68),272.0,,
Car 40,,,,,8,switch,"Charger 8 (fid=68) not available, trying Charger 1 (fid=33)",274.70629495459383,1,
Car 40,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 14 (fid=21)",277.7556306337901,14,
Car 40,,21,14,,,start_charge,starting to charge at Charger 14 (fid=21),279.91784751373996,,
Car 4,,,,69,,arrived,arrived,284.0,,
Car 4,,,,,8,switch,"Charger 8 (fid=68) not available, trying Charger 14 (fid=21)",285.0,14,
Car 4,,,,,14,switch,"Charger 14 (fid=21) not available, trying Charger 12 (fid=32)",286.70781467871643,12,
Car 92,,,,37,,arrived,arrived,288.0,,
Car 92,,46,3,,,start_charge,starting to charge at Charger 3 (fid=46),288.0,,
Car 4,,,,,12,switch,"Charger 12 (fid=32) not available, trying Charger 1 (fid=33)",289.5269908340639,1,
Car 74,62.0,15,15,,,done,done charging,289.71389934853175,,52.46803584467238
Car 87,,,,17,,arrived,arrived,291.0,,
Car 87,,15,15,,,start_charge,starting to charge at Charger 15 (fid=15),291.0,,
Car 4,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 15 (fid=15)",291.23183007611146,15,
Car 4,,,,,15,switch,"Charger 15 (fid=15) not available, trying Charger 0 (fid=80)",292.9457294246432,0,
Car 4,,,,,0,switch,"Charger 0 (fid=80) not available, trying Charger 6 (fid=32)",294.82817980455826,6,
Car 37,,,,7,,arrived,arrived,298.0,,
Car 37,,7,13,,,start_charge,starting to charge at Charger 13 (fid=7),298.0,,
Car 47,,,,12,,arrived,arrived,300.0,,
Car 4,,32,6,,,start_charge,starting to charge at Charger 6 (fid=32),300.4480035383083,,
Car 47,,,,,13,switch,"Charger 13 (fid=7) not available, trying Charger 9 (fid=4)",301.0,9,
Car 30,114.0,33,1,,,done,done charging,302.0,,34.18145862944299
Car 29,,,,38,,arrived,arrived,303.0,,
Car 29,,,,,3,switch,"Charger 3 (fid=46) not available, trying Charger 16 (fid=48)",304.0,16,
Car 47,,,,,9,switch,"Charger 9 (fid=4) not available, trying Charger 5 (fid=89)",304.8420368669751,5,
Car 42,,,,7,,arrived,arrived,305.0,,
Car 29,,48,16,,,start_charge,starting to charge at Charger 16 (fid=48),305.7809129917152,,
Car 42,,,,,13,switch,"Charger 13 (fid=7) not available, trying Charger 5 (fid=89)",306.0,5,
Car 42,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 9 (fid=4)",309.8378009176274,9,
Car 47,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 15 (fid=15)",310.6528481403709,15,
Car 23,70.0,89,5,,,done,done charging,313.0,,110.06822222762213
Car 41,97.0,32,12,,,done,done charging,315.0,,38.33833168458126
Car 42,,,,,9,switch,"Charger 9 (fid=4) not available, trying Charger 7 (fid=84)",315.64861219102323,7,
Car 47,,,,,15,switch,"Charger 15 (fid=15) not available, trying Charger 7 (fid=84)",317.07014292689166,7,
Car 42,,84,7,,,start_charge,starting to charge at Charger 7 (fid=84),320.7201247109314,,
Car 47,,,,,7,switch,"Charger 7 (fid=84) not available, trying Charger 0 (fid=80)",323.74813895992474,0,
Car 3,,,,85,,arrived,arrived,326.0,,
