car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 417,,,,25,,arrived,arrived,0.0,,,
Car 724,,,,53,,arrived,arrived,0.0,,,
Car 417,,26,23,,,start_charge,starting to charge at Charger 23 (fid=26),0.0,,0.0,
Car 724,,59,5,,,start_charge,starting to charge at Charger 5 (fid=59),0.0,,0.0,
Car 310,,,,54,,arrived,arrived,3.0,,,
Car 310,,31,25,,,start_charge,starting to charge at Charger 25 (fid=31),3.0,,0.0,
Car 513,,,,25,,arrived,arrived,5.0,,,
Car 581,,,,21,,arrived,arrived,5.0,,,
Car 513,,26,23,,,start_charge,starting to charge at Charger 23 (fid=26),5.0,,0.0,
Car 581,,117,14,,,start_charge,starting to charge at Charger 14 (fid=117),5.0,,0.0,
Car 657,,,,76,,arrived,arrived,8.0,,,
Car 657,,82,9,,,start_charge,starting to charge at Charger 9 (fid=82),8.0,,0.0,
Car 343,,,,86,,arrived,arrived,9.0,,,
Car 531,,,,38,,arrived,arrived,9.0,,,
Car 343,,87,7,,,start_charge,starting to charge at Charger 7 (fid=87),9.0,,0.0,
Car 531,,47,16,,,start_charge,starting to charge at Charger 16 (fid=47),9.0,,0.0,
Car 268,,,,52,,arrived,arrived,12.0,,,
Car 268,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),12.0,,0.0,
Car 347,,,,124,,arrived,arrived,17.0,,,
Car 604,,,,46,,arrived,arrived,17.0,,,
Car 347,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),17.0,,0.0,
Car 604,,46,22,,,start_charge,starting to charge at Charger 22 (fid=46),17.0,,0.0,
Car 21,,,,2,,arrived,arrived,20.0,,,
Car 21,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),20.0,,0.0,
Car 336,,,,26,,arrived,arrived,22.0,,,
Car 336,,25,24,,,start_charge,starting to charge at Charger 24 (fid=25),22.0,,0.0,
Car 397,,,,73,,arrived,arrived,23.0,,,
Car 397,,37,21,,,start_charge,starting to charge at Charger 21 (fid=37),23.0,,0.0,
Car 445,,,,117,,arrived,arrived,24.0,,,
Car 445,,117,14,,,start_charge,starting to charge at Charger 14 (fid=117),24.0,,0.0,
Car 344,,,,115,,arrived,arrived,30.0,,,
Car 344,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),30.0,,0.0,
Car 169,,,,60,,arrived,arrived,36.0,,,
Car 169,,60,18,,,start_charge,starting to charge at Charger 18 (fid=60),36.0,,0.0,
Car 544,,,,34,,arrived,arrived,39.0,,,
Car 710,,,,7,,arrived,arrived,39.0,,,
Car 544,,35,17,,,start_charge,starting to charge at Charger 17 (fid=35),39.0,,0.0,
Car 710,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),39.0,,0.0,
Car 256,,,,1,,arrived,arrived,41.0,,,
Car 256,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),41.0,,0.0,
Car 493,,,,27,,arrived,arrived,42.0,,,
Car 755,,,,50,,arrived,arrived,42.0,,,
Car 493,,30,6,,,start_charge,starting to charge at Charger 6 (fid=30),42.0,,0.0,
Car 755,,60,18,,,start_charge,starting to charge at Charger 18 (fid=60),42.0,,0.0,
