car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 5,,,,32,,arrived,arrived,18.0,,
Car 5,,33,2,,,start_charge,starting to charge at Charger 2 (fid=33),18.0,,
Car 43,,,,84,,arrived,arrived,29.0,,
Car 43,,84,11,,,start_charge,starting to charge at Charger 11 (fid=84),29.0,,
Car 53,,,,25,,arrived,arrived,42.0,,
Car 53,,33,6,,,start_charge,starting to charge at Charger 6 (fid=33),42.0,,
Car 7,,,,59,,arrived,arrived,59.0,,
Car 7,,58,9,,,start_charge,starting to charge at Charger 9 (fid=58),59.0,,
Car 4,,,,3,,arrived,arrived,62.0,,
Car 4,,,,,6,switch,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",63.0,0,
Car 4,,18,0,,,start_charge,starting to charge at Charger 0 (fid=18),63.80328480244857,,
Car 67,,,,43,,arrived,arrived,76.0,,
Car 67,,49,12,,,start_charge,starting to charge at Charger 12 (fid=49),76.0,,
Car 61,,,,35,,arrived,arrived,97.0,,
Car 61,,,,,6,switch,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",98.0,0,
Car 61,,,,,0,switch,"Charger 0 (fid=18) not available, trying Charger 7 (fid=16)",99.80328480244857,7,
Car 61,,16,7,,,start_charge,starting to charge at Charger 7 (fid=16),101.49828142470298,,
Car 43,102.0,84,11,,,done,done charging,131.0,,139.8903618258362
Car 5,114.0,33,2,,,done,done charging,132.0,,22.41591973847561
Car 53,100.0,33,6,,,done,done charging,142.0,,123.43464344984248
Car 4,85.0,18,0,,,done,done charging,148.80328480244856,,337.91771788905464
Car 7,99.0,58,9,,,done,done charging,158.0,,110.17154949515006
Car 42,,,,23,,arrived,arrived,170.0,,
Car 42,,25,13,,,start_charge,starting to charge at Charger 13 (fid=25),170.0,,
Car 79,,,,15,,arrived,arrived,173.0,,
Car 79,,33,6,,,start_charge,starting to charge at Charger 6 (fid=33),173.0,,
Car 61,72.0,16,7,,,done,done charging,173.49828142470298,,172.829193003244
Car 20,,,,50,,arrived,arrived,177.0,,
Car 20,,61,10,,,start_charge,starting to charge at Charger 10 (fid=61),177.0,,
Car 67,110.0,49,12,,,done,done charging,186.0,,39.32585860490738
Car 94,,,,47,,arrived,arrived,187.0,,
Car 94,,27,3,,,start_charge,starting to charge at Charger 3 (fid=27),187.0,,
Car 0,,,,55,,arrived,arrived,192.0,,
Car 0,,18,0,,,start_charge,starting to charge at Charger 0 (fid=18),192.0,,
Car 68,,,,23,,arrived,arrived,202.0,,
Car 68,,,,,6,switch,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",203.0,0,
Car 68,,,,,0,switch,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",204.80328480244856,4,
Car 68,,22,4,,,start_charge,starting to charge at Charger 4 (fid=22),207.4811511591015,,
Car 98,,,,49,,arrived,arrived,210.0,,
Car 98,,49,12,,,start_charge,starting to charge at Charger 12 (fid=49),210.0,,
Car 21,,,,88,,arrived,arrived,221.0,,
Car 21,,84,11,,,start_charge,starting to charge at Charger 11 (fid=84),221.0,,
Car 79,50.0,33,6,,,done,done charging,223.0,,59.46781573269558
Car 42,54.0,25,13,,,done,done charging,224.0,,36.73875910180274
Car 94,46.0,27,3,,,done,done charging,233.0,,93.12920407538058
Car 13,,,,83,,arrived,arrived,247.0,,
Car 13,,33,6,,,start_charge,starting to charge at Charger 6 (fid=33),247.0,,
Car 87,,,,38,,arrived,arrived,256.0,,
Car 87,,27,3,,,start_charge,starting to charge at Charger 3 (fid=27),256.0,,
Car 0,71.0,18,0,,,done,done charging,263.0,,84.9807231166564
Car 31,,,,58,,arrived,arrived,264.0,,
Car 31,,58,9,,,start_charge,starting to charge at Charger 9 (fid=58),264.0,,
Car 64,,,,1,,arrived,arrived,267.0,,
Car 64,,,,,9,switch,"Charger 9 (fid=58) not available, trying Charger 11 (fid=84)",268.0,11,
Car 20,92.0,61,10,,,done,done charging,269.0,,193.30517825222327
Car 64,,,,,11,switch,"Charger 11 (fid=84) not available, trying Charger 8 (fid=64)",271.7622809291372,8,
Car 64,,64,8,,,start_charge,starting to charge at Charger 8 (fid=64),274.4894287437241,,
Car 98,65.0,49,12,,,done,done charging,275.0,,20.056916709042437
Car 74,,,,38,,arrived,arrived,276.0,,
Car 84,,,,64,,arrived,arrived,277.0,,
Car 74,,,,,3,switch,"Charger 3 (fid=27) not available, trying Charger 12 (fid=49)",277.0,12,
