car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 169,,,,8,,arrived,arrived,1.0,,
Car 293,,,,39,,arrived,arrived,1.0,,
Car 169,,8,14,,,start_charge,starting to charge at Charger 14 (fid=8),1.0,,
Car 293,,39,1,,,start_charge,starting to charge at Charger 1 (fid=39),1.0,,
Car 282,,,,24,,arrived,arrived,5.0,,
Car 282,,47,18,,,start_charge,starting to charge at Charger 18 (fid=47),5.0,,
Car 219,,,,51,,arrived,arrived,11.0,,
Car 219,,51,4,,,start_charge,starting to charge at Charger 4 (fid=51),11.0,,
Car 74,,,,34,,arrived,arrived,21.0,,
Car 74,,35,27,,,start_charge,starting to charge at Charger 27 (fid=35),21.0,,
Car 120,,,,29,,arrived,arrived,26.0,,
Car 120,,36,19,,,start_charge,starting to charge at Charger 19 (fid=36),26.0,,
Car 213,,,,4,,arrived,arrived,43.0,,
Car 213,,4,24,,,start_charge,starting to charge at Charger 24 (fid=4),43.0,,
Car 196,,,,85,,arrived,arrived,55.0,,
Car 282,50.0,47,18,,,done,done charging,55.0,,172.87037933441727
Car 196,,52,10,,,start_charge,starting to charge at Charger 10 (fid=52),55.0,,
Car 184,,,,45,,arrived,arrived,61.0,,
Car 184,,62,5,,,start_charge,starting to charge at Charger 5 (fid=62),61.0,,
Car 293,61.0,39,1,,,done,done charging,62.0,,52.906494900102736
Car 133,,,,33,,arrived,arrived,65.0,,
Car 234,,,,61,,arrived,arrived,65.0,,
Car 133,,47,18,,,start_charge,starting to charge at Charger 18 (fid=47),65.0,,
Car 234,,39,1,,,start_charge,starting to charge at Charger 1 (fid=39),65.0,,
Car 281,,,,58,,arrived,arrived,67.0,,
Car 281,,,,,4,switch,"Charger 4 (fid=51) not available, trying Charger 10 (fid=52)",68.0,10,
Car 174,,,,19,,arrived,arrived,69.0,,
Car 174,,20,6,,,start_charge,starting to charge at Charger 6 (fid=20),69.0,,
Car 70,,,,77,,arrived,arrived,70.0,,
Car 171,,,,2,,arrived,arrived,70.0,,
Car 70,,,,,4,switch,"Charger 4 (fid=51) not available, trying Charger 5 (fid=62)",71.0,5,
Car 171,,,,,10,switch,"Charger 10 (fid=52) not available, trying Charger 24 (fid=4)",71.0,24,
Car 281,,,,,10,switch,"Charger 10 (fid=52) not available, trying Charger 24 (fid=4)",71.53387358487387,24,
Car 171,,,,,24,switch,"Charger 24 (fid=4) not available, trying Charger 7 (fid=12)",73.96301205316014,7,
Car 281,,,,,24,switch,"Charger 24 (fid=4) not available, trying Charger 7 (fid=12)",74.49688563803402,7,
Car 70,,,,,5,switch,"Charger 5 (fid=62) not available, trying Charger 10 (fid=52)",74.82528400270691,10,
Car 44,,,,29,,arrived,arrived,75.0,,
Car 44,,,,,19,switch,"Charger 19 (fid=36) not available, trying Charger 15 (fid=29)",76.0,15,
Car 44,,29,15,,,start_charge,starting to charge at Charger 15 (fid=29),76.54220339654714,,
Car 207,,,,20,,arrived,arrived,77.0,,
Car 171,,12,7,,,start_charge,starting to charge at Charger 7 (fid=12),77.3425579514576,,
Car 207,,,,,6,switch,"Charger 6 (fid=20) not available, trying Charger 17 (fid=69)",78.0,17,
Car 207,,69,17,,,start_charge,starting to charge at Charger 17 (fid=69),78.7052088016168,,
Car 281,,,,,7,switch,"Charger 7 (fid=12) not available, trying Charger 5 (fid=62)",78.87643153633147,5,
Car 70,,,,,10,switch,"Charger 10 (fid=52) not available, trying Charger 24 (fid=4)",79.38894114594636,24,
Car 70,,,,,24,switch,"Charger 24 (fid=4) not available, trying Charger 8 (fid=9)",82.3519531991065,8,
Car 281,,,,,5,switch,"Charger 5 (fid=62) not available, trying Charger 9 (fid=3)",84.84607653957308,9,
Car 70,,9,8,,,start_charge,starting to charge at Charger 8 (fid=9),86.58755013775504,,
Car 10,,,,9,,arrived,arrived,88.0,,
Car 164,,,,56,,arrived,arrived,88.0,,
Car 265,,,,86,,arrived,arrived,88.0,,
Car 164,,71,11,,,start_charge,starting to charge at Charger 11 (fid=71),88.0,,
