car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 69,,,,58,,arrived,arrived,39.0,,
Car 69,,5,16,,,start_charge,starting to charge at Charger 16 (fid=5),39.0,,
Car 44,,,,51,,arrived,arrived,49.0,,
Car 77,,,,42,,arrived,arrived,49.0,,
Car 44,,40,11,,,start_charge,starting to charge at Charger 11 (fid=40),49.0,,
Car 77,,47,5,,,start_charge,starting to charge at Charger 5 (fid=47),49.0,,
Car 2,,,,41,,arrived,arrived,56.0,,
Car 2,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),56.0,,
Car 50,,,,14,,arrived,arrived,68.0,,
Car 50,,33,12,,,start_charge,starting to charge at Charger 12 (fid=33),68.0,,
Car 58,,,,43,,arrived,arrived,72.0,,
Car 58,,28,9,,,start_charge,starting to charge at Charger 9 (fid=28),72.0,,
Car 33,,,,81,,arrived,arrived,83.0,,
Car 33,,28,14,,,start_charge,starting to charge at Charger 14 (fid=28),83.0,,
Car 85,,,,80,,arrived,arrived,88.0,,
Car 85,,,,,14,switch,"Charger 14 (fid=28) not available, trying Charger 12 (fid=33)",89.0,12,
Car 85,,,,,12,switch,"Charger 12 (fid=33) not available, trying Charger 7 (fid=22)",90.7308632208641,7,
Car 85,,22,7,,,start_charge,starting to charge at Charger 7 (fid=22),92.46754318866637,,
Car 2,49.0,31,6,,,done,done charging,105.0,,65.52816383322315
Car 44,58.0,40,11,,,done,done charging,107.0,,156.7588937011684
Car 30,,,,41,,arrived,arrived,116.0,,
Car 30,,31,6,,,start_charge,starting to charge at Charger 6 (fid=31),116.0,,
Car 74,,,,46,,arrived,arrived,122.0,,
Car 74,,,,,6,switch,"Charger 6 (fid=31) not available, trying Charger 9 (fid=28)",123.0,9,
Car 74,,,,,9,switch,"Charger 9 (fid=28) not available, trying Charger 5 (fid=47)",125.03401591731227,5,
Car 74,,,,,5,switch,"Charger 5 (fid=47) not available, trying Charger 15 (fid=26)",127.40636975273144,15,
Car 74,,26,15,,,start_charge,starting to charge at Charger 15 (fid=26),129.03501258359117,,
Car 69,91.0,5,16,,,done,done charging,130.0,,178.34861208362545
Car 77,81.0,47,5,,,done,done charging,130.0,,96.46446705352004
Car 33,48.0,28,14,,,done,done charging,131.0,,173.2172422504266
Car 96,,,,90,,arrived,arrived,136.0,,
Car 58,64.0,28,9,,,done,done charging,136.0,,97.34808666957991
Car 96,,88,18,,,start_charge,starting to charge at Charger 18 (fid=88),136.0,,
Car 50,77.0,33,12,,,done,done charging,145.0,,70.14902499955132
Car 54,,,,29,,arrived,arrived,150.0,,
Car 54,,28,14,,,start_charge,starting to charge at Charger 14 (fid=28),150.0,,
Car 30,49.0,31,6,,,done,done charging,165.0,,65.52816383322315
Car 51,,,,51,,arrived,arrived,196.0,,
Car 94,,,,8,,arrived,arrived,196.0,,
Car 101,,,,37,,arrived,arrived,196.0,,
Car 51,,40,11,,,start_charge,starting to charge at Charger 11 (fid=40),196.0,,
Car 94,,8,2,,,start_charge,starting to charge at Charger 2 (fid=8),196.0,,
Car 101,,11,4,,,start_charge,starting to charge at Charger 4 (fid=11),196.0,,
Car 85,105.0,22,7,,,done,done charging,197.46754318866635,,141.18079321360335
Car 72,,,,11,,arrived,arrived,207.0,,
Car 72,,,,,4,switch,"Charger 4 (fid=11) not available, trying Charger 12 (fid=33)",208.0,12,
Car 72,,33,12,,,start_charge,starting to charge at Charger 12 (fid=33),210.6783661478202,,
Car 25,,,,7,,arrived,arrived,217.0,,
Car 25,,,,,18,switch,"Charger 18 (fid=88) not available, trying Charger 10 (fid=86)",218.0,10,
Car 25,,86,10,,,start_charge,starting to charge at Charger 10 (fid=86),219.3476110604253,,
Car 59,,,,57,,arrived,arrived,227.0,,
Car 59,,56,20,,,start_charge,starting to charge at Charger 20 (fid=56),227.0,,
Car 100,,,,17,,arrived,arrived,229.0,,
Car 100,,,,,14,switch,"Charger 14 (fid=28) not available, trying Charger 12 (fid=33)",230.0,12,
Car 74,102.0,26,15,,,done,done charging,231.03501258359117,,207.39408713516798
Car 100,,,,,12,switch,"Charger 12 (fid=33) not available, trying Charger 7 (fid=22)",231.7308632208641,7,
Car 100,,22,7,,,start_charge,starting to charge at Charger 7 (fid=22),233.46754318866638,,
Car 96,98.0,88,18,,,done,done charging,234.0,,82.85843008429342
Car 32,,,,34,,arrived,arrived,235.0,,
Car 32,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),235.0,,
Car 79,,,,63,,arrived,arrived,237.0,,
Car 79,,,,,2,switch,"Charger 2 (fid=8) not available, trying Charger 13 (fid=78)",238.0,13,
Car 79,,78,13,,,start_charge,starting to charge at Charger 13 (fid=78),240.26664252789558,,
Car 82,,,,14,,arrived,arrived,249.0,,
Car 82,,,,,12,switch,"Charger 12 (fid=33) not available, trying Charger 14 (fid=28)",250.0,14,
Car 54,101.0,28,14,,,done,done charging,251.0,,53.60381986227958
Car 82,,28,14,,,start_charge,starting to charge at Charger 14 (fid=28),251.0,,
Car 51,66.0,40,11,,,done,done charging,262.0,,156.7588937011684
Car 97,,,,116,,arrived,arrived,263.0,,
Car 97,,,,,7,switch,"Charger 7 (fid=22) not available, trying Charger 14 (fid=28)",264.0,14,
Car 97,,,,,14,switch,"Charger 14 (fid=28) not available, trying Charger 12 (fid=33)",266.7124987447435,12,
Car 97,,,,,12,switch,"Charger 12 (fid=33) not available, trying Charger 19 (fid=21)",268.4433619656076,19,
Car 97,,21,19,,,start_charge,starting to charge at Charger 19 (fid=21),270.6055788455575,,
Car 49,,,,74,,arrived,arrived,287.0,,
Car 49,,12,3,,,start_charge,starting to charge at Charger 3 (fid=12),287.0,,
