car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 161,,,,38,,arrived,arrived,2.0,,
Car 257,,,,88,,arrived,arrived,2.0,,
Car 161,,65,12,,,start_charge,starting to charge at Charger 12 (fid=65),2.0,,
Car 257,,84,3,,,start_charge,starting to charge at Charger 3 (fid=84),2.0,,
Car 182,,,,52,,arrived,arrived,6.0,,
Car 182,,7,4,,,start_charge,starting to charge at Charger 4 (fid=7),6.0,,
Car 158,,,,30,,arrived,arrived,7.0,,
Car 158,,31,19,,,start_charge,starting to charge at Charger 19 (fid=31),7.0,,
Car 274,,,,90,,arrived,arrived,13.0,,
Car 274,,,,,3,switch,"Charger 3 (fid=84) not available, trying Charger 4 (fid=7)",14.0,4,
Car 274,,,,,4,switch,"Charger 4 (fid=7) not available, trying Charger 14 (fid=5)",18.09850216413977,14,
Car 264,,,,60,,arrived,arrived,21.0,,
Car 264,,51,2,,,start_charge,starting to charge at Charger 2 (fid=51),21.0,,
Car 274,,5,14,,,start_charge,starting to charge at Charger 14 (fid=5),21.46026319002189,,
Car 38,,,,55,,arrived,arrived,24.0,,
Car 214,,,,27,,arrived,arrived,24.0,,
Car 38,,55,22,,,start_charge,starting to charge at Charger 22 (fid=55),24.0,,
Car 214,,28,23,,,start_charge,starting to charge at Charger 23 (fid=28),24.0,,
Car 85,,,,90,,arrived,arrived,29.0,,
Car 85,,,,,3,switch,"Charger 3 (fid=84) not available, trying Charger 4 (fid=7)",30.0,4,
Car 144,,,,3,,arrived,arrived,31.0,,
Car 144,,12,15,,,start_charge,starting to charge at Charger 15 (fid=12),31.0,,
Car 132,,,,70,,arrived,arrived,34.0,,
Car 132,,71,21,,,start_charge,starting to charge at Charger 21 (fid=71),34.0,,
Car 85,,,,,4,switch,"Charger 4 (fid=7) not available, trying Charger 14 (fid=5)",34.098502164139774,14,
Car 143,,,,124,,arrived,arrived,37.0,,
Car 143,,20,1,,,start_charge,starting to charge at Charger 1 (fid=20),37.0,,
Car 85,,,,,14,switch,"Charger 14 (fid=5) not available, trying Charger 15 (fid=12)",38.4602631900219,15,
Car 120,,,,38,,arrived,arrived,39.0,,
Car 120,,,,,12,switch,"Charger 12 (fid=65) not available, trying Charger 0 (fid=42)",40.0,0,
Car 120,,42,0,,,start_charge,starting to charge at Charger 0 (fid=42),43.447135746784134,,
Car 85,,,,,15,switch,"Charger 15 (fid=12) not available, trying Charger 2 (fid=51)",45.06486450830566,2,
Car 27,,,,32,,arrived,arrived,46.0,,
Car 27,,30,6,,,start_charge,starting to charge at Charger 6 (fid=30),46.0,,
Car 304,,,,4,,arrived,arrived,49.0,,
Car 304,,,,,12,switch,"Charger 12 (fid=65) not available, trying Charger 24 (fid=73)",50.0,24,
Car 85,,,,,2,switch,"Charger 2 (fid=51) not available, trying Charger 10 (fid=75)",50.207341156279874,10,
Car 257,50.0,84,3,,,done,done charging,52.0,,124.26253532083138
Car 304,,73,24,,,start_charge,starting to charge at Charger 24 (fid=73),52.61225261246718,,
Car 85,,75,10,,,start_charge,starting to charge at Charger 10 (fid=75),52.87360291385479,,
Car 60,,,,85,,arrived,arrived,55.0,,
Car 60,,84,3,,,start_charge,starting to charge at Charger 3 (fid=84),55.0,,
Car 81,,,,17,,arrived,arrived,56.0,,
Car 81,,28,13,,,start_charge,starting to charge at Charger 13 (fid=28),56.0,,
Car 68,,,,118,,arrived,arrived,59.0,,
Car 223,,,,3,,arrived,arrived,59.0,,
Car 68,,,,,15,switch,"Charger 15 (fid=12) not available, trying Charger 13 (fid=28)",60.0,13,
Car 223,,,,,10,switch,"Charger 10 (fid=75) not available, trying Charger 2 (fid=51)",60.0,2,
Car 296,,,,70,,arrived,arrived,62.0,,
Car 296,,,,,21,switch,"Charger 21 (fid=71) not available, trying Charger 19 (fid=31)",63.0,19,
Car 223,,,,,2,switch,"Charger 2 (fid=51) not available, trying Charger 18 (fid=9)",63.666261757574915,18,
Car 68,,,,,13,switch,"Charger 13 (fid=28) not available, trying Charger 1 (fid=20)",64.85590660305434,1,
Car 296,,,,,19,switch,"Charger 19 (fid=31) not available, trying Charger 22 (fid=55)",64.95036135080471,22,
Car 264,45.0,51,2,,,done,done charging,66.0,,217.9639886447333
