car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 131,,,,38,,arrived,,arrived,21.0,,
Car 131,,26,0,,,start_charge,,starting to charge at Charger 0 (fid=26),21.0,,
Car 22,,,,21,,arrived,,arrived,25.0,,
Car 22,,11,3,,,start_charge,,starting to charge at Charger 3 (fid=11),25.0,,
Car 109,,,,29,,arrived,,arrived,26.0,,
Car 109,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",27.0,2,
Car 109,,30,2,,,start_charge,,starting to charge at Charger 2 (fid=30),31.709263955685223,,
Car 23,,,,72,,arrived,,arrived,34.0,,
Car 23,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",35.0,2,
Car 35,,,,3,,arrived,,arrived,37.0,,
Car 35,,74,1,,,start_charge,,starting to charge at Charger 1 (fid=74),37.0,,
Car 23,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",40.70926395568522,0,
Car 23,,,,,0,switch,,"Charger 0 (fid=26) not available, trying Charger 1 (fid=74)",42.91765928749924,1,
Car 23,,,,,,gave_up,1,"no alternate charger available, gave up",52.853142455333035,,
Car 15,,,,70,,arrived,,arrived,58.0,,
Car 15,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",59.0,2,
Car 15,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",64.70926395568523,0,
Car 72,,,,79,,arrived,,arrived,65.0,,
Car 74,,,,82,,arrived,,arrived,66.0,,
Car 72,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 3 (fid=11)",66.0,3,
Car 15,,,,,0,switch,,"Charger 0 (fid=26) not available, trying Charger 1 (fid=74)",66.91765928749925,1,
Car 74,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 3 (fid=11)",67.0,3,
Car 72,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",73.39872712999644,2,
Car 74,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",74.39872712999644,2,
Car 15,,,,,,gave_up,1,"no alternate charger available, gave up",76.85314245533304,,
Car 72,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",79.10799108568168,0,
Car 74,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",80.10799108568168,0,
Car 96,,,,53,,arrived,,arrived,81.0,,
Car 72,,,,,,gave_up,0,"no alternate charger available, gave up",81.31638641749569,,
Car 96,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 1 (fid=74)",82.0,1,
Car 74,,,,,,gave_up,0,"no alternate charger available, gave up",82.31638641749569,,
Car 96,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 2 (fid=30)",89.39872712999644,2,
Car 96,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",98.28447411270008,0,
Car 96,,,,,,gave_up,0,"no alternate charger available, gave up",100.4928694445141,,
Car 104,,,,76,,arrived,,arrived,102.0,,
Car 104,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 3 (fid=11)",103.0,3,
Car 35,67.0,74,1,,,done,,done charging,104.0,,205.3649518146585
Car 27,,,,20,,arrived,,arrived,110.0,,
Car 104,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",110.39872712999644,2,
Car 27,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",111.0,2,
Car 48,,,,20,,arrived,,arrived,116.0,,
