car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 741,,,,4,,arrived,,arrived,0.0,,,
Car 741,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),0.0,,0.0,
Car 73,,,,62,,arrived,,arrived,2.0,,,
Car 73,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),2.0,,0.0,
Car 68,,,,41,,arrived,,arrived,3.0,,,
Car 131,,,,69,,arrived,,arrived,3.0,,,
Car 212,,,,73,,arrived,,arrived,3.0,,,
Car 68,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),3.0,,0.0,
Car 131,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),3.0,,0.0,
Car 212,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),3.0,,0.0,
Car 227,,,,86,,arrived,,arrived,5.0,,,
Car 227,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),5.0,,0.0,
Car 195,,,,8,,arrived,,arrived,6.0,,,
Car 633,,,,46,,arrived,,arrived,6.0,,,
Car 195,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),6.0,,0.0,
Car 633,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),6.0,,0.0,
Car 255,,,,63,,arrived,,arrived,8.0,,,
Car 392,,,,3,,arrived,,arrived,8.0,,,
Car 255,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),8.0,,0.0,
Car 392,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),8.0,,0.0,
Car 225,,,,67,,arrived,,arrived,12.0,,,
Car 225,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),12.0,,0.0,
Car 425,,,,4,,arrived,,arrived,13.0,,,
Car 731,,,,27,,arrived,,arrived,13.0,,,
Car 425,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),13.0,,0.0,
Car 731,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),13.0,,0.0,
Car 102,,,,82,,arrived,,arrived,14.0,,,
Car 102,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),14.0,,0.0,
Car 213,,,,9,,arrived,,arrived,15.0,,,
Car 349,,,,4,,arrived,,arrived,15.0,,,
Car 304,,,,15,,arrived,,arrived,18.0,,,
Car 636,,,,54,,arrived,,arrived,18.0,,,
Car 54,,,,37,,arrived,,arrived,19.0,,,
Car 523,,,,118,,arrived,,arrived,20.0,,,
Car 213,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",20.0,0,,
Car 349,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",20.0,3,,
Car 523,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),20.0,,0.0,
Car 76,,,,37,,arrived,,arrived,21.0,,,
Car 213,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),22.169044184126005,,5.0,
Car 350,,,,7,,arrived,,arrived,23.0,,,
Car 304,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",23.0,3,,
Car 636,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",23.0,3,,
Car 350,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),23.0,,0.0,
Car 54,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",24.0,3,,
Car 76,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",26.0,3,,
Car 349,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",26.15699634276658,0,,
Car 518,,,,76,,arrived,,arrived,28.0,,,
Car 518,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),28.0,,0.0,
Car 524,,,,50,,arrived,,arrived,29.0,,,
Car 524,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),29.0,,0.0,
Car 349,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),29.15025190977374,,10.0,
Car 304,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",29.15699634276658,0,,
Car 636,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",29.15699634276658,0,,
Car 54,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",30.15699634276658,0,,
Car 76,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",32.156996342766575,0,,
Car 471,,,,69,,arrived,,arrived,34.0,,,
Car 96,,,,37,,arrived,,arrived,35.0,,,
Car 718,,,,78,,arrived,,arrived,37.0,,,
Car 304,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",37.150251909773736,1,,
Car 636,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",37.150251909773736,1,,
Car 54,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",38.150251909773736,1,,
Car 471,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",39.0,2,,
Car 355,,,,38,,arrived,,arrived,40.0,,,
Car 96,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",40.0,3,,
Car 76,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",40.150251909773736,1,,
Car 718,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",42.0,3,,
Car 304,,,,,,gave_up,1,"no alternate charger available, gave up",43.09547603320412,,,
Car 636,,,,,,gave_up,1,"no alternate charger available, gave up",43.09547603320412,,,
