car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 52,,,,73,,arrived,arrived,0.0,,,
Car 52,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),0.0,,0.0,
Car 623,,,,52,,arrived,arrived,2.0,,,
Car 623,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),2.0,,0.0,
Car 341,,,,3,,arrived,arrived,3.0,,,
Car 341,,53,12,,,start_charge,starting to charge at Charger 12 (fid=53),3.0,,0.0,
Car 611,,,,22,,arrived,arrived,4.0,,,
Car 733,,,,81,,arrived,arrived,4.0,,,
Car 611,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),4.0,,0.0,
Car 733,,116,9,,,start_charge,starting to charge at Charger 9 (fid=116),4.0,,0.0,
Car 119,,,,61,,arrived,arrived,5.0,,,
Car 710,,,,7,,arrived,arrived,5.0,,,
Car 119,,10,15,,,start_charge,starting to charge at Charger 15 (fid=10),5.0,,0.0,
Car 710,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),5.0,,0.0,
Car 522,,,,62,,arrived,arrived,10.0,,,
Car 522,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),10.0,,0.0,
Car 649,,,,23,,arrived,arrived,12.0,,,
Car 681,,,,15,,arrived,arrived,12.0,,,
Car 649,,32,17,,,start_charge,starting to charge at Charger 17 (fid=32),12.0,,0.0,
Car 681,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),12.0,,0.0,
Car 685,,,,29,,arrived,arrived,15.0,,,
Car 685,,32,17,,,start_charge,starting to charge at Charger 17 (fid=32),15.0,,0.0,
Car 331,,,,4,,arrived,arrived,20.0,,,
Car 331,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),20.0,,0.0,
Car 3,,,,91,,arrived,arrived,21.0,,,
Car 3,,90,14,,,start_charge,starting to charge at Charger 14 (fid=90),21.0,,0.0,
Car 93,,,,9,,arrived,arrived,27.0,,,
Car 93,,10,15,,,start_charge,starting to charge at Charger 15 (fid=10),27.0,,0.0,
Car 390,,,,37,,arrived,arrived,29.0,,,
Car 390,,73,16,,,start_charge,starting to charge at Charger 16 (fid=73),29.0,,0.0,
Car 383,,,,13,,arrived,arrived,30.0,,,
