car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 242,,,,87,,arrived,,arrived,13.0,,
Car 242,,76,11,,,start_charge,,starting to charge at Charger 11 (fid=76),13.0,,
Car 279,,,,16,,arrived,,arrived,15.0,,
Car 279,,11,3,,,start_charge,,starting to charge at Charger 3 (fid=11),15.0,,
Car 128,,,,38,,arrived,,arrived,21.0,,
Car 128,,48,14,,,start_charge,,starting to charge at Charger 14 (fid=48),21.0,,
Car 228,,,,21,,arrived,,arrived,24.0,,
Car 228,,3,17,,,start_charge,,starting to charge at Charger 17 (fid=3),24.0,,
Car 19,,,,21,,arrived,,arrived,25.0,,
Car 19,,19,9,,,start_charge,,starting to charge at Charger 9 (fid=19),25.0,,
Car 106,,,,29,,arrived,,arrived,26.0,,
Car 106,,34,6,,,start_charge,,starting to charge at Charger 6 (fid=34),26.0,,
Car 20,,,,72,,arrived,,arrived,34.0,,
Car 20,,,,,9,switch,,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",35.0,6,
Car 32,,,,3,,arrived,,arrived,37.0,,
Car 20,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",37.91384096022089,3,
Car 32,,,,,17,switch,,"Charger 17 (fid=3) not available, trying Charger 1 (fid=74)",38.0,1,
Car 32,,74,1,,,start_charge,,starting to charge at Charger 1 (fid=74),40.4653655680031,,
Car 20,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 5 (fid=22)",41.53756676690765,5,
Car 20,,22,5,,,start_charge,,starting to charge at Charger 5 (fid=22),45.66727524349667,,
Car 12,,,,70,,arrived,,arrived,58.0,,
Car 262,,,,33,,arrived,,arrived,59.0,,
Car 12,,,,,9,switch,,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",59.0,6,
Car 262,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 9 (fid=19)",60.0,9,
Car 12,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",61.91384096022089,3,
Car 262,,,,,9,switch,,"Charger 9 (fid=19) not available, trying Charger 3 (fid=11)",62.91384096022089,3,
Car 69,,,,79,,arrived,,arrived,65.0,,
