car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 663,,,,37,,arrived,,arrived,0.0,,,
Car 663,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),0.0,,0.0,
Car 45,,,,37,,arrived,,arrived,3.0,,,
Car 45,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),3.0,,0.0,
Car 61,,,,24,,arrived,,arrived,4.0,,,
Car 61,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),4.0,,0.0,
Car 271,,,,86,,arrived,,arrived,9.0,,,
Car 271,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),9.0,,0.0,
Car 55,,,,62,,arrived,,arrived,10.0,,,
Car 417,,,,67,,arrived,,arrived,10.0,,,
Car 55,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),10.0,,0.0,
Car 417,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),10.0,,0.0,
Car 130,,,,45,,arrived,,arrived,12.0,,,
Car 130,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),12.0,,0.0,
Car 228,,,,10,,arrived,,arrived,22.0,,,
Car 228,,17,2,,,start_charge,,starting to charge at Charger 2 (fid=17),22.0,,0.0,
Car 453,,,,33,,arrived,,arrived,30.0,,,
Car 20,,,,35,,arrived,,arrived,32.0,,,
Car 128,,,,30,,arrived,,arrived,33.0,,,
Car 606,,,,22,,arrived,,arrived,33.0,,,
Car 128,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),33.0,,0.0,
Car 606,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),33.0,,0.0,
Car 305,,,,21,,arrived,,arrived,34.0,,,
Car 305,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),34.0,,0.0,
Car 568,,,,10,,arrived,,arrived,35.0,,,
Car 453,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",35.0,3,,
Car 69,,,,62,,arrived,,arrived,36.0,,,
Car 242,,,,13,,arrived,,arrived,36.0,,,
Car 242,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),36.0,,0.0,
Car 20,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",37.0,3,,
Car 14,,,,71,,arrived,,arrived,39.0,,,
Car 568,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",40.0,3,,
Car 38,,,,89,,arrived,,arrived,41.0,,,
Car 69,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",41.0,0,,
Car 38,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),41.0,,0.0,
Car 453,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",41.156996342766575,0,,
Car 451,,,,34,,arrived,,arrived,42.0,,,
Car 20,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",43.156996342766575,0,,
Car 69,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),43.16904418412601,,5.0,
Car 516,,,,73,,arrived,,arrived,44.0,,,
Car 14,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",44.0,2,,
Car 453,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),44.150251909773736,,10.0,
Car 607,,,,34,,arrived,,arrived,45.0,,,
Car 673,,,,88,,arrived,,arrived,45.0,,,
Car 673,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),45.0,,0.0,
Car 20,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),46.150251909773736,,10.0,
Car 568,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",46.156996342766575,0,,
Car 451,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",47.0,3,,
Car 523,,,,11,,arrived,,arrived,49.0,,,
Car 516,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",49.0,3,,
Car 568,,1,0,,,start_charge,,starting to charge at Charger 0 (fid=1),49.150251909773736,,10.0,
Car 607,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",50.0,3,,
Car 14,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",50.156996342766575,0,,
Car 66,,,,27,,arrived,,arrived,53.0,,,
Car 288,,,,77,,arrived,,arrived,53.0,,,
Car 451,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",53.156996342766575,0,,
Car 45,51.0,17,2,,,done,,done charging,54.0,,,186.2728267085428
Car 523,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",54.0,3,,
Car 516,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",55.156996342766575,0,,
Car 607,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",56.156996342766575,0,,
Car 14,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",57.326040526892584,1,,
Car 66,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",58.0,2,,
Car 288,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 2 (fid=17)",58.0,2,,
Car 14,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),58.27126465032297,,15.0,
Car 703,,,,57,,arrived,,arrived,59.0,,,
Car 261,,,,5,,arrived,,arrived,60.0,,,
Car 523,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 0 (fid=1)",60.156996342766575,0,,
Car 87,,,,45,,arrived,,arrived,61.0,,,
Car 451,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",61.150251909773736,1,,
Car 451,,7,1,,,start_charge,,starting to charge at Charger 1 (fid=7),62.09547603320412,,15.0,
Car 165,,,,17,,arrived,,arrived,63.0,,,
Car 516,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",63.150251909773736,1,,
Car 284,,,,31,,arrived,,arrived,64.0,,,
Car 703,,,,,3,switch,,"Charger 3 (fid=19) not available, trying Charger 2 (fid=17)",64.0,2,,
Car 607,,,,,0,switch,,"Charger 0 (fid=1) not available, trying Charger 1 (fid=7)",64.15025190977374,1,,
Car 66,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",64.15699634276658,0,,
Car 261,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",65.0,3,,
Car 288,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 1 (fid=7)",65.16904418412601,1,,
Car 179,,,,24,,arrived,,arrived,66.0,,,
Car 692,,,,24,,arrived,,arrived,66.0,,,
Car 417,56.0,19,3,,,done,,done charging,66.0,,,142.9987274978319
Car 87,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 0 (fid=1)",66.0,0,,
Car 284,,19,3,,,start_charge,,starting to charge at Charger 3 (fid=19),66.0,,2.0,
Car 182,,,,45,,arrived,,arrived,68.0,,,
Car 165,,,,,2,switch,,"Charger 2 (fid=17) not available, trying Charger 3 (fid=19)",68.0,3,,
