car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 245,,,,87,,arrived,,arrived,13.0,,
Car 245,,5,7,,,start_charge,,starting to charge at Charger 7 (fid=5),13.0,,
Car 131,,,,38,,arrived,,arrived,21.0,,
Car 131,,63,4,,,start_charge,,starting to charge at Charger 4 (fid=63),21.0,,
Car 231,,,,21,,arrived,,arrived,24.0,,
Car 231,,74,1,,,start_charge,,starting to charge at Charger 1 (fid=74),24.0,,
Car 22,,,,21,,arrived,,arrived,25.0,,
Car 22,,22,5,,,start_charge,,starting to charge at Charger 5 (fid=22),25.0,,
Car 109,,,,29,,arrived,,arrived,26.0,,
Car 109,,34,6,,,start_charge,,starting to charge at Charger 6 (fid=34),26.0,,
Car 23,,,,72,,arrived,,arrived,34.0,,
Car 23,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",35.0,3,
Car 35,,,,3,,arrived,,arrived,37.0,,
Car 23,,11,3,,,start_charge,,starting to charge at Charger 3 (fid=11),37.623725806686764,,
Car 35,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 6 (fid=34)",38.0,6,
Car 35,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",44.367959171441186,3,
Car 35,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 5 (fid=22)",47.99168497812795,5,
Car 35,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 2 (fid=30)",53.121393454716966,2,
Car 35,,30,2,,,start_charge,,starting to charge at Charger 2 (fid=30),54.519899453974986,,
Car 15,,,,70,,arrived,,arrived,58.0,,
Car 15,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",59.0,3,
Car 15,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 5 (fid=22)",62.623725806686764,5,
Car 72,,,,79,,arrived,,arrived,65.0,,
Car 74,,,,82,,arrived,,arrived,66.0,,
Car 72,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 1 (fid=74)",66.0,1,
Car 74,,,,,7,switch,,"Charger 7 (fid=5) not available, trying Charger 6 (fid=34)",67.0,6,
Car 15,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 2 (fid=30)",67.75343428327578,2,
Car 15,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",70.1519402825338,0,
Car 15,,26,0,,,start_charge,,starting to charge at Charger 0 (fid=26),71.36033561434782,,
Car 173,,,,37,,arrived,,arrived,72.0,,
Car 72,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 5 (fid=22)",72.36795917144119,5,
Car 173,,,,,4,switch,,"Charger 4 (fid=63) not available, trying Charger 3 (fid=11)",73.0,3,
Car 74,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 1 (fid=74)",75.62997919876793,1,
Car 244,,,,2,,arrived,,arrived,77.0,,
Car 173,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",77.78772948680488,2,
Car 244,,,,,7,switch,,"Charger 7 (fid=5) not available, trying Charger 3 (fid=11)",78.0,3,
Car 72,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 3 (fid=11)",79.97913547671682,3,
Car 96,,,,53,,arrived,,arrived,81.0,,
Car 74,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 3 (fid=11)",81.99793837020911,3,
Car 96,,,,,7,switch,,"Charger 7 (fid=5) not available, trying Charger 3 (fid=11)",82.0,3,
Car 173,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 6 (fid=34)",83.4969934424901,6,
Car 245,71.0,5,7,,,done,,done charging,84.0,,271.43507068242997
Car 72,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",85.10884395330584,2,
Car 244,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 6 (fid=34)",85.88991533736554,6,
Car 173,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 0 (fid=26)",88.87901013526324,0,
Car 74,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 5 (fid=22)",89.39666550020556,5,
Car 244,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 1 (fid=74)",89.5136411440523,1,
Car 96,,,,,3,switch,,"Charger 3 (fid=11) not available, trying Charger 6 (fid=34)",89.88991533736554,6,
Car 72,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",90.81810790899107,0,
Car 72,,,,,0,switch,,"Charger 0 (fid=26) not available, trying Charger 7 (fid=5)",93.02650324080508,7,
Car 96,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 4 (fid=63)",93.5136411440523,4,
Car 74,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 4 (fid=63)",94.52637397679457,4,
Car 173,,,,,0,switch,,"Charger 0 (fid=26) not available, trying Charger 5 (fid=22)",95.31076301316656,5,
Car 244,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 5 (fid=22)",95.88160031549349,5,
Car 173,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 7 (fid=5)",98.75900519755474,7,
Car 96,,,,,4,switch,,"Charger 4 (fid=63) not available, trying Charger 1 (fid=74)",99.84840153789168,1,
Car 74,,,,,4,switch,,"Charger 4 (fid=63) not available, trying Charger 2 (fid=30)",100.32340690645206,2,
Car 104,,,,76,,arrived,,arrived,102.0,,
Car 104,,5,7,,,start_charge,,starting to charge at Charger 7 (fid=5),102.0,,
Car 244,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 4 (fid=63)",103.49277662076912,4,
Car 23,66.0,11,3,,,done,,done charging,103.62372580668676,,186.630531106432
Car 72,,,,,7,switch,,"Charger 7 (fid=5) not available, trying Charger 4 (fid=63)",105.54328672613016,4,
Car 74,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",105.70501840904319,0,
Car 74,,,,,,gave_up,0,"no alternate charger available, gave up",107.91341374085721,,
Car 244,,,,,4,switch,,"Charger 4 (fid=63) not available, trying Charger 2 (fid=30)",109.28980955042661,2,
Car 173,,,,,7,switch,,"Charger 7 (fid=5) not available, trying Charger 1 (fid=74)",109.97375410299875,1,
Car 27,,,,20,,arrived,,arrived,110.0,,
Car 96,,,,,1,switch,,"Charger 1 (fid=74) not available, trying Charger 5 (fid=22)",110.72167846424217,5,
Car 27,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 6 (fid=34)",111.0,6,
Car 244,,,,,2,switch,,"Charger 2 (fid=30) not available, trying Charger 0 (fid=26)",114.67142105301774,0,
Car 27,,,,,6,switch,,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",115.10744601534516,3,
Car 48,,,,20,,arrived,,arrived,116.0,,
Car 72,,,,,,gave_up,4,"no alternate charger available, gave up",116.32002150941926,,
Car 244,,,,,,gave_up,0,"no alternate charger available, gave up",116.87981638483176,,
Car 193,,,,9,,arrived,,arrived,117.0,,
Car 48,,,,,5,switch,,"Charger 5 (fid=22) not available, trying Charger 6 (fid=34)",117.0,6,
Car 193,,11,3,,,start_charge,,starting to charge at Charger 3 (fid=11),117.0,,
