car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 450,,,,72,,arrived,arrived,2.0,,,
Car 450,,72,5,,,start_charge,starting to charge at Charger 5 (fid=72),2.0,,0.0,
Car 171,,,,8,,arrived,arrived,6.0,,,
Car 171,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),6.0,,0.0,
Car 141,,,,17,,arrived,arrived,13.0,,,
Car 141,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),13.0,,0.0,
Car 223,,,,54,,arrived,arrived,16.0,,,
Car 223,,72,5,,,start_charge,starting to charge at Charger 5 (fid=72),16.0,,0.0,
Car 67,,,,4,,arrived,arrived,29.0,,,
Car 67,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),29.0,,0.0,
Car 59,,,,77,,arrived,arrived,31.0,,,
Car 59,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),31.0,,0.0,
Car 367,,,,45,,arrived,arrived,35.0,,,
Car 367,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),35.0,,0.0,
Car 284,,,,50,,arrived,arrived,38.0,,,
Car 284,,61,9,,,start_charge,starting to charge at Charger 9 (fid=61),38.0,,0.0,
Car 299,,,,30,,arrived,arrived,42.0,,,
Car 299,,44,13,,,start_charge,starting to charge at Charger 13 (fid=44),42.0,,0.0,
Car 416,,,,52,,arrived,arrived,47.0,,,
Car 416,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),47.0,,0.0,
Car 372,,,,60,,arrived,arrived,48.0,,,
Car 372,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),48.0,,0.0,
Car 91,,,,73,,arrived,arrived,50.0,,,
Car 441,,,,32,,arrived,arrived,55.0,,,
Car 91,,,,,11,switch,"Charger 11 (fid=62) not available, trying Charger 6 (fid=46)",55.0,6,,
Car 441,,49,12,,,start_charge,starting to charge at Charger 12 (fid=49),55.0,,0.0,
Car 91,,46,6,,,start_charge,starting to charge at Charger 6 (fid=46),58.407369932470715,,5.0,
Car 63,,,,2,,arrived,arrived,62.0,,,
Car 63,,2,7,,,start_charge,starting to charge at Charger 7 (fid=2),62.0,,0.0,
Car 452,,,,118,,arrived,arrived,63.0,,,
Car 452,,21,10,,,start_charge,starting to charge at Charger 10 (fid=21),63.0,,0.0,
Car 407,,,,14,,arrived,arrived,66.0,,,
Car 407,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),66.0,,0.0,
Car 89,,,,46,,arrived,arrived,67.0,,,
Car 89,,46,6,,,start_charge,starting to charge at Charger 6 (fid=46),67.0,,0.0,
Car 171,68.0,62,11,,,done,done charging,74.0,,,172.78982417374436
Car 373,,,,60,,arrived,arrived,75.0,,,
Car 373,,62,11,,,start_charge,starting to charge at Charger 11 (fid=62),75.0,,0.0,
Car 397,,,,4,,arrived,arrived,76.0,,,
Car 408,,,,1,,arrived,arrived,81.0,,,
Car 59,50.0,62,11,,,done,done charging,81.0,,,89.40588072381003
Car 397,,,,,11,switch,"Charger 11 (fid=62) not available, trying Charger 0 (fid=1)",81.0,0,,
