car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 46,,,,4,,arrived,arrived,2.0,,,
Car 269,,,,52,,arrived,arrived,2.0,,,
Car 46,,77,6,,,start_charge,starting to charge at Charger 6 (fid=77),2.0,,0.0,
Car 269,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),2.0,,0.0,
Car 208,,,,4,,arrived,arrived,3.0,,,
Car 208,,65,15,,,start_charge,starting to charge at Charger 15 (fid=65),3.0,,0.0,
Car 277,,,,51,,arrived,arrived,4.0,,,
Car 277,,3,17,,,start_charge,starting to charge at Charger 17 (fid=3),4.0,,0.0,
Car 407,,,,58,,arrived,arrived,11.0,,,
Car 407,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),11.0,,0.0,
Car 319,,,,117,,arrived,arrived,13.0,,,
Car 319,,21,9,,,start_charge,starting to charge at Charger 9 (fid=21),13.0,,0.0,
Car 168,,,,2,,arrived,arrived,16.0,,,
Car 168,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),16.0,,0.0,
Car 282,,,,18,,arrived,arrived,20.0,,,
Car 493,,,,31,,arrived,arrived,20.0,,,
Car 282,,71,5,,,start_charge,starting to charge at Charger 5 (fid=71),20.0,,0.0,
Car 493,,28,20,,,start_charge,starting to charge at Charger 20 (fid=28),20.0,,0.0,
Car 394,,,,76,,arrived,arrived,21.0,,,
Car 394,,86,29,,,start_charge,starting to charge at Charger 29 (fid=86),21.0,,0.0,
Car 138,,,,50,,arrived,arrived,24.0,,,
Car 138,,3,17,,,start_charge,starting to charge at Charger 17 (fid=3),24.0,,0.0,
Car 9,,,,21,,arrived,arrived,25.0,,,
Car 36,,,,14,,arrived,arrived,25.0,,,
Car 381,,,,4,,arrived,arrived,25.0,,,
Car 9,,21,9,,,start_charge,starting to charge at Charger 9 (fid=21),25.0,,0.0,
Car 36,,14,14,,,start_charge,starting to charge at Charger 14 (fid=14),25.0,,0.0,
Car 381,,77,6,,,start_charge,starting to charge at Charger 6 (fid=77),25.0,,0.0,
Car 418,,,,34,,arrived,arrived,29.0,,,
Car 418,,35,11,,,start_charge,starting to charge at Charger 11 (fid=35),29.0,,0.0,
Car 120,,,,9,,arrived,arrived,32.0,,,
Car 120,,9,16,,,start_charge,starting to charge at Charger 16 (fid=9),32.0,,0.0,
Car 295,,,,65,,arrived,arrived,41.0,,,
Car 295,,65,15,,,start_charge,starting to charge at Charger 15 (fid=65),41.0,,0.0,
Car 430,,,,61,,arrived,arrived,42.0,,,
Car 430,,62,27,,,start_charge,starting to charge at Charger 27 (fid=62),42.0,,0.0,
Car 269,49.0,7,1,,,done,done charging,51.0,,,54.86803450095119
Car 198,,,,60,,arrived,arrived,53.0,,,
Car 198,,77,6,,,start_charge,starting to charge at Charger 6 (fid=77),53.0,,0.0,
Car 236,,,,27,,arrived,arrived,55.0,,,
Car 236,,32,12,,,start_charge,starting to charge at Charger 12 (fid=32),55.0,,0.0,
Car 31,,,,4,,arrived,arrived,57.0,,,
Car 31,,77,6,,,start_charge,starting to charge at Charger 6 (fid=77),57.0,,0.0,
Car 426,,,,18,,arrived,arrived,63.0,,,
Car 426,,71,5,,,start_charge,starting to charge at Charger 5 (fid=71),63.0,,0.0,
Car 382,,,,30,,arrived,arrived,67.0,,,
Car 382,,71,5,,,start_charge,starting to charge at Charger 5 (fid=71),67.0,,0.0,
Car 300,,,,45,,arrived,arrived,68.0,,,
Car 168,52.0,7,1,,,done,done charging,68.0,,,81.2900161151567
Car 300,,62,27,,,start_charge,starting to charge at Charger 27 (fid=62),68.0,,0.0,
Car 30,,,,7,,arrived,arrived,69.0,,,
Car 30,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),69.0,,0.0,
Car 143,,,,20,,arrived,arrived,73.0,,,
Car 46,71.0,77,6,,,done,done charging,73.0,,,40.44401316634773
Car 143,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),73.0,,0.0,
Car 0,,,,29,,arrived,arrived,77.0,,,
