car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 6,,,,32,,arrived,,arrived,18.0,,
Car 6,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),18.0,,
Car 44,,,,84,,arrived,,arrived,29.0,,
Car 44,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),29.0,,
Car 54,,,,25,,arrived,,arrived,42.0,,
Car 54,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),42.0,,
Car 8,,,,59,,arrived,,arrived,59.0,,
Car 8,,58,9,,,start_charge,,starting to charge at Charger 9 (fid=58),59.0,,
Car 5,,,,3,,arrived,,arrived,62.0,,
Car 5,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",63.0,0,
Car 5,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),63.80328480244857,,
Car 68,,,,43,,arrived,,arrived,76.0,,
Car 68,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),76.0,,
Car 62,,,,35,,arrived,,arrived,97.0,,
Car 62,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",98.0,0,
Car 62,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 7 (fid=16)",99.80328480244857,7,
Car 62,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),101.49828142470298,,
Car 44,102.0,64,8,,,done,,done charging,131.0,,227.1714129550865
Car 6,114.0,33,2,,,done,,done charging,132.0,,22.41591973847561
Car 54,100.0,33,6,,,done,,done charging,142.0,,123.43464344984248
Car 5,85.0,18,0,,,done,,done charging,148.80328480244856,,337.91771788905464
Car 8,99.0,58,9,,,done,,done charging,158.0,,110.17154949515006
Car 43,,,,23,,arrived,,arrived,170.0,,
Car 43,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),170.0,,
Car 80,,,,15,,arrived,,arrived,173.0,,
Car 80,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),173.0,,
Car 62,72.0,16,7,,,done,,done charging,173.49828142470298,,172.829193003244
Car 21,,,,50,,arrived,,arrived,177.0,,
Car 21,,9,5,,,start_charge,,starting to charge at Charger 5 (fid=9),177.0,,
Car 68,110.0,27,3,,,done,,done charging,186.0,,76.16021625454464
Car 95,,,,47,,arrived,,arrived,187.0,,
Car 95,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),187.0,,
Car 1,,,,55,,arrived,,arrived,192.0,,
Car 1,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),192.0,,
Car 69,,,,23,,arrived,,arrived,202.0,,
Car 69,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",203.0,0,
Car 69,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",204.80328480244856,4,
Car 69,,22,4,,,start_charge,,starting to charge at Charger 4 (fid=22),207.4811511591015,,
Car 99,,,,49,,arrived,,arrived,210.0,,
Car 99,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",211.0,2,
Car 99,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 4 (fid=22)",212.90415711840274,4,
Car 99,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 7 (fid=16)",216.0024376057402,7,
Car 99,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),219.60104806540696,,
Car 22,,,,88,,arrived,,arrived,221.0,,
Car 22,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),221.0,,
Car 80,50.0,33,6,,,done,,done charging,223.0,,59.46781573269558
Car 43,54.0,33,2,,,done,,done charging,224.0,,112.13805625738574
Car 95,46.0,27,3,,,done,,done charging,233.0,,93.12920407538058
Car 14,,,,83,,arrived,,arrived,247.0,,
Car 14,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),247.0,,
Car 88,,,,38,,arrived,,arrived,256.0,,
Car 88,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),256.0,,
Car 1,71.0,18,0,,,done,,done charging,263.0,,84.9807231166564
Car 32,,,,58,,arrived,,arrived,264.0,,
Car 32,,58,9,,,start_charge,,starting to charge at Charger 9 (fid=58),264.0,,
Car 65,,,,1,,arrived,,arrived,267.0,,
Car 65,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",268.0,8,
Car 21,92.0,9,5,,,done,,done charging,269.0,,285.5698523216525
Car 65,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 6 (fid=33)",270.3832619261923,6,
Car 75,,,,38,,arrived,,arrived,276.0,,
Car 85,,,,64,,arrived,,arrived,277.0,,
Car 75,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 1 (fid=73)",277.0,1,
Car 85,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",278.0,9,
Car 65,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",278.31010363137807,0,
Car 65,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),279.11338843382663,,
Car 85,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 7 (fid=16)",280.3832619261923,7,
Car 75,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),281.5169373582542,,
Car 99,65.0,16,7,,,done,,done charging,284.601048065407,,378.471709564044
Car 85,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),286.616210142683,,
Car 69,89.0,22,4,,,done,,done charging,296.4811511591015,,233.0204391847846
Car 55,,,,4,,arrived,,arrived,299.0,,
Car 55,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",300.0,6,
Car 55,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",303.14726813089794,0,
Car 55,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",304.9505529333465,1,
Car 55,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 9 (fid=58)",309.4645762804565,9,
Car 55,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 5 (fid=9)",317.11106707468844,5,
Car 88,63.0,27,3,,,done,,done charging,319.0,,205.14110070565886
Car 55,,9,5,,,start_charge,,starting to charge at Charger 5 (fid=9),323.27332930690847,,
Car 64,,,,47,,arrived,,arrived,324.0,,
Car 64,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),324.0,,
Car 47,,,,29,,arrived,,arrived,326.0,,
Car 47,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",327.0,0,
Car 47,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 7 (fid=16)",328.80328480244856,7,
Car 14,82.0,33,6,,,done,,done charging,329.0,,436.2064586778383
Car 22,110.0,64,8,,,done,,done charging,331.0,,211.5435864500817
Car 47,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",331.49828142470295,4,
Car 47,,22,4,,,start_charge,,starting to charge at Charger 4 (fid=22),335.0968918843697,,
Car 98,,,,75,,arrived,,arrived,342.0,,
Car 98,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",343.0,8,
Car 98,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),344.3832619261923,,
Car 26,,,,56,,arrived,,arrived,345.0,,
Car 26,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 6 (fid=33)",346.0,6,
Car 26,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),346.80328480244856,,
Car 65,77.0,18,0,,,done,,done charging,356.11338843382663,,356.7320107313999
Car 41,,,,22,,arrived,,arrived,370.0,,
Car 41,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 3 (fid=27)",371.0,3,
Car 41,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",373.9375970014922,2,
Car 32,110.0,58,9,,,done,,done charging,374.0,,50.600497458500094
Car 41,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),374.8417541198949,,
Car 13,,,,70,,arrived,,arrived,380.0,,
Car 13,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),380.0,,
Car 96,,,,27,,arrived,,arrived,384.0,,
Car 96,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",385.0,0,
Car 96,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",386.80328480244856,4,
Car 96,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 7 (fid=16)",390.4811511591015,7,
Car 85,107.0,16,7,,,done,,done charging,393.616210142683,,563.1920769451775
Car 96,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),394.07976161876826,,
Car 75,117.0,73,1,,,done,,done charging,398.5169373582542,,238.6753192483992
Car 47,66.0,22,4,,,done,,done charging,401.0968918843697,,288.08293504404725
Car 64,83.0,27,3,,,done,,done charging,407.0,,93.12920407538058
Car 27,,,,60,,arrived,,arrived,408.0,,
Car 27,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 1 (fid=73)",409.0,1,
Car 27,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),411.078704020141,,
Car 26,66.0,33,6,,,done,,done charging,412.80328480244856,,181.65963842425438
Car 55,95.0,9,5,,,done,,done charging,418.27332930690847,,352.82522498942365
Car 33,,,,48,,arrived,,arrived,420.0,,
Car 33,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),420.0,,
Car 53,,,,115,,arrived,,arrived,428.0,,
Car 53,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",429.0,4,
Car 53,,22,4,,,start_charge,,starting to charge at Charger 4 (fid=22),431.67786635665294,,
Car 13,57.0,18,0,,,done,,done charging,437.0,,73.50796453681407
Car 96,50.0,16,7,,,done,,done charging,444.07976161876826,,283.20065628856065
Car 98,102.0,64,8,,,done,,done charging,446.3832619261923,,312.1536493013866
Car 27,46.0,73,1,,,done,,done charging,457.078704020141,,252.33144549257884
Car 90,,,,63,,arrived,,arrived,458.0,,
Car 90,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),458.0,,
Car 10,,,,75,,arrived,,arrived,472.0,,
Car 10,,58,9,,,start_charge,,starting to charge at Charger 9 (fid=58),472.0,,
Car 28,,,,46,,arrived,,arrived,475.0,,
Car 28,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 4 (fid=22)",476.0,4,
Car 28,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 2 (fid=33)",478.9375970014922,2,
Car 79,,,,8,,arrived,,arrived,480.0,,
Car 79,,9,5,,,start_charge,,starting to charge at Charger 5 (fid=9),480.0,,
Car 28,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 7 (fid=16)",482.03587748882967,7,
Car 28,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),486.9138179156721,,
Car 41,119.0,33,2,,,done,,done charging,493.8417541198949,,174.78676459521074
Car 45,,,,31,,arrived,,arrived,511.0,,
Car 45,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),511.0,,
Car 42,,,,4,,arrived,,arrived,522.0,,
Car 42,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",523.0,6,
Car 42,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),525.1472681308979,,
Car 52,,,,12,,arrived,,arrived,529.0,,
Car 52,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",530.0,0,
Car 52,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 9 (fid=58)",531.8032848024486,9,
Car 33,116.0,27,3,,,done,,done charging,536.0,,66.63352703411847
Car 52,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",539.6422165818841,8,
Car 52,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),541.0254785080764,,
Car 53,110.0,22,4,,,done,,done charging,541.6778663566529,,160.9967313072081
Car 76,,,,75,,arrived,,arrived,545.0,,
Car 76,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",546.0,8,
Car 76,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 5 (fid=9)",548.3832619261923,5,
Car 76,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 1 (fid=73)",556.321337135523,1,
Car 76,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 7 (fid=16)",559.400041155664,7,
Car 10,89.0,58,9,,,done,,done charging,561.0,,274.3860952093235
Car 76,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",563.2635336948521,6,
Car 76,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",566.41080182575,0,
Car 93,,,,12,,arrived,,arrived,567.0,,
Car 93,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",568.0,0,
Car 76,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",568.2140866281986,4,
Car 93,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 9 (fid=58)",569.8032848024486,9,
Car 76,,22,4,,,start_charge,,starting to charge at Charger 4 (fid=22),570.8919529848516,,
Car 90,115.0,73,1,,,done,,done charging,573.0,,216.14456321112897
Car 73,,,,2,,arrived,,arrived,576.0,,
Car 93,,58,9,,,start_charge,,starting to charge at Charger 9 (fid=58),576.6422165818841,,
Car 73,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",577.0,9,
Car 73,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 7 (fid=16)",579.3832619261923,7,
Car 73,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",586.6162101426829,6,
Car 73,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",589.7634782735809,0,
Car 45,80.0,18,0,,,done,,done charging,591.0,,36.367493649220705
Car 73,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),591.0,,
Car 11,,,,30,,arrived,,arrived,593.0,,
Car 79,113.0,9,5,,,done,,done charging,593.0,,118.27804678478897
Car 11,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),593.0,,
Car 84,,,,27,,arrived,,arrived,596.0,,
Car 84,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",597.0,0,
Car 84,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 4 (fid=22)",598.8032848024486,4,
Car 28,115.0,16,7,,,done,,done charging,601.9138179156721,,235.23692063649688
Car 84,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 7 (fid=16)",602.4811511591016,7,
Car 94,,,,2,,arrived,,arrived,605.0,,
Car 94,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",606.0,9,
Car 84,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),606.0797616187683,,
Car 94,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 7 (fid=16)",608.3832619261923,7,
Car 52,69.0,64,8,,,done,,done charging,610.0254785080764,,403.74039618122896
Car 61,,,,14,,arrived,,arrived,611.0,,
Car 61,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 6 (fid=33)",612.0,6,
Car 61,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 7 (fid=16)",613.8032848024486,7,
Car 94,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",615.6162101426829,6,
Car 61,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",616.9505529333466,4,
Car 94,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",618.7634782735809,0,
Car 94,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 5 (fid=9)",620.5667630760295,5,
Car 16,,,,32,,arrived,,arrived,621.0,,
Car 61,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 1 (fid=73)",621.5491633930133,1,
Car 16,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 6 (fid=33)",622.0,6,
Car 16,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 7 (fid=16)",623.8032848024486,7,
Car 94,,9,5,,,start_charge,,starting to charge at Charger 5 (fid=9),624.63462151254,,
Car 61,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),626.5824532908639,,
Car 16,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",626.9505529333466,4,
Car 16,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 1 (fid=73)",631.5491633930133,1,
Car 63,,,,29,,arrived,,arrived,635.0,,
Car 63,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 4 (fid=22)",636.0,4,
Car 16,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 5 (fid=9)",637.5824532908639,5,
Car 63,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 3 (fid=27)",639.0982804873374,3,
Car 42,115.0,33,6,,,done,,done charging,640.1472681308979,,249.7723052973735
Car 16,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 3 (fid=27)",640.6611573110049,3,
Car 63,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),641.0358774888297,,
Car 76,72.0,22,4,,,done,,done charging,642.8919529848516,,781.2271336332117
Car 16,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",647.4910395280212,2,
Car 16,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 9 (fid=58)",649.395196646424,9,
Car 86,,,,5,,arrived,,arrived,656.0,,
Car 86,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),656.0,,
Car 16,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",660.6034365737457,8,
Car 16,,,,,,gave_up,8,"no alternate charger available, gave up",662.986698499938,,
Car 84,59.0,16,7,,,done,,done charging,665.0797616187683,,283.20065628856065
Car 74,,,,3,,arrived,,arrived,671.0,,
Car 74,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 1 (fid=73)",672.0,1,
Car 94,50.0,9,5,,,done,,done charging,674.63462151254,,568.4708666037637
Car 74,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 7 (fid=16)",675.078704020141,7,
Car 74,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),677.9421965593291,,
Car 61,52.0,73,1,,,done,,done charging,678.5824532908639,,293.0378167106464
Car 93,103.0,58,9,,,done,,done charging,679.6422165818841,,374.8881971528971
Car 73,96.0,18,0,,,done,,done charging,687.0,,518.6317477721605
Car 63,54.0,27,3,,,done,,done charging,695.0358774888297,,133.59042427178122
Car 11,103.0,33,2,,,done,,done charging,696.0,,67.93350231511175
Car 46,,,,33,,arrived,,arrived,705.0,,
Car 46,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),705.0,,
Car 86,58.0,64,8,,,done,,done charging,714.0,,120.05978941580734
Car 91,,,,25,,arrived,,arrived,747.0,,
Car 91,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),747.0,,
Car 74,70.0,16,7,,,done,,done charging,747.9421965593291,,439.9363796950322
Car 83,,,,38,,arrived,,arrived,753.0,,
Car 83,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),753.0,,
Car 46,68.0,33,6,,,done,,done charging,773.0,,30.936974193694024
Car 89,,,,9,,arrived,,arrived,774.0,,
