car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 305,,,,58,,arrived,arrived,3.0,,,
Car 305,,2,21,,,start_charge,starting to charge at Charger 21 (fid=2),3.0,,0.0,
Car 500,,,,25,,arrived,arrived,5.0,,,
Car 500,,44,25,,,start_charge,starting to charge at Charger 25 (fid=44),5.0,,0.0,
Car 47,,,,77,,arrived,arrived,13.0,,,
Car 47,,60,14,,,start_charge,starting to charge at Charger 14 (fid=60),13.0,,0.0,
Car 435,,,,5,,arrived,arrived,14.0,,,
Car 435,,38,19,,,start_charge,starting to charge at Charger 19 (fid=38),14.0,,0.0,
Car 84,,,,13,,arrived,arrived,15.0,,,
Car 84,,13,10,,,start_charge,starting to charge at Charger 10 (fid=13),15.0,,0.0,
Car 184,,,,57,,arrived,arrived,17.0,,,
Car 184,,18,12,,,start_charge,starting to charge at Charger 12 (fid=18),17.0,,0.0,
Car 388,,,,4,,arrived,arrived,22.0,,,
Car 388,,38,19,,,start_charge,starting to charge at Charger 19 (fid=38),22.0,,0.0,
Car 33,,,,90,,arrived,arrived,24.0,,,
Car 33,,90,11,,,start_charge,starting to charge at Charger 11 (fid=90),24.0,,0.0,
Car 162,,,,43,,arrived,arrived,27.0,,,
Car 181,,,,46,,arrived,arrived,27.0,,,
Car 489,,,,73,,arrived,arrived,27.0,,,
Car 162,,44,25,,,start_charge,starting to charge at Charger 25 (fid=44),27.0,,0.0,
Car 181,,44,25,,,start_charge,starting to charge at Charger 25 (fid=44),27.0,,0.0,
Car 489,,73,15,,,start_charge,starting to charge at Charger 15 (fid=73),27.0,,0.0,
Car 264,,,,58,,arrived,arrived,28.0,,,
Car 264,,2,21,,,start_charge,starting to charge at Charger 21 (fid=2),28.0,,0.0,
Car 122,,,,50,,arrived,arrived,30.0,,,
Car 122,,50,20,,,start_charge,starting to charge at Charger 20 (fid=50),30.0,,0.0,
Car 188,,,,50,,arrived,arrived,34.0,,,
Car 188,,50,20,,,start_charge,starting to charge at Charger 20 (fid=50),34.0,,0.0,
Car 187,,,,50,,arrived,arrived,35.0,,,
Car 187,,50,20,,,start_charge,starting to charge at Charger 20 (fid=50),35.0,,0.0,
Car 317,,,,54,,arrived,arrived,36.0,,,
Car 317,,14,16,,,start_charge,starting to charge at Charger 16 (fid=14),36.0,,0.0,
Car 195,,,,3,,arrived,arrived,44.0,,,
Car 195,,3,18,,,start_charge,starting to charge at Charger 18 (fid=3),44.0,,0.0,
Car 175,,,,38,,arrived,arrived,49.0,,,
Car 175,,38,19,,,start_charge,starting to charge at Charger 19 (fid=38),49.0,,0.0,
Car 464,,,,60,,arrived,arrived,50.0,,,
Car 464,,60,14,,,start_charge,starting to charge at Charger 14 (fid=60),50.0,,0.0,
Car 207,,,,23,,arrived,arrived,53.0,,,
Car 207,,27,17,,,start_charge,starting to charge at Charger 17 (fid=27),53.0,,0.0,
Car 226,,,,9,,arrived,arrived,54.0,,,
Car 226,,10,9,,,start_charge,starting to charge at Charger 9 (fid=10),54.0,,0.0,
Car 67,,,,32,,arrived,arrived,59.0,,,
Car 488,,,,54,,arrived,arrived,59.0,,,
Car 67,,18,12,,,start_charge,starting to charge at Charger 12 (fid=18),59.0,,0.0,
Car 488,,14,16,,,start_charge,starting to charge at Charger 16 (fid=14),59.0,,0.0,
Car 500,57.0,44,25,,,done,done charging,62.0,,,99.93485266411723
Car 222,,,,85,,arrived,arrived,63.0,,,
Car 222,,89,7,,,start_charge,starting to charge at Charger 7 (fid=89),63.0,,0.0,
Car 164,,,,68,,arrived,arrived,66.0,,,
Car 164,,69,8,,,start_charge,starting to charge at Charger 8 (fid=69),66.0,,0.0,
Car 122,45.0,50,20,,,done,done charging,75.0,,,0.0
Car 46,,,,2,,arrived,arrived,77.0,,,
Car 46,,2,21,,,start_charge,starting to charge at Charger 21 (fid=2),77.0,,0.0,
Car 379,,,,37,,arrived,arrived,79.0,,,
Car 490,,,,80,,arrived,arrived,79.0,,,
Car 379,,73,15,,,start_charge,starting to charge at Charger 15 (fid=73),79.0,,0.0,
