car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 81,,,,39,,arrived,,arrived,1.0,,
Car 81,,15,2,,,start_charge,,starting to charge at Charger 2 (fid=15),1.0,,
Car 58,,,,54,,arrived,,arrived,23.0,,
Car 58,,33,1,,,start_charge,,starting to charge at Charger 1 (fid=33),23.0,,
Car 71,,,,22,,arrived,,arrived,56.0,,
Car 71,,68,8,,,start_charge,,starting to charge at Charger 8 (fid=68),56.0,,
Car 81,92.0,15,2,,,done,,done charging,93.0,,285.8554827763979
Car 19,,,,29,,arrived,,arrived,116.0,,
Car 19,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",117.0,0,
Car 19,,80,0,,,start_charge,,starting to charge at Charger 0 (fid=80),117.95582468357702,,
Car 16,,,,35,,arrived,,arrived,135.0,,
Car 71,79.0,68,8,,,done,,done charging,135.0,,137.9106264556576
Car 16,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",136.0,0,
Car 16,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 8 (fid=68)",137.95582468357702,8,
Car 16,,68,8,,,start_charge,,starting to charge at Charger 8 (fid=68),140.3812039996793,,
Car 58,119.0,33,1,,,done,,done charging,142.0,,161.49107842857282
Car 36,,,,118,,arrived,,arrived,165.0,,
Car 36,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 8 (fid=68)",166.0,8,
Car 36,,,,,8,switch,,"Charger 8 (fid=68) not available, trying Charger 1 (fid=33)",169.42537931610227,1,
Car 36,,33,1,,,start_charge,,starting to charge at Charger 1 (fid=33),171.47471499529854,,
Car 19,67.0,80,0,,,done,,done charging,184.95582468357702,,72.34310970626636
Car 32,,,,36,,arrived,,arrived,188.0,,
Car 32,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",189.0,0,
Car 32,,80,0,,,start_charge,,starting to charge at Charger 0 (fid=80),189.95582468357702,,
Car 43,,,,18,,arrived,,arrived,218.0,,
Car 43,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",219.0,0,
Car 43,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 8 (fid=68)",220.95582468357702,8,
Car 36,51.0,33,1,,,done,,done charging,222.47471499529854,,377.94074644679273
Car 43,,,,,8,switch,,"Charger 8 (fid=68) not available, trying Charger 9 (fid=4)",224.3812039996793,9,
Car 76,,,,36,,arrived,,arrived,226.0,,
Car 76,,33,1,,,start_charge,,starting to charge at Charger 1 (fid=33),226.0,,
Car 16,88.0,68,8,,,done,,done charging,228.3812039996793,,164.67141977649294
Car 43,,4,9,,,start_charge,,starting to charge at Charger 9 (fid=4),228.75556054868895,,
Car 1,,,,42,,arrived,,arrived,231.0,,
Car 1,,46,3,,,start_charge,,starting to charge at Charger 3 (fid=46),231.0,,
Car 25,,,,85,,arrived,,arrived,243.0,,
Car 25,,89,5,,,start_charge,,starting to charge at Charger 5 (fid=89),243.0,,
Car 7,,,,14,,arrived,,arrived,259.0,,
Car 7,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",260.0,0,
Car 7,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 8 (fid=68)",261.955824683577,8,
Car 7,,68,8,,,start_charge,,starting to charge at Charger 8 (fid=68),264.3812039996793,,
Car 41,,,,117,,arrived,,arrived,267.0,,
Car 41,,,,,9,switch,,"Charger 9 (fid=4) not available, trying Charger 0 (fid=80)",268.0,0,
Car 42,,,,70,,arrived,,arrived,271.0,,
Car 41,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 8 (fid=68)",271.9566345401326,8,
Car 91,,,,68,,arrived,,arrived,272.0,,
Car 42,,,,,8,switch,,"Charger 8 (fid=68) not available, trying Charger 1 (fid=33)",272.0,1,
Car 91,,,,,8,switch,,"Charger 8 (fid=68) not available, trying Charger 1 (fid=33)",273.0,1,
Car 42,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",275.04933567919625,0,
Car 41,,,,,8,switch,,"Charger 8 (fid=68) not available, trying Charger 1 (fid=33)",275.3820138562349,1,
Car 91,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=80)",276.04933567919625,0,
Car 42,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 3 (fid=46)",277.00516036277327,3,
Car 91,,,,,0,switch,,"Charger 0 (fid=80) not available, trying Charger 6 (fid=32)",278.00516036277327,6,
Car 41,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 5 (fid=89)",278.43134953543114,5,
Car 42,,,,,3,switch,,"Charger 3 (fid=46) not available, trying Charger 9 (fid=4)",282.51636775238524,9,
