car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 144,,,,20,,arrived,,arrived,15.0,,
Car 144,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),15.0,,
Car 7,,,,32,,arrived,,arrived,18.0,,
Car 7,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),18.0,,
Car 45,,,,84,,arrived,,arrived,29.0,,
Car 45,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",30.0,1,
Car 45,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),33.51402334711002,,
Car 55,,,,25,,arrived,,arrived,42.0,,
Car 55,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 3 (fid=27)",43.0,3,
Car 55,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),47.49152803631514,,
Car 138,,,,90,,arrived,,arrived,49.0,,
Car 138,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",50.0,1,
Car 138,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",54.51402334711002,3,
Car 9,,,,59,,arrived,,arrived,59.0,,
Car 9,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 0 (fid=18)",60.0,0,
Car 138,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",60.03096070536425,2,
Car 138,,,,,,gave_up,2,"no alternate charger available, gave up",61.93511782376699,,
Car 6,,,,3,,arrived,,arrived,62.0,,
Car 6,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",63.0,1,
Car 9,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 3 (fid=27)",64.51402334711003,3,
Car 6,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",67.51402334711003,3,
Car 9,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",70.00555138342516,2,
Car 9,,,,,,gave_up,2,"no alternate charger available, gave up",71.9097085018279,,
Car 6,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",73.03096070536425,2,
Car 6,,,,,,gave_up,2,"no alternate charger available, gave up",74.93511782376699,,
Car 69,,,,43,,arrived,,arrived,76.0,,
Car 69,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",77.0,2,
Car 69,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 1 (fid=73)",78.90415711840274,1,
Car 104,,,,4,,arrived,,arrived,81.0,,
Car 104,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",82.0,1,
Car 69,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 0 (fid=18)",85.22180007726651,0,
Car 104,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",86.51402334711003,3,
Car 69,,,,,,gave_up,0,"no alternate charger available, gave up",89.73582342437653,,
Car 104,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",92.03096070536425,2,
Car 104,,,,,,gave_up,2,"no alternate charger available, gave up",93.93511782376699,,
Car 63,,,,35,,arrived,,arrived,97.0,,
Car 63,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",98.0,1,
Car 63,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",102.51402334711003,3,
Car 63,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",108.03096070536425,2,
Car 63,,,,,,gave_up,2,"no alternate charger available, gave up",109.93511782376699,,
Car 144,107.0,18,0,,,done,,done charging,122.0,,134.73362434716987
Car 7,114.0,33,2,,,done,,done charging,132.0,,22.41591973847561
Car 45,102.0,73,1,,,done,,done charging,135.51402334711003,,681.2671319441866
Car 121,,,,81,,arrived,,arrived,145.0,,
Car 121,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),145.0,,
Car 55,100.0,27,3,,,done,,done charging,147.49152803631515,,367.9933822973154
Car 125,,,,57,,arrived,,arrived,157.0,,
Car 125,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",158.0,1,
Car 125,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),161.51402334711003,,
Car 112,,,,4,,arrived,,arrived,166.0,,
Car 112,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",167.0,3,
Car 44,,,,23,,arrived,,arrived,170.0,,
Car 44,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),170.0,,
Car 112,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),171.51693735825424,,
Car 81,,,,15,,arrived,,arrived,173.0,,
Car 81,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",174.0,1,
Car 22,,,,50,,arrived,,arrived,177.0,,
Car 22,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 0 (fid=18)",178.0,0,
Car 81,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",178.51402334711003,3,
Car 22,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 3 (fid=27)",182.51402334711003,3,
Car 81,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",184.03096070536427,2,
Car 81,,,,,,gave_up,2,"no alternate charger available, gave up",185.935117823767,,
Car 96,,,,47,,arrived,,arrived,187.0,,
Car 96,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",188.0,2,
Car 22,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",188.00555138342517,2,
Car 96,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 1 (fid=73)",189.90415711840274,1,
Car 22,,,,,,gave_up,2,"no alternate charger available, gave up",189.9097085018279,,
Car 2,,,,55,,arrived,,arrived,192.0,,
Car 2,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",193.0,1,
Car 96,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 0 (fid=18)",196.22180007726652,0,
Car 2,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",197.51402334711003,3,
Car 96,,,,,,gave_up,0,"no alternate charger available, gave up",200.73582342437655,,
Car 70,,,,23,,arrived,,arrived,202.0,,
Car 70,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 3 (fid=27)",203.0,3,
Car 2,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",203.03096070536427,2,
Car 2,,,,,,gave_up,2,"no alternate charger available, gave up",204.935117823767,,
Car 124,,,,56,,arrived,,arrived,206.0,,
Car 124,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",207.0,1,
Car 70,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",208.49152803631515,2,
Car 100,,,,49,,arrived,,arrived,210.0,,
Car 70,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 1 (fid=73)",210.39568515471788,1,
Car 100,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",211.0,2,
Car 124,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",211.51402334711003,3,
Car 100,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 1 (fid=73)",212.90415711840274,1,
Car 70,,,,,,gave_up,1,"no alternate charger available, gave up",216.71332811358167,,
Car 124,,,,,3,switch,,"Charger 3 (fid=27) not available, trying Charger 2 (fid=33)",217.03096070536427,2,
Car 124,,,,,,gave_up,2,"no alternate charger available, gave up",218.935117823767,,
Car 100,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 0 (fid=18)",219.22180007726652,0,
Car 23,,,,88,,arrived,,arrived,221.0,,
Car 23,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",222.0,1,
Car 100,,,,,,gave_up,0,"no alternate charger available, gave up",223.73582342437655,,
Car 44,54.0,33,2,,,done,,done charging,224.0,,112.13805625738574
Car 23,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 3 (fid=27)",226.51402334711003,3,
Car 108,,,,28,,arrived,,arrived,228.0,,
Car 108,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",229.0,1,
