car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 149,,,,82,,arrived,arrived,11.0,,
Car 149,,91,5,,,start_charge,starting to charge at Charger 5 (fid=91),11.0,,
Car 293,,,,22,,arrived,arrived,21.0,,
Car 293,,22,25,,,start_charge,starting to charge at Charger 25 (fid=22),21.0,,
Car 151,,,,5,,arrived,arrived,22.0,,
Car 151,,64,20,,,start_charge,starting to charge at Charger 20 (fid=64),22.0,,
Car 234,,,,66,,arrived,arrived,26.0,,
Car 234,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),26.0,,
Car 262,,,,59,,arrived,arrived,32.0,,
Car 262,,59,16,,,start_charge,starting to charge at Charger 16 (fid=59),32.0,,
Car 185,,,,84,,arrived,arrived,33.0,,
Car 185,,,,,5,switch,"Charger 5 (fid=91) not available, trying Charger 20 (fid=64)",34.0,20,
Car 185,,,,,20,switch,"Charger 20 (fid=64) not available, trying Charger 16 (fid=59)",37.42049339903045,16,
Car 185,,,,,16,switch,"Charger 16 (fid=59) not available, trying Charger 13 (fid=52)",40.51889400513449,13,
Car 185,,52,13,,,start_charge,starting to charge at Charger 13 (fid=52),42.70928158185552,,
Car 160,,,,32,,arrived,arrived,56.0,,
Car 222,,,,40,,arrived,arrived,56.0,,
Car 160,,30,0,,,start_charge,starting to charge at Charger 0 (fid=30),56.0,,
Car 222,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 16 (fid=59)",57.0,16,
Car 149,48.0,91,5,,,done,done charging,59.0,,114.33957705829991
Car 215,,,,58,,arrived,arrived,60.0,,
Car 215,,,,,16,switch,"Charger 16 (fid=59) not available, trying Charger 20 (fid=64)",61.0,20,
Car 222,,,,,16,switch,"Charger 16 (fid=59) not available, trying Charger 7 (fid=11)",61.19669248574467,7,
Car 215,,,,,20,switch,"Charger 20 (fid=64) not available, trying Charger 5 (fid=91)",64.09840060610404,5,
Car 222,,11,7,,,start_charge,starting to charge at Charger 7 (fid=11),66.03039409330017,,
