car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 153,,,,82,,arrived,,arrived,11.0,,
Car 153,,91,5,,,start_charge,,starting to charge at Charger 5 (fid=91),11.0,,
Car 297,,,,22,,arrived,,arrived,21.0,,
Car 297,,28,10,,,start_charge,,starting to charge at Charger 10 (fid=28),21.0,,
Car 155,,,,5,,arrived,,arrived,22.0,,
Car 155,,,,,5,switch,,"Charger 5 (fid=91) not available, trying Charger 13 (fid=52)",23.0,13,
Car 238,,,,66,,arrived,,arrived,26.0,,
Car 238,,11,7,,,start_charge,,starting to charge at Charger 7 (fid=11),26.0,,
Car 155,,52,13,,,start_charge,,starting to charge at Charger 13 (fid=52),26.474143375635656,,
Car 266,,,,59,,arrived,,arrived,32.0,,
Car 189,,,,84,,arrived,,arrived,33.0,,
Car 266,,,,,13,switch,,"Charger 13 (fid=52) not available, trying Charger 5 (fid=91)",33.0,5,
Car 189,,,,,5,switch,,"Charger 5 (fid=91) not available, trying Charger 13 (fid=52)",34.0,13,
Car 266,,,,,5,switch,,"Charger 5 (fid=91) not available, trying Charger 6 (fid=6)",37.474143375635656,6,
Car 189,,,,,13,switch,,"Charger 13 (fid=52) not available, trying Charger 3 (fid=17)",38.474143375635656,3,
Car 189,,17,3,,,start_charge,,starting to charge at Charger 3 (fid=17),42.10299534444378,,
Car 266,,6,6,,,start_charge,,starting to charge at Charger 6 (fid=6),43.219556165571944,,
Car 164,,,,32,,arrived,,arrived,56.0,,
Car 226,,,,40,,arrived,,arrived,56.0,,
Car 164,,30,0,,,start_charge,,starting to charge at Charger 0 (fid=30),56.0,,
Car 226,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 13 (fid=52)",57.0,13,
Car 153,48.0,91,5,,,done,,done charging,59.0,,114.33957705829991
Car 219,,,,58,,arrived,,arrived,60.0,,
Car 219,,91,5,,,start_charge,,starting to charge at Charger 5 (fid=91),60.0,,
Car 226,,,,,13,switch,,"Charger 13 (fid=52) not available, trying Charger 6 (fid=6)",61.384518230357585,6,
Car 226,,,,,6,switch,,"Charger 6 (fid=6) not available, trying Charger 3 (fid=17)",65.4436899524004,3,
Car 226,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 0 (fid=30)",68.62514470969829,0,
Car 148,,,,10,,arrived,,arrived,70.0,,
Car 148,,65,11,,,start_charge,,starting to charge at Charger 11 (fid=65),70.0,,
Car 226,,,,,0,switch,,"Charger 0 (fid=30) not available, trying Charger 9 (fid=32)",71.10852763018407,9,
Car 226,,32,9,,,start_charge,,starting to charge at Charger 9 (fid=32),71.43320745418225,,
Car 250,,,,72,,arrived,,arrived,84.0,,
Car 250,,18,8,,,start_charge,,starting to charge at Charger 8 (fid=18),84.0,,
Car 52,,,,50,,arrived,,arrived,100.0,,
Car 52,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 13 (fid=52)",101.0,13,
