car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 166,,,,34,,arrived,arrived,8.0,,
Car 166,,29,24,,,start_charge,starting to charge at Charger 24 (fid=29),8.0,,
Car 138,,,,20,,arrived,arrived,15.0,,
Car 138,,115,9,,,start_charge,starting to charge at Charger 9 (fid=115),15.0,,
Car 1,,,,32,,arrived,arrived,18.0,,
Car 1,,33,2,,,start_charge,starting to charge at Charger 2 (fid=33),18.0,,
Car 39,,,,84,,arrived,arrived,29.0,,
Car 250,,,,4,,arrived,arrived,29.0,,
Car 39,,90,23,,,start_charge,starting to charge at Charger 23 (fid=90),29.0,,
Car 250,,4,18,,,start_charge,starting to charge at Charger 18 (fid=4),29.0,,
Car 242,,,,90,,arrived,arrived,31.0,,
Car 242,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 27 (fid=76)",32.0,27,
Car 242,,76,27,,,start_charge,starting to charge at Charger 27 (fid=76),32.94633193380106,,
Car 49,,,,25,,arrived,arrived,42.0,,
Car 49,,27,15,,,start_charge,starting to charge at Charger 15 (fid=27),42.0,,
Car 0,,,,3,,arrived,arrived,45.0,,
Car 0,,1,22,,,start_charge,starting to charge at Charger 22 (fid=1),45.0,,
Car 132,,,,90,,arrived,arrived,49.0,,
Car 176,,,,13,,arrived,arrived,49.0,,
Car 176,,13,16,,,start_charge,starting to charge at Charger 16 (fid=13),49.0,,
Car 274,,,,82,,arrived,arrived,50.0,,
Car 132,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 27 (fid=76)",50.0,27,
Car 274,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 27 (fid=76)",51.0,27,
Car 132,,,,,27,switch,"Charger 27 (fid=76) not available, trying Charger 12 (fid=84)",51.94633193380106,12,
Car 274,,,,,27,switch,"Charger 27 (fid=76) not available, trying Charger 12 (fid=84)",52.94633193380106,12,
Car 132,,84,12,,,start_charge,starting to charge at Charger 12 (fid=84),53.38971194967341,,
Car 274,,,,,12,switch,"Charger 12 (fid=84) not available, trying Charger 8 (fid=64)",55.38971194967341,8,
Car 274,,64,8,,,start_charge,starting to charge at Charger 8 (fid=64),58.11685976426028,,
Car 3,,,,59,,arrived,arrived,59.0,,
Car 3,,58,10,,,start_charge,starting to charge at Charger 10 (fid=58),59.0,,
Car 246,,,,2,,arrived,arrived,62.0,,
Car 246,,,,,23,switch,"Charger 23 (fid=90) not available, trying Charger 8 (fid=64)",63.0,8,
Car 246,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 10 (fid=58)",66.23009973251558,10,
Car 272,,,,50,,arrived,arrived,67.0,,
Car 272,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),67.0,,
Car 246,,,,,10,switch,"Charger 10 (fid=58) not available, trying Charger 27 (fid=76)",68.61336165870786,27,
Car 246,,,,,27,switch,"Charger 27 (fid=76) not available, trying Charger 12 (fid=84)",72.13966651937365,12,
Car 246,,,,,12,switch,"Charger 12 (fid=84) not available, trying Charger 22 (fid=1)",74.583046535246,22,
Car 63,,,,43,,arrived,arrived,76.0,,
Car 63,,49,13,,,start_charge,starting to charge at Charger 13 (fid=49),76.0,,
Car 246,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 18 (fid=4)",78.85353028967853,18,
Car 98,,,,4,,arrived,arrived,81.0,,
Car 98,,,,,18,switch,"Charger 18 (fid=4) not available, trying Charger 22 (fid=1)",82.0,22,
Car 246,,,,,18,switch,"Charger 18 (fid=4) not available, trying Charger 19 (fid=50)",82.18965909279261,19,
Car 242,50.0,76,27,,,done,done charging,82.94633193380106,,78.82945008562868
Car 98,,,,,22,switch,"Charger 22 (fid=1) not available, trying Charger 7 (fid=16)",85.33612880311408,7,
Car 246,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 7 (fid=16)",86.89778861550722,7,
Car 98,,16,7,,,start_charge,starting to charge at Charger 7 (fid=16),89.62133794648338,,
Car 204,,,,31,,arrived,arrived,92.0,,
Car 204,,30,26,,,start_charge,starting to charge at Charger 26 (fid=30),92.0,,
Car 246,,,,,7,switch,"Charger 7 (fid=16) not available, trying Charger 25 (fid=35)",92.51959392193515,25,
Car 0,48.0,1,22,,,done,done charging,93.0,,213.41124764528502
Car 246,,35,25,,,start_charge,starting to charge at Charger 25 (fid=35),94.59437415006533,,
Car 57,,,,35,,arrived,arrived,97.0,,
Car 57,,,,,25,switch,"Charger 25 (fid=35) not available, trying Charger 6 (fid=33)",98.0,6,
Car 57,,33,6,,,start_charge,starting to charge at Charger 6 (fid=33),98.29890434445544,,
Car 300,,,,59,,arrived,arrived,99.0,,
Car 300,,,,,10,switch,"Charger 10 (fid=58) not available, trying Charger 8 (fid=64)",100.0,8,
Car 300,,,,,8,switch,"Charger 8 (fid=64) not available, trying Charger 22 (fid=1)",102.38326192619228,22,
Car 153,,,,56,,arrived,arrived,106.0,,
Car 153,,56,20,,,start_charge,starting to charge at Charger 20 (fid=56),106.0,,
Car 300,,1,22,,,start_charge,starting to charge at Charger 22 (fid=1),106.17629527288263,,
Car 176,58.0,13,16,,,done,done charging,107.0,,58.65449183661068
Car 250,83.0,4,18,,,done,done charging,112.0,,46.59203422638995
Car 230,,,,3,,arrived,arrived,113.0,,
Car 230,,61,11,,,start_charge,starting to charge at Charger 11 (fid=61),113.0,,
Car 277,,,,81,,arrived,arrived,119.0,,
Car 277,,4,18,,,start_charge,starting to charge at Charger 18 (fid=4),119.0,,
Car 138,107.0,115,9,,,done,done charging,122.0,,65.1206837689219
Car 259,,,,65,,arrived,arrived,123.0,,
Car 259,,63,17,,,start_charge,starting to charge at Charger 17 (fid=63),123.0,,
Car 166,116.0,29,24,,,done,done charging,124.0,,26.91333970036788
Car 39,102.0,90,23,,,done,done charging,131.0,,98.48625658929825
Car 1,114.0,33,2,,,done,done charging,132.0,,22.41591973847561
Car 206,,,,73,,arrived,arrived,137.0,,
Car 206,,73,1,,,start_charge,starting to charge at Charger 1 (fid=73),137.0,,
Car 49,100.0,27,15,,,done,done charging,142.0,,46.431278630379595
Car 115,,,,81,,arrived,arrived,145.0,,
Car 115,,,,,18,switch,"Charger 18 (fid=4) not available, trying Charger 25 (fid=35)",146.0,25,
Car 115,,,,,25,switch,"Charger 25 (fid=35) not available, trying Charger 6 (fid=33)",149.92597914762086,6,
Car 115,,,,,6,switch,"Charger 6 (fid=33) not available, trying Charger 26 (fid=30)",151.22488349207632,26,
