car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 96,,,,37,,arrived,arrived,1.0,,,
Car 96,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),1.0,,0.0,
Car 85,,,,4,,arrived,arrived,5.0,,,
Car 85,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),5.0,,0.0,
Car 377,,,,3,,arrived,arrived,7.0,,,
Car 377,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),7.0,,0.0,
Car 22,,,,46,,arrived,arrived,11.0,,,
Car 22,,42,21,,,start_charge,starting to charge at Charger 21 (fid=42),11.0,,0.0,
Car 164,,,,31,,arrived,arrived,14.0,,,
Car 164,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),14.0,,0.0,
Car 346,,,,73,,arrived,arrived,26.0,,,
Car 490,,,,20,,arrived,arrived,26.0,,,
Car 346,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),26.0,,0.0,
Car 490,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),26.0,,0.0,
Car 137,,,,53,,arrived,arrived,28.0,,,
Car 137,,15,27,,,start_charge,starting to charge at Charger 27 (fid=15),28.0,,0.0,
Car 16,,,,4,,arrived,arrived,43.0,,,
Car 16,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),43.0,,0.0,
Car 302,,,,57,,arrived,arrived,48.0,,,
Car 302,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),48.0,,0.0,
Car 384,,,,81,,arrived,arrived,50.0,,,
Car 401,,,,77,,arrived,arrived,50.0,,,
Car 384,,79,23,,,start_charge,starting to charge at Charger 23 (fid=79),50.0,,0.0,
Car 401,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),50.0,,0.0,
Car 85,50.0,63,11,,,done,done charging,55.0,,,54.8181167954453
Car 342,,,,58,,arrived,arrived,57.0,,,
Car 342,,15,27,,,start_charge,starting to charge at Charger 27 (fid=15),57.0,,0.0,
Car 96,61.0,63,11,,,done,done charging,62.0,,,80.50333211118276
Car 37,,,,56,,arrived,arrived,65.0,,,
Car 37,,71,17,,,start_charge,starting to charge at Charger 17 (fid=71),65.0,,0.0,
Car 84,,,,54,,arrived,arrived,67.0,,,
Car 185,,,,36,,arrived,arrived,67.0,,,
Car 84,,14,15,,,start_charge,starting to charge at Charger 15 (fid=14),67.0,,0.0,
Car 185,,36,16,,,start_charge,starting to charge at Charger 16 (fid=36),67.0,,0.0,
Car 150,,,,15,,arrived,arrived,70.0,,,
Car 377,63.0,77,12,,,done,done charging,70.0,,,114.71650315889154
Car 150,,15,18,,,start_charge,starting to charge at Charger 18 (fid=15),70.0,,0.0,
Car 111,,,,54,,arrived,arrived,72.0,,,
Car 111,,14,15,,,start_charge,starting to charge at Charger 15 (fid=14),72.0,,0.0,
Car 10,,,,16,,arrived,arrived,77.0,,,
Car 10,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),77.0,,0.0,
Car 204,,,,17,,arrived,arrived,79.0,,,
Car 204,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),79.0,,0.0,
Car 256,,,,37,,arrived,arrived,81.0,,,
Car 256,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),81.0,,0.0,
Car 68,,,,76,,arrived,arrived,88.0,,,
Car 68,,87,8,,,start_charge,starting to charge at Charger 8 (fid=87),88.0,,0.0,
Car 413,,,,51,,arrived,arrived,91.0,,,
Car 413,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),91.0,,0.0,
Car 50,,,,1,,arrived,arrived,92.0,,,
Car 50,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),92.0,,0.0,
Car 44,,,,77,,arrived,arrived,96.0,,,
Car 44,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),96.0,,0.0,
Car 263,,,,68,,arrived,arrived,98.0,,,
Car 263,,68,5,,,start_charge,starting to charge at Charger 5 (fid=68),98.0,,0.0,
Car 443,,,,70,,arrived,arrived,99.0,,,
Car 443,,71,17,,,start_charge,starting to charge at Charger 17 (fid=71),99.0,,0.0,
Car 372,,,,54,,arrived,arrived,100.0,,,
Car 372,,14,15,,,start_charge,starting to charge at Charger 15 (fid=14),100.0,,0.0,
Car 22,90.0,42,21,,,done,done charging,101.0,,,42.980309410271374
Car 137,73.0,15,27,,,done,done charging,101.0,,,66.74562865837561
Car 145,,,,52,,arrived,arrived,103.0,,,
Car 145,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),103.0,,0.0,
Car 380,,,,79,,arrived,arrived,105.0,,,
Car 380,,79,23,,,start_charge,starting to charge at Charger 23 (fid=79),105.0,,0.0,
Car 4,,,,29,,arrived,arrived,109.0,,,
Car 4,,27,6,,,start_charge,starting to charge at Charger 6 (fid=27),109.0,,0.0,
Car 480,,,,73,,arrived,arrived,110.0,,,
Car 384,60.0,79,23,,,done,done charging,110.0,,,48.67113471040948
Car 480,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),110.0,,0.0,
Car 417,,,,28,,arrived,arrived,112.0,,,
Car 417,,27,6,,,start_charge,starting to charge at Charger 6 (fid=27),112.0,,0.0,
Car 131,,,,67,,arrived,arrived,115.0,,,
Car 143,,,,4,,arrived,arrived,115.0,,,
Car 436,,,,88,,arrived,arrived,115.0,,,
Car 16,72.0,77,12,,,done,done charging,115.0,,,40.44401316634773
Car 131,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),115.0,,0.0,
Car 143,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),115.0,,0.0,
Car 436,,87,8,,,start_charge,starting to charge at Charger 8 (fid=87),115.0,,0.0,
Car 193,,,,10,,arrived,arrived,116.0,,,
Car 193,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),116.0,,0.0,
Car 142,,,,91,,arrived,arrived,117.0,,,
Car 142,,89,24,,,start_charge,starting to charge at Charger 24 (fid=89),117.0,,0.0,
Car 268,,,,55,,arrived,arrived,118.0,,,
Car 268,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),118.0,,0.0,
Car 401,74.0,77,12,,,done,done charging,124.0,,,0.0
Car 27,,,,16,,arrived,arrived,125.0,,,
Car 27,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),125.0,,0.0,
Car 61,,,,69,,arrived,arrived,126.0,,,
Car 164,112.0,31,13,,,done,done charging,126.0,,,0.0
Car 10,49.0,17,2,,,done,done charging,126.0,,,27.818216998902926
Car 61,,68,5,,,start_charge,starting to charge at Charger 5 (fid=68),126.0,,0.0,
Car 486,,,,82,,arrived,arrived,127.0,,,
Car 490,101.0,19,3,,,done,done charging,127.0,,,13.135565537860309
Car 486,,87,8,,,start_charge,starting to charge at Charger 8 (fid=87),127.0,,0.0,
Car 308,,,,17,,arrived,arrived,128.0,,,
Car 308,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),128.0,,0.0,
Car 134,,,,56,,arrived,arrived,129.0,,,
Car 134,,71,17,,,start_charge,starting to charge at Charger 17 (fid=71),129.0,,0.0,
Car 476,,,,61,,arrived,arrived,133.0,,,
Car 150,63.0,15,18,,,done,done charging,133.0,,,0.0
Car 476,,45,20,,,start_charge,starting to charge at Charger 20 (fid=45),133.0,,0.0,
Car 349,,,,3,,arrived,arrived,134.0,,,
Car 185,67.0,36,16,,,done,done charging,134.0,,,0.0
Car 349,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),134.0,,0.0,
Car 346,112.0,63,11,,,done,done charging,138.0,,,67.49237617689279
Car 256,57.0,63,11,,,done,done charging,138.0,,,80.50333211118276
Car 326,,,,45,,arrived,arrived,139.0,,,
Car 326,,45,20,,,start_charge,starting to charge at Charger 20 (fid=45),139.0,,0.0,
Car 144,,,,19,,arrived,arrived,141.0,,,
Car 144,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),141.0,,0.0,
Car 442,,,,58,,arrived,arrived,145.0,,,
Car 442,,15,27,,,start_charge,starting to charge at Charger 27 (fid=15),145.0,,0.0,
Car 52,,,,18,,arrived,arrived,147.0,,,
Car 161,,,,56,,arrived,arrived,147.0,,,
Car 52,,18,7,,,start_charge,starting to charge at Charger 7 (fid=18),147.0,,0.0,
Car 161,,71,17,,,start_charge,starting to charge at Charger 17 (fid=71),147.0,,0.0,
Car 40,,,,4,,arrived,arrived,151.0,,,
Car 500,,,,36,,arrived,arrived,151.0,,,
Car 84,84.0,14,15,,,done,done charging,151.0,,,57.07293208695123
Car 44,55.0,77,12,,,done,done charging,151.0,,,0.0
Car 40,,63,11,,,start_charge,starting to charge at Charger 11 (fid=63),151.0,,0.0,
Car 500,,36,16,,,start_charge,starting to charge at Charger 16 (fid=36),151.0,,0.0,
Car 302,105.0,18,7,,,done,done charging,153.0,,,45.287433510849546
Car 68,65.0,87,8,,,done,done charging,153.0,,,65.83996452761724
Car 454,,,,87,,arrived,arrived,154.0,,,
Car 454,,87,8,,,start_charge,starting to charge at Charger 8 (fid=87),154.0,,0.0,
Car 332,,,,12,,arrived,arrived,156.0,,,
Car 332,,12,26,,,start_charge,starting to charge at Charger 26 (fid=12),156.0,,0.0,
Car 107,,,,71,,arrived,arrived,157.0,,,
Car 400,,,,5,,arrived,arrived,157.0,,,
Car 107,,71,17,,,start_charge,starting to charge at Charger 17 (fid=71),157.0,,0.0,
Car 400,,48,9,,,start_charge,starting to charge at Charger 9 (fid=48),157.0,,0.0,
Car 240,,,,61,,arrived,arrived,160.0,,,
Car 342,103.0,15,27,,,done,done charging,160.0,,,59.935891634279876
Car 4,51.0,27,6,,,done,done charging,160.0,,,35.92250896024689
Car 240,,45,20,,,start_charge,starting to charge at Charger 20 (fid=45),160.0,,0.0,
Car 263,66.0,68,5,,,done,done charging,164.0,,,0.0
Car 480,54.0,63,11,,,done,done charging,164.0,,,67.49237617689279
Car 437,,,,68,,arrived,arrived,173.0,,,
Car 437,,68,5,,,start_charge,starting to charge at Charger 5 (fid=68),173.0,,0.0,
Car 142,57.0,89,24,,,done,done charging,174.0,,,15.540330047962502
Car 181,,,,30,,arrived,arrived,175.0,,,
Car 181,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),175.0,,0.0,
Car 291,,,,44,,arrived,arrived,177.0,,,
Car 291,,42,21,,,start_charge,starting to charge at Charger 21 (fid=42),177.0,,0.0,
Car 37,113.0,71,17,,,done,done charging,178.0,,,40.15116990824247
Car 145,76.0,7,1,,,done,done charging,179.0,,,54.86803450095119
Car 111,113.0,14,15,,,done,done charging,185.0,,,57.07293208695123
Car 349,52.0,77,12,,,done,done charging,186.0,,,114.71650315889154
Car 380,82.0,79,23,,,done,done charging,187.0,,,0.0
Car 102,,,,32,,arrived,arrived,188.0,,,
Car 260,,,,4,,arrived,arrived,188.0,,,
Car 102,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),188.0,,0.0,
Car 260,,77,12,,,start_charge,starting to charge at Charger 12 (fid=77),188.0,,0.0,
Car 56,,,,1,,arrived,arrived,190.0,,,
Car 50,98.0,1,0,,,done,done charging,190.0,,,0.0
Car 56,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),190.0,,0.0,
Car 372,91.0,14,15,,,done,done charging,191.0,,,57.07293208695123
Car 334,,,,11,,arrived,arrived,192.0,,,
Car 308,64.0,17,2,,,done,done charging,192.0,,,0.0
Car 334,,45,20,,,start_charge,starting to charge at Charger 20 (fid=45),192.0,,0.0,
Car 193,77.0,63,11,,,done,done charging,193.0,,,87.51804687607196
Car 204,116.0,17,4,,,done,done charging,195.0,,,0.0
Car 131,80.0,17,4,,,done,done charging,195.0,,,50.44993305249392
