car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 78,,,,39,,arrived,arrived,1.0,,
Car 78,,61,19,,,start_charge,starting to charge at Charger 19 (fid=61),1.0,,
Car 55,,,,54,,arrived,arrived,23.0,,
Car 55,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),23.0,,
Car 68,,,,22,,arrived,arrived,56.0,,
Car 68,,68,9,,,start_charge,starting to charge at Charger 9 (fid=68),56.0,,
Car 78,92.0,61,19,,,done,done charging,93.0,,140.08442071973684
Car 16,,,,29,,arrived,arrived,116.0,,
Car 16,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),116.0,,
Car 13,,,,35,,arrived,arrived,135.0,,
Car 68,79.0,68,9,,,done,done charging,135.0,,137.9106264556576
Car 13,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 13 (fid=32)",136.0,13,
Car 13,,,,,13,switch,"Charger 13 (fid=32) not available, trying Charger 17 (fid=15)",137.70483924204757,17,
Car 13,,15,17,,,start_charge,starting to charge at Charger 17 (fid=15),138.75218558540368,,
Car 55,119.0,32,13,,,done,done charging,142.0,,132.9157860691881
Car 33,,,,118,,arrived,arrived,165.0,,
Car 33,,117,7,,,start_charge,starting to charge at Charger 7 (fid=117),165.0,,
Car 16,67.0,33,1,,,done,done charging,183.0,,55.61811574307244
Car 29,,,,36,,arrived,arrived,188.0,,
Car 29,,33,1,,,start_charge,starting to charge at Charger 1 (fid=33),188.0,,
Car 0,,,,64,,arrived,arrived,208.0,,
Car 0,,89,5,,,start_charge,starting to charge at Charger 5 (fid=89),208.0,,
Car 33,51.0,117,7,,,done,done charging,216.0,,121.35565441136606
Car 40,,,,18,,arrived,arrived,218.0,,
Car 40,,32,13,,,start_charge,starting to charge at Charger 13 (fid=32),218.0,,
Car 73,,,,36,,arrived,arrived,226.0,,
Car 13,88.0,15,17,,,done,done charging,226.75218558540368,,53.42957343213961
Car 73,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 17 (fid=15)",227.0,17,
Car 73,,15,17,,,start_charge,starting to charge at Charger 17 (fid=15),227.71389934853175,,
Car 22,,,,85,,arrived,arrived,243.0,,
Car 22,,,,,5,switch,"Charger 5 (fid=89) not available, trying Charger 8 (fid=84)",244.0,8,
Car 22,,84,8,,,start_charge,starting to charge at Charger 8 (fid=84),245.41865483783144,,
Car 4,,,,14,,arrived,arrived,259.0,,
Car 4,,,,,13,switch,"Charger 13 (fid=32) not available, trying Charger 1 (fid=33)",260.0,1,
Car 4,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 17 (fid=15)",261.70483924204757,17,
Car 4,,,,,17,switch,"Charger 17 (fid=15) not available, trying Charger 0 (fid=80)",263.4187385905793,0,
Car 4,,80,0,,,start_charge,starting to charge at Charger 0 (fid=80),264.30118897049437,,
Car 38,,,,117,,arrived,arrived,267.0,,
Car 38,,117,7,,,start_charge,starting to charge at Charger 7 (fid=117),267.0,,
Car 39,,,,70,,arrived,arrived,271.0,,
Car 88,,,,68,,arrived,arrived,272.0,,
Car 39,,,,,13,switch,"Charger 13 (fid=32) not available, trying Charger 9 (fid=68)",272.0,9,
Car 88,,68,9,,,start_charge,starting to charge at Charger 9 (fid=68),272.0,,
Car 39,,,,,9,switch,"Charger 9 (fid=68) not available, trying Charger 1 (fid=33)",274.70629495459383,1,
Car 39,,,,,1,switch,"Charger 1 (fid=33) not available, trying Charger 16 (fid=21)",277.7556306337901,16,
Car 39,,21,16,,,start_charge,starting to charge at Charger 16 (fid=21),279.91784751373996,,
Car 3,,,,69,,arrived,arrived,284.0,,
Car 3,,,,,9,switch,"Charger 9 (fid=68) not available, trying Charger 16 (fid=21)",285.0,16,
Car 3,,,,,16,switch,"Charger 16 (fid=21) not available, trying Charger 20 (fid=115)",286.70781467871643,20,
Car 3,,115,20,,,start_charge,starting to charge at Charger 20 (fid=115),287.5501219960766,,
Car 91,,,,37,,arrived,arrived,288.0,,
Car 91,,46,3,,,start_charge,starting to charge at Charger 3 (fid=46),288.0,,
