car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 1,,,,77,,arrived,arrived,40.0,,
Car 1,,52,13,,,start_charge,starting to charge at Charger 13 (fid=52),40.0,,
Car 50,,,,50,,arrived,arrived,100.0,,
Car 50,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),100.0,,
Car 1,74.0,52,13,,,done,done charging,114.0,,195.02585111817672
Car 97,,,,62,,arrived,arrived,117.0,,
Car 97,,11,7,,,start_charge,starting to charge at Charger 7 (fid=11),117.0,,
Car 40,,,,23,,arrived,arrived,124.0,,
Car 40,,23,18,,,start_charge,starting to charge at Charger 18 (fid=23),124.0,,
Car 4,,,,44,,arrived,arrived,129.0,,
Car 4,,48,1,,,start_charge,starting to charge at Charger 1 (fid=48),129.0,,
Car 90,,,,58,,arrived,arrived,135.0,,
Car 90,,59,16,,,start_charge,starting to charge at Charger 16 (fid=59),135.0,,
Car 87,,,,3,,arrived,arrived,153.0,,
Car 87,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 7 (fid=11)",154.0,7,
Car 87,,,,,7,switch,"Charger 7 (fid=11) not available, trying Charger 15 (fid=4)",158.45078671910838,15,
Car 87,,4,15,,,start_charge,starting to charge at Charger 15 (fid=4),160.4390675404569,,
Car 97,51.0,11,7,,,done,done charging,168.0,,138.34156660640699
Car 50,70.0,50,19,,,done,done charging,170.0,,56.47472676768731
Car 86,,,,21,,arrived,arrived,171.0,,
Car 86,,74,21,,,start_charge,starting to charge at Charger 21 (fid=74),171.0,,
Car 32,,,,73,,arrived,arrived,174.0,,
Car 32,,11,7,,,start_charge,starting to charge at Charger 7 (fid=11),174.0,,
Car 4,57.0,48,1,,,done,done charging,186.0,,101.9024775072689
Car 40,71.0,23,18,,,done,done charging,195.0,,15.45005000228447
Car 94,,,,60,,arrived,arrived,204.0,,
Car 94,,,,,7,switch,"Charger 7 (fid=11) not available, trying Charger 15 (fid=4)",205.0,15,
Car 94,,,,,15,switch,"Charger 15 (fid=4) not available, trying Charger 19 (fid=50)",207.98828082134852,19,
Car 94,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),211.69641034406314,,
Car 5,,,,73,,arrived,arrived,220.0,,
Car 86,49.0,74,21,,,done,done charging,220.0,,150.3991218182134
Car 90,86.0,59,16,,,done,done charging,221.0,,110.17154949515006
Car 5,,,,,7,switch,"Charger 7 (fid=11) not available, trying Charger 17 (fid=63)",221.0,17,
Car 32,49.0,11,7,,,done,done charging,223.0,,173.53830834201761
Car 5,,63,17,,,start_charge,starting to charge at Charger 17 (fid=63),224.78772948680486,,
Car 79,,,,44,,arrived,arrived,228.0,,
Car 79,,48,1,,,start_charge,starting to charge at Charger 1 (fid=48),228.0,,
Car 3,,,,73,,arrived,arrived,232.0,,
Car 3,,11,7,,,start_charge,starting to charge at Charger 7 (fid=11),232.0,,
Car 24,,,,18,,arrived,arrived,238.0,,
Car 24,,18,8,,,start_charge,starting to charge at Charger 8 (fid=18),238.0,,
Car 37,,,,83,,arrived,arrived,247.0,,
Car 37,,83,14,,,start_charge,starting to charge at Charger 14 (fid=83),247.0,,
Car 45,,,,12,,arrived,arrived,249.0,,
Car 45,,52,13,,,start_charge,starting to charge at Charger 13 (fid=52),249.0,,
Car 87,91.0,4,15,,,done,done charging,251.4390675404569,,384.3905636823512
Car 94,53.0,50,19,,,done,done charging,264.6964103440631,,195.06603983451163
Car 13,,,,17,,arrived,arrived,276.0,,
Car 13,,17,3,,,start_charge,starting to charge at Charger 3 (fid=17),276.0,,
Car 81,,,,3,,arrived,arrived,280.0,,
Car 81,,74,21,,,start_charge,starting to charge at Charger 21 (fid=74),280.0,,
Car 101,,,,31,,arrived,arrived,281.0,,
Car 101,,28,10,,,start_charge,starting to charge at Charger 10 (fid=28),281.0,,
Car 79,58.0,48,1,,,done,done charging,286.0,,101.9024775072689
Car 93,,,,49,,arrived,arrived,304.0,,
Car 93,,49,2,,,start_charge,starting to charge at Charger 2 (fid=49),304.0,,
Car 5,93.0,63,17,,,done,done charging,317.7877294868049,,216.14456321112897
Car 92,,,,29,,arrived,arrived,321.0,,
Car 92,,30,0,,,start_charge,starting to charge at Charger 0 (fid=30),321.0,,
Car 3,93.0,11,7,,,done,done charging,325.0,,173.53830834201761
Car 81,50.0,74,21,,,done,done charging,330.0,,205.3649518146585
Car 24,95.0,18,8,,,done,done charging,333.0,,26.57809805848812
Car 101,55.0,28,10,,,done,done charging,336.0,,86.1335259121122
Car 45,93.0,52,13,,,done,done charging,342.0,,189.99900228244962
Car 98,,,,62,,arrived,arrived,349.0,,
Car 98,,11,7,,,start_charge,starting to charge at Charger 7 (fid=11),349.0,,
Car 37,118.0,83,14,,,done,done charging,365.0,,83.88451299668716
Car 13,99.0,17,3,,,done,done charging,375.0,,52.34784626718739
Car 92,65.0,30,0,,,done,done charging,386.0,,80.30226324781164
Car 35,,,,2,,arrived,arrived,388.0,,
Car 35,,64,20,,,start_charge,starting to charge at Charger 20 (fid=64),388.0,,
Car 93,94.0,49,2,,,done,done charging,398.0,,20.056916709042437
Car 63,,,,55,,arrived,arrived,400.0,,
Car 78,,,,41,,arrived,arrived,400.0,,
Car 63,,18,8,,,start_charge,starting to charge at Charger 8 (fid=18),400.0,,
Car 78,,48,1,,,start_charge,starting to charge at Charger 1 (fid=48),400.0,,
Car 96,,,,12,,arrived,arrived,407.0,,
Car 96,,52,13,,,start_charge,starting to charge at Charger 13 (fid=52),407.0,,
Car 43,,,,67,,arrived,arrived,410.0,,
Car 43,,,,,7,switch,"Charger 7 (fid=11) not available, trying Charger 8 (fid=18)",411.0,8,
Car 25,,,,116,,arrived,arrived,413.0,,
Car 25,,25,4,,,start_charge,starting to charge at Charger 4 (fid=25),413.0,,
Car 43,,,,,8,switch,"Charger 8 (fid=18) not available, trying Charger 0 (fid=30)",414.22609463917667,0,
Car 43,,30,0,,,start_charge,starting to charge at Charger 0 (fid=30),414.6492200235758,,
Car 98,67.0,11,7,,,done,done charging,416.0,,138.34156660640699
Car 65,,,,33,,arrived,arrived,420.0,,
Car 65,,,,,0,switch,"Charger 0 (fid=30) not available, trying Charger 9 (fid=32)",421.0,9,
Car 65,,32,9,,,start_charge,starting to charge at Charger 9 (fid=32),421.32467982399817,,
Car 51,,,,80,,arrived,arrived,432.0,,
Car 51,,17,3,,,start_charge,starting to charge at Charger 3 (fid=17),432.0,,
Car 35,53.0,64,20,,,done,done charging,441.0,,151.01174745461773
Car 59,,,,70,,arrived,arrived,458.0,,
Car 63,58.0,18,8,,,done,done charging,458.0,,84.9807231166564
Car 59,,18,8,,,start_charge,starting to charge at Charger 8 (fid=18),458.0,,
Car 25,48.0,25,4,,,done,done charging,461.0,,95.92835461745439
Car 43,55.0,30,0,,,done,done charging,469.6492200235758,,237.87203972067454
Car 77,,,,3,,arrived,arrived,479.0,,
Car 77,,50,19,,,start_charge,starting to charge at Charger 19 (fid=50),479.0,,
Car 6,,,,77,,arrived,arrived,480.0,,
Car 6,,,,,13,switch,"Charger 13 (fid=52) not available, trying Charger 19 (fid=50)",481.0,19,
Car 6,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 15 (fid=4)",485.50010974404603,15,
Car 6,,4,15,,,start_charge,starting to charge at Charger 15 (fid=4),489.20823926676064,,
Car 51,58.0,17,3,,,done,done charging,490.0,,95.39700166739959
Car 96,88.0,52,13,,,done,done charging,495.0,,189.99900228244962
Car 20,,,,28,,arrived,arrived,499.0,,
Car 20,,28,10,,,start_charge,starting to charge at Charger 10 (fid=28),499.0,,
Car 75,,,,40,,arrived,arrived,500.0,,
Car 75,,,,,19,switch,"Charger 19 (fid=50) not available, trying Charger 16 (fid=59)",501.0,16,
Car 75,,59,16,,,start_charge,starting to charge at Charger 16 (fid=59),504.1966924857447,,
Car 65,84.0,32,9,,,done,done charging,505.32467982399817,,58.71310886256333
Car 78,112.0,48,1,,,done,done charging,512.0,,133.56357833548094
Car 70,,,,18,,arrived,arrived,550.0,,
Car 74,,,,32,,arrived,arrived,550.0,,
Car 74,,30,0,,,start_charge,starting to charge at Charger 0 (fid=30),550.0,,
Car 70,,,,,8,switch,"Charger 8 (fid=18) not available, trying Charger 0 (fid=30)",551.0,0,
Car 70,,,,,0,switch,"Charger 0 (fid=30) not available, trying Charger 9 (fid=32)",552.4231253843992,9,
Car 70,,32,9,,,start_charge,starting to charge at Charger 9 (fid=32),552.7478052083974,,
Car 71,,,,118,,arrived,arrived,554.0,,
Car 59,96.0,18,8,,,done,done charging,554.0,,73.50796453681407
Car 71,,83,14,,,start_charge,starting to charge at Charger 14 (fid=83),554.0,,
Car 77,76.0,50,19,,,done,done charging,555.0,,259.51105596595494
Car 6,88.0,4,15,,,done,done charging,577.2082392667606,,212.35389868127018
Car 12,,,,62,,arrived,arrived,585.0,,
