car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 43,,,,55,,arrived,,arrived,24.0,,
Car 43,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),24.0,,
Car 90,,,,90,,arrived,,arrived,29.0,,
Car 90,,84,3,,,start_charge,,starting to charge at Charger 3 (fid=84),29.0,,
Car 149,,,,3,,arrived,,arrived,31.0,,
Car 149,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 3 (fid=84)",32.0,3,
Car 137,,,,70,,arrived,,arrived,34.0,,
Car 137,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",35.0,0,
Car 148,,,,124,,arrived,,arrived,37.0,,
Car 148,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",38.0,0,
Car 137,,42,0,,,start_charge,,starting to charge at Charger 0 (fid=42),38.75384717764994,,
Car 125,,,,38,,arrived,,arrived,39.0,,
Car 125,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 1 (fid=20)",40.0,1,
Car 149,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",40.40093940045233,2,
Car 148,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 2 (fid=51)",42.75384717764994,2,
Car 125,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 2 (fid=51)",44.75384717764994,2,
Car 149,,51,2,,,start_charge,,starting to charge at Charger 2 (fid=51),45.203870592132134,,
Car 32,,,,32,,arrived,,arrived,46.0,,
Car 32,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 1 (fid=20)",47.0,1,
Car 148,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 3 (fid=84)",51.03401237562916,3,
Car 32,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 2 (fid=51)",51.75384717764994,2,
Car 125,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 3 (fid=84)",52.345996712908565,3,
Car 65,,,,85,,arrived,,arrived,55.0,,
Car 86,,,,17,,arrived,,arrived,56.0,,
Car 65,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",56.0,2,
Car 148,,,,,,gave_up,3,"no alternate charger available, gave up",56.836943567308964,,
Car 86,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",57.0,0,
Car 125,,,,,,gave_up,3,"no alternate charger available, gave up",58.14892790458837,,
Car 73,,,,118,,arrived,,arrived,59.0,,
Car 32,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 3 (fid=84)",59.345996712908565,3,
Car 73,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 3 (fid=84)",60.0,3,
Car 86,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 2 (fid=51)",61.75384717764994,2,
Car 65,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 1 (fid=20)",61.802931191679804,1,
Car 32,,,,,,gave_up,3,"no alternate charger available, gave up",65.14892790458838,,
Car 73,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",68.40093940045233,2,
Car 65,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",69.39508072693843,0,
Car 86,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 3 (fid=84)",70.03401237562916,3,
Car 65,,,,,,gave_up,0,"no alternate charger available, gave up",74.14892790458838,,
Car 73,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 0 (fid=42)",74.20387059213213,0,
Car 86,,,,,,gave_up,3,"no alternate charger available, gave up",75.83694356730896,,
Car 90,47.0,84,3,,,done,,done charging,76.0,,98.48625658929825
Car 23,,,,115,,arrived,,arrived,80.0,,
Car 23,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",81.0,0,
Car 73,,,,,,gave_up,0,"no alternate charger available, gave up",82.48403579011135,,
Car 23,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 2 (fid=51)",85.75384717764994,2,
Car 23,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 3 (fid=84)",94.03401237562917,3,
Car 149,49.0,51,2,,,done,,done charging,94.20387059213213,,410.9897094011577
Car 43,74.0,20,1,,,done,,done charging,98.0,,155.21911261108303
Car 23,,84,3,,,start_charge,,starting to charge at Charger 3 (fid=84),98.83694356730898,,
Car 7,,,,116,,arrived,,arrived,101.0,,
Car 7,,20,1,,,start_charge,,starting to charge at Charger 1 (fid=20),101.0,,
Car 137,79.0,42,0,,,done,,done charging,117.75384717764993,,331.9452588168156
Car 34,,,,24,,arrived,,arrived,120.0,,
Car 34,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",121.0,0,
Car 34,,42,0,,,start_charge,,starting to charge at Charger 0 (fid=42),124.75384717764994,,
Car 6,,,,64,,arrived,,arrived,126.0,,
Car 51,,,,21,,arrived,,arrived,127.0,,
Car 6,,,,,3,switch,,"Charger 3 (fid=84) not available, trying Charger 2 (fid=51)",127.0,2,
Car 51,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",128.0,0,
Car 108,,,,50,,arrived,,arrived,129.0,,
Car 108,,51,2,,,start_charge,,starting to charge at Charger 2 (fid=51),129.0,,
Car 51,,,,,0,switch,,"Charger 0 (fid=42) not available, trying Charger 2 (fid=51)",132.75384717764993,2,
Car 6,,,,,2,switch,,"Charger 2 (fid=51) not available, trying Charger 1 (fid=20)",132.80293119167982,1,
Car 139,,,,30,,arrived,,arrived,136.0,,
Car 139,,,,,1,switch,,"Charger 1 (fid=20) not available, trying Charger 0 (fid=42)",137.0,0,
