car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,walking_dist_m
Car 20,,,,21,,arrived,arrived,25.0,,
Car 20,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),25.0,,
Car 21,,,,72,,arrived,arrived,34.0,,
Car 21,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",35.0,6,
Car 21,,34,6,,,start_charge,starting to charge at Charger 6 (fid=34),36.91384096022089,,
Car 33,,,,3,,arrived,arrived,37.0,,
Car 33,,74,1,,,start_charge,starting to charge at Charger 1 (fid=74),37.0,,
Car 13,,,,70,,arrived,arrived,58.0,,
Car 13,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",59.0,6,
Car 13,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",61.91384096022089,3,
Car 13,,11,3,,,start_charge,starting to charge at Charger 3 (fid=11),64.53756676690764,,
Car 70,,,,79,,arrived,arrived,65.0,,
Car 72,,,,82,,arrived,arrived,66.0,,
Car 70,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",66.0,6,
Car 72,,76,11,,,start_charge,starting to charge at Charger 11 (fid=76),66.0,,
Car 70,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 8 (fid=1)",68.9138409602209,8,
Car 70,,1,8,,,start_charge,starting to charge at Charger 8 (fid=1),72.70980519148993,,
Car 94,,,,53,,arrived,arrived,81.0,,
Car 94,,15,13,,,start_charge,starting to charge at Charger 13 (fid=15),81.0,,
Car 21,66.0,34,6,,,done,done charging,102.91384096022088,,101.47606808481868
Car 33,67.0,74,1,,,done,done charging,104.0,,205.3649518146585
Car 25,,,,20,,arrived,arrived,110.0,,
Car 25,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 5 (fid=22)",111.0,5,
Car 25,,22,5,,,start_charge,starting to charge at Charger 5 (fid=22),112.71738685274855,,
Car 46,,,,20,,arrived,arrived,116.0,,
Car 46,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 5 (fid=22)",117.0,5,
Car 46,,,,,5,switch,"Charger 5 (fid=22) not available, trying Charger 6 (fid=34)",119.71738685274855,6,
Car 100,,,,18,,arrived,arrived,120.0,,
Car 100,,34,6,,,start_charge,starting to charge at Charger 6 (fid=34),120.0,,
Car 97,,,,61,,arrived,arrived,122.0,,
Car 97,,61,12,,,start_charge,starting to charge at Charger 12 (fid=61),122.0,,
Car 46,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",123.82483286809371,3,
Car 94,46.0,15,13,,,done,done charging,127.0,,148.80626090304315
Car 46,,,,,3,switch,"Charger 3 (fid=11) not available, trying Charger 2 (fid=30)",127.44855867478047,2,
Car 46,,30,2,,,start_charge,starting to charge at Charger 2 (fid=30),132.1578226304657,,
Car 20,111.0,19,9,,,done,done charging,136.0,,52.22579306284636
Car 78,,,,39,,arrived,arrived,151.0,,
Car 78,,,,,12,switch,"Charger 12 (fid=61) not available, trying Charger 13 (fid=15)",152.0,13,
Car 78,,15,13,,,start_charge,starting to charge at Charger 13 (fid=15),155.76516233645532,,
Car 29,,,,58,,arrived,arrived,156.0,,
Car 29,,5,7,,,start_charge,starting to charge at Charger 7 (fid=5),156.0,,
Car 70,92.0,1,8,,,done,done charging,164.70980519148992,,274.9421565562493
Car 67,,,,56,,arrived,arrived,171.0,,
Car 97,49.0,61,12,,,done,done charging,171.0,,73.86911372006875
Car 67,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),171.0,,
Car 13,109.0,11,3,,,done,done charging,173.53756676690764,,194.44641312748814
Car 31,,,,21,,arrived,arrived,175.0,,
Car 31,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 5 (fid=22)",176.0,5,
Car 31,,,,,5,switch,"Charger 5 (fid=22) not available, trying Charger 6 (fid=34)",178.71738685274855,6,
Car 72,113.0,76,11,,,done,done charging,179.0,,120.22708337048073
Car 27,,,,26,,arrived,arrived,182.0,,
Car 27,,26,0,,,start_charge,starting to charge at Charger 0 (fid=26),182.0,,
Car 31,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",182.8248328680937,3,
Car 31,,11,3,,,start_charge,starting to charge at Charger 3 (fid=11),185.44855867478046,,
Car 99,,,,53,,arrived,arrived,189.0,,
Car 99,,,,,13,switch,"Charger 13 (fid=15) not available, trying Charger 8 (fid=1)",190.0,8,
Car 99,,1,8,,,start_charge,starting to charge at Charger 8 (fid=1),194.63304379295425,,
Car 26,,,,117,,arrived,arrived,196.0,,
Car 26,,74,1,,,start_charge,starting to charge at Charger 1 (fid=74),196.0,,
Car 9,,,,33,,arrived,arrived,199.0,,
Car 9,,,,,0,switch,"Charger 0 (fid=26) not available, trying Charger 2 (fid=30)",200.0,2,
Car 9,,,,,2,switch,"Charger 2 (fid=30) not available, trying Charger 5 (fid=22)",202.20839533181402,5,
Car 9,,,,,5,switch,"Charger 5 (fid=22) not available, trying Charger 9 (fid=19)",204.60690133107204,9,
Car 53,,,,42,,arrived,arrived,205.0,,
Car 96,,,,74,,arrived,arrived,205.0,,
Car 53,,,,,2,switch,"Charger 2 (fid=30) not available, trying Charger 5 (fid=22)",206.0,5,
Car 96,,,,,1,switch,"Charger 1 (fid=74) not available, trying Charger 8 (fid=1)",206.0,8,
Car 9,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 4 (fid=63)",207.32428818382058,4,
Car 53,,,,,5,switch,"Charger 5 (fid=22) not available, trying Charger 0 (fid=26)",208.39850599925802,0,
Car 96,,,,,8,switch,"Charger 8 (fid=1) not available, trying Charger 9 (fid=19)",211.35981655466952,9,
Car 53,,,,,0,switch,"Charger 0 (fid=26) not available, trying Charger 4 (fid=63)",211.8467481836462,4,
Car 9,,63,4,,,start_charge,starting to charge at Charger 4 (fid=63),212.97142619243795,,
Car 56,,,,5,,arrived,arrived,215.0,,
Car 56,,,,,7,switch,"Charger 7 (fid=5) not available, trying Charger 11 (fid=76)",216.0,11,
Car 78,61.0,15,13,,,done,done charging,216.76516233645532,,285.8554827763979
Car 53,,,,,4,switch,"Charger 4 (fid=63) not available, trying Charger 9 (fid=19)",217.31720264750413,9,
Car 96,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",217.59912138175534,6,
Car 56,,76,11,,,start_charge,starting to charge at Charger 11 (fid=76),219.24894958083104,,
Car 25,107.0,22,5,,,done,done charging,219.71738685274855,,154.1529827637845
Car 67,49.0,19,9,,,done,done charging,220.0,,171.6583658560867
Car 96,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 11 (fid=76)",220.51296234197622,11,
Car 53,,19,9,,,start_charge,starting to charge at Charger 9 (fid=19),222.9643406561215,,
Car 96,,,,,11,switch,"Charger 11 (fid=76) not available, trying Charger 10 (fid=85)",226.86037353064415,10,
Car 96,,85,10,,,start_charge,starting to charge at Charger 10 (fid=85),228.20644591429877,,
Car 47,,,,76,,arrived,arrived,229.0,,
Car 47,,,,,11,switch,"Charger 11 (fid=76) not available, trying Charger 10 (fid=85)",230.0,10,
Car 47,,,,,10,switch,"Charger 10 (fid=85) not available, trying Charger 8 (fid=1)",232.34607238365462,8,
Car 95,,,,72,,arrived,arrived,234.0,,
Car 46,102.0,30,2,,,done,done charging,234.1578226304657,,260.32472019353645
Car 95,,,,,9,switch,"Charger 9 (fid=19) not available, trying Charger 6 (fid=34)",235.0,6,
Car 47,,,,,8,switch,"Charger 8 (fid=1) not available, trying Charger 7 (fid=5)",236.51924850586943,7,
Car 95,,,,,6,switch,"Charger 6 (fid=34) not available, trying Charger 3 (fid=11)",237.91384096022088,3,
Car 100,118.0,34,6,,,done,done charging,238.0,,62.3620836275489
Car 95,,,,,3,switch,"Charger 3 (fid=11) not available, trying Charger 5 (fid=22)",241.53756676690764,5,
Car 47,,,,,7,switch,"Charger 7 (fid=5) not available, trying Charger 13 (fid=15)",242.07005968727537,13,
