car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 170,,,,34,,arrived,,arrived,8.0,,
Car 170,,33,2,,,start_charge,,starting to charge at Charger 2 (fid=33),8.0,,
Car 142,,,,20,,arrived,,arrived,15.0,,
Car 142,,18,0,,,start_charge,,starting to charge at Charger 0 (fid=18),15.0,,
Car 5,,,,32,,arrived,,arrived,18.0,,
Car 5,,,,,2,switch,,"Charger 2 (fid=33) not available, trying Charger 3 (fid=27)",19.0,3,
Car 5,,27,3,,,start_charge,,starting to charge at Charger 3 (fid=27),19.904157118402736,,
Car 43,,,,84,,arrived,,arrived,29.0,,
Car 254,,,,4,,arrived,,arrived,29.0,,
Car 43,,84,11,,,start_charge,,starting to charge at Charger 11 (fid=84),29.0,,
Car 254,,16,7,,,start_charge,,starting to charge at Charger 7 (fid=16),29.0,,
Car 246,,,,90,,arrived,,arrived,31.0,,
Car 246,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 8 (fid=64)",32.0,8,
Car 246,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),34.72714781458687,,
Car 53,,,,25,,arrived,,arrived,42.0,,
Car 53,,33,6,,,start_charge,,starting to charge at Charger 6 (fid=33),42.0,,
Car 136,,,,90,,arrived,,arrived,49.0,,
Car 180,,,,13,,arrived,,arrived,49.0,,
Car 180,,22,4,,,start_charge,,starting to charge at Charger 4 (fid=22),49.0,,
Car 278,,,,82,,arrived,,arrived,50.0,,
Car 136,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 8 (fid=64)",50.0,8,
Car 278,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 8 (fid=64)",51.0,8,
Car 136,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",53.72714781458687,9,
Car 278,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",54.72714781458687,9,
Car 136,,58,9,,,start_charge,,starting to charge at Charger 9 (fid=58),55.110409740779154,,
Car 278,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 6 (fid=33)",57.110409740779154,6,
Car 7,,,,59,,arrived,,arrived,59.0,,
Car 7,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",60.0,8,
Car 4,,,,3,,arrived,,arrived,62.0,,
Car 250,,,,2,,arrived,,arrived,62.0,,
Car 7,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 11 (fid=84)",62.38326192619228,11,
Car 4,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",63.0,0,
Car 250,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 9 (fid=58)",63.0,9,
Car 278,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",64.51744896498927,0,
Car 4,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 11 (fid=84)",64.80328480244857,11,
Car 250,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 11 (fid=84)",65.38326192619228,11,
Car 7,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 10 (fid=61)",66.11040974077916,10,
Car 278,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 7 (fid=16)",66.32073376743784,7,
Car 276,,,,50,,arrived,,arrived,67.0,,
Car 276,,61,10,,,start_charge,,starting to charge at Charger 10 (fid=61),67.0,,
Car 278,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 10 (fid=61)",69.01573038969225,10,
Car 250,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 7 (fid=16)",69.14554285532948,7,
Car 4,,,,,11,switch,,"Charger 11 (fid=84) not available, trying Charger 7 (fid=16)",72.11422733261664,7,
Car 7,,,,,10,switch,,"Charger 10 (fid=61) not available, trying Charger 5 (fid=9)",74.31920828302944,5,
Car 278,,,,,10,switch,,"Charger 10 (fid=61) not available, trying Charger 5 (fid=9)",74.50229103772708,5,
Car 67,,,,43,,arrived,,arrived,76.0,,
Car 67,,49,12,,,start_charge,,starting to charge at Charger 12 (fid=49),76.0,,
Car 250,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",77.11847253505978,6,
Car 7,,9,5,,,start_charge,,starting to charge at Charger 5 (fid=9),77.61217313630083,,
Car 278,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 1 (fid=73)",78.79525589099846,1,
Car 4,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",80.08715701234694,4,
Car 250,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",80.26574066595774,0,
Car 278,,73,1,,,start_charge,,starting to charge at Charger 1 (fid=73),80.87395991113947,,
Car 102,,,,4,,arrived,,arrived,81.0,,
Car 102,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 6 (fid=33)",82.0,6,
Car 250,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 10 (fid=61)",82.06902546840631,10,
Car 4,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 9 (fid=58)",84.6857674720137,9,
Car 246,50.0,64,8,,,done,,done charging,84.72714781458687,,185.76730771854852
Car 102,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",85.14726813089796,0,
Car 102,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 1 (fid=73)",86.95055293334653,1,
Car 250,,,,,10,switch,,"Charger 10 (fid=61) not available, trying Charger 5 (fid=9)",88.25970258174002,5,
Car 102,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 10 (fid=61)",91.46457628045655,10,
Car 208,,,,31,,arrived,,arrived,92.0,,
Car 250,,,,,5,switch,,"Charger 5 (fid=9) not available, trying Charger 1 (fid=73)",92.5526674350114,1,
Car 208,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 6 (fid=33)",93.0,6,
Car 4,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",94.61467743215982,8,
Car 208,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 7 (fid=16)",94.80328480244857,7,
Car 250,,,,,1,switch,,"Charger 1 (fid=73) not available, trying Charger 4 (fid=22)",95.6313714551524,4,
Car 4,,64,8,,,start_charge,,starting to charge at Charger 8 (fid=64),95.9979393583521,,
Car 102,,,,,10,switch,,"Charger 10 (fid=61) not available, trying Charger 9 (fid=58)",96.89054661526086,9,
Car 61,,,,35,,arrived,,arrived,97.0,,
Car 208,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",97.95055293334653,4,
Car 61,,,,,6,switch,,"Charger 6 (fid=33) not available, trying Charger 0 (fid=18)",98.0,0,
Car 304,,,,59,,arrived,,arrived,99.0,,
Car 61,,,,,0,switch,,"Charger 0 (fid=18) not available, trying Charger 7 (fid=16)",99.80328480244857,7,
Car 304,,,,,9,switch,,"Charger 9 (fid=58) not available, trying Charger 8 (fid=64)",100.0,8,
Car 250,,,,,4,switch,,"Charger 4 (fid=22) not available, trying Charger 3 (fid=27)",101.6646613530031,3,
Car 304,,,,,8,switch,,"Charger 8 (fid=64) not available, trying Charger 11 (fid=84)",102.38326192619228,11,
Car 61,,,,,7,switch,,"Charger 7 (fid=16) not available, trying Charger 4 (fid=22)",102.49828142470298,4,
