car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 54,,,,50,,arrived,,arrived,100.0,,
Car 54,,11,7,,,start_charge,,starting to charge at Charger 7 (fid=11),100.0,,
Car 101,,,,62,,arrived,,arrived,117.0,,
Car 101,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 6 (fid=6)",118.0,6,
Car 101,,6,6,,,start_charge,,starting to charge at Charger 6 (fid=6),120.16439613345322,,
Car 44,,,,23,,arrived,,arrived,124.0,,
Car 44,,48,1,,,start_charge,,starting to charge at Charger 1 (fid=48),124.0,,
Car 8,,,,44,,arrived,,arrived,129.0,,
Car 8,,,,,1,switch,,"Charger 1 (fid=48) not available, trying Charger 2 (fid=49)",130.0,2,
Car 8,,49,2,,,start_charge,,starting to charge at Charger 2 (fid=49),130.72969303383547,,
Car 94,,,,58,,arrived,,arrived,135.0,,
Car 94,,91,5,,,start_charge,,starting to charge at Charger 5 (fid=91),135.0,,
Car 91,,,,3,,arrived,,arrived,153.0,,
Car 91,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 6 (fid=6)",154.0,6,
Car 91,,,,,6,switch,,"Charger 6 (fid=6) not available, trying Charger 3 (fid=17)",157.1643961334532,3,
Car 91,,17,3,,,start_charge,,starting to charge at Charger 3 (fid=17),159.3458508907511,,
Car 54,70.0,11,7,,,done,,done charging,170.0,,287.450533701729
Car 90,,,,21,,arrived,,arrived,171.0,,
Car 90,,25,4,,,start_charge,,starting to charge at Charger 4 (fid=25),171.0,,
Car 101,51.0,6,6,,,done,,done charging,171.16439613345324,,195.3635926239782
Car 36,,,,73,,arrived,,arrived,174.0,,
Car 36,,11,7,,,start_charge,,starting to charge at Charger 7 (fid=11),174.0,,
Car 4,,,,55,,arrived,,arrived,183.0,,
Car 4,,30,0,,,start_charge,,starting to charge at Charger 0 (fid=30),183.0,,
Car 8,57.0,49,2,,,done,,done charging,187.72969303383547,,131.19449020227393
Car 44,71.0,48,1,,,done,,done charging,195.0,,174.12353899059235
Car 98,,,,60,,arrived,,arrived,204.0,,
Car 98,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 6 (fid=6)",205.0,6,
Car 98,,6,6,,,start_charge,,starting to charge at Charger 6 (fid=6),207.1643961334532,,
Car 9,,,,73,,arrived,,arrived,220.0,,
Car 90,49.0,25,4,,,done,,done charging,220.0,,257.9101708937861
Car 94,86.0,91,5,,,done,,done charging,221.0,,204.5536885812792
Car 9,,,,,7,switch,,"Charger 7 (fid=11) not available, trying Charger 0 (fid=30)",221.0,0,
Car 36,49.0,11,7,,,done,,done charging,223.0,,173.53830834201761
Car 9,,,,,0,switch,,"Charger 0 (fid=30) not available, trying Charger 6 (fid=6)",224.2982067297708,6,
Car 83,,,,44,,arrived,,arrived,228.0,,
Car 83,,48,1,,,start_charge,,starting to charge at Charger 1 (fid=48),228.0,,
Car 9,,,,,6,switch,,"Charger 6 (fid=6) not available, trying Charger 3 (fid=17)",228.33461888213807,3,
Car 9,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 1 (fid=48)",231.51607363943597,1,
Car 7,,,,73,,arrived,,arrived,232.0,,
Car 7,,11,7,,,start_charge,,starting to charge at Charger 7 (fid=11),232.0,,
Car 9,,,,,1,switch,,"Charger 1 (fid=48) not available, trying Charger 2 (fid=49)",237.99333099640447,2,
Car 28,,,,18,,arrived,,arrived,238.0,,
Car 9,,49,2,,,start_charge,,starting to charge at Charger 2 (fid=49),238.72302403023994,,
Car 28,,,,,0,switch,,"Charger 0 (fid=30) not available, trying Charger 3 (fid=17)",239.0,3,
Car 28,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 4 (fid=25)",241.48338292048578,4,
Car 28,,25,4,,,start_charge,,starting to charge at Charger 4 (fid=25),243.1545887905371,,
Car 41,,,,83,,arrived,,arrived,247.0,,
Car 41,,,,,4,switch,,"Charger 4 (fid=25) not available, trying Charger 3 (fid=17)",248.0,3,
Car 49,,,,12,,arrived,,arrived,249.0,,
Car 49,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 5 (fid=91)",250.0,5,
Car 91,91.0,17,3,,,done,,done charging,250.3458508907511,,416.0788278996188
Car 41,,17,3,,,start_charge,,starting to charge at Charger 3 (fid=17),250.3458508907511,,
Car 49,,91,5,,,start_charge,,starting to charge at Charger 5 (fid=91),255.01376646569435,,
Car 98,53.0,6,6,,,done,,done charging,260.16439613345324,,195.74335520353986
Car 17,,,,17,,arrived,,arrived,276.0,,
Car 17,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 0 (fid=30)",277.0,0,
Car 4,96.0,30,0,,,done,,done charging,279.0,,90.98766026314881
Car 17,,30,0,,,start_charge,,starting to charge at Charger 0 (fid=30),279.0,,
Car 85,,,,3,,arrived,,arrived,280.0,,
Car 85,,,,,4,switch,,"Charger 4 (fid=25) not available, trying Charger 3 (fid=17)",281.0,3,
Car 85,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 0 (fid=30)",283.6712058700513,0,
Car 83,58.0,48,1,,,done,,done charging,286.0,,101.9024775072689
Car 85,,,,,0,switch,,"Charger 0 (fid=30) not available, trying Charger 6 (fid=6)",286.1545887905371,6,
Car 85,,6,6,,,start_charge,,starting to charge at Charger 6 (fid=6),289.19100094290434,,
Car 97,,,,49,,arrived,,arrived,304.0,,
Car 97,,,,,2,switch,,"Charger 2 (fid=49) not available, trying Charger 1 (fid=48)",305.0,1,
Car 97,,48,1,,,start_charge,,starting to charge at Charger 1 (fid=48),305.7296930338355,,
Car 96,,,,29,,arrived,,arrived,321.0,,
Car 96,,,,,0,switch,,"Charger 0 (fid=30) not available, trying Charger 3 (fid=17)",322.0,3,
Car 96,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 4 (fid=25)",324.4833829204858,4,
Car 7,93.0,11,7,,,done,,done charging,325.0,,173.53830834201761
